#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm4+code+v_numerodinatio,#adm4+name+i_spa+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:214:4:8020703,8020703,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,1603:45:16:214:3:80207,1603:45:16:214:4:8020703,La Cuaba (D.M.),DO08020703,,,,Municipio Pedro Brand,DO080207,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010101,9010101,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010101,Azua,DO09010101,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010102,9010102,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010102,Barro Arriba (D.M.),DO09010102,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010103,9010103,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010103,Las Barías-la Estancia (D.M.),DO09010103,Las Barias-la Estancia (D.M.),,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010104,9010104,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010104,Los Jovillos (D.M.),DO09010104,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010105,9010105,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010105,Puerto Viejo (D.M.),DO09010105,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010106,9010106,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010106,Barreras (D.M.),DO09010106,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010107,9010107,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010107,Doña Emma Balaguer Viuda Vallejo (D.M),DO09010107,Dona Emma Balaguer Viuda Vallejo (D.M),,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010108,9010108,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010108,Clavellina (D.M.),DO09010108,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010109,9010109,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90101,1603:45:16:214:4:9010109,Las Lomas (D.M.),DO09010109,,,,Municipio Azua,DO090101,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010201,9010201,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90102,1603:45:16:214:4:9010201,Las Charcas,DO09010201,,,,Municipio Las Charcas,DO090102,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010202,9010202,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90102,1603:45:16:214:4:9010202,Palmar de Ocoa (D.M.),DO09010202,,,,Municipio Las Charcas,DO090102,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010301,9010301,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90103,1603:45:16:214:4:9010301,Las Yayas de Viajama,DO09010301,,,,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010302,9010302,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90103,1603:45:16:214:4:9010302,Villarpando (D.M.),DO09010302,,,,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010303,9010303,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90103,1603:45:16:214:4:9010303,Hato Nuevo Cortés (D.M.),DO09010303,Hato Nuevo Cortes (D.M.),,,Municipio Las Yayas de Viajama,DO090103,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010401,9010401,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90104,1603:45:16:214:4:9010401,Padre Las Casas,DO09010401,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010402,9010402,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90104,1603:45:16:214:4:9010402,Las Lagunas (D.M.),DO09010402,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010403,9010403,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90104,1603:45:16:214:4:9010403,La Siembra (D.M.),DO09010403,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010404,9010404,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90104,1603:45:16:214:4:9010404,Monte Bonito (D.M.),DO09010404,,,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010405,9010405,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90104,1603:45:16:214:4:9010405,Los Fríos (D.M.),DO09010405,Los Frios (D.M.),,,Municipio Padre Las Casas,DO090104,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010501,9010501,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90105,1603:45:16:214:4:9010501,Peralta,DO09010501,,,,Municipio Peralta,DO090105,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010601,9010601,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90106,1603:45:16:214:4:9010601,Sabana Yegua,DO09010601,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010602,9010602,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90106,1603:45:16:214:4:9010602,Proyecto 4 (D.M.),DO09010602,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010603,9010603,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90106,1603:45:16:214:4:9010603,Ganadero (D.M.),DO09010603,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010604,9010604,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90106,1603:45:16:214:4:9010604,Proyecto 2-C (D.M.),DO09010604,,,,Municipio Sabana Yegua,DO090106,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010701,9010701,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90107,1603:45:16:214:4:9010701,Pueblo Viejo,DO09010701,,,,Municipio Pueblo Viejo,DO090107,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010702,9010702,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90107,1603:45:16:214:4:9010702,El Rosario (D.M.),DO09010702,,,,Municipio Pueblo Viejo,DO090107,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010801,9010801,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90108,1603:45:16:214:4:9010801,Tábara Arriba,DO09010801,Tabara Arriba,,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010802,9010802,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90108,1603:45:16:214:4:9010802,Tábara Abajo (D.M.),DO09010802,Tabara Abajo (D.M.),,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010803,9010803,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90108,1603:45:16:214:4:9010803,Amiama Gómez (D.M.),DO09010803,Amiama Gomez (D.M.),,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010804,9010804,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90108,1603:45:16:214:4:9010804,Los Toros (D.M.),DO09010804,,,,Municipio Tábara Arriba,DO090108,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9010901,9010901,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90109,1603:45:16:214:4:9010901,Guayabal,DO09010901,,,,Municipio Guayabal,DO090109,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9011001,9011001,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,1603:45:16:214:3:90110,1603:45:16:214:4:9011001,Estebanía,DO09011001,Estebania,,,Municipio Estebanía,DO090110,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020101,9020101,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020101,Baní,DO09020101,Bani,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020102,9020102,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020102,Matanzas (D.M.),DO09020102,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020103,9020103,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020103,Villa Fundación (D.M.),DO09020103,Villa Fundacion (D.M.),,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020104,9020104,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020104,Sabana Buey (D.M.),DO09020104,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020105,9020105,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020105,Paya (D.M.),DO09020105,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020106,9020106,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020106,Villa Sombrero (D.M.),DO09020106,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020107,9020107,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020107,El Carretón (D.M.),DO09020107,El Carreton (D.M.),,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020108,9020108,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020108,Catalina (D.M.),DO09020108,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020109,9020109,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020109,El Limonal (D.M.),DO09020109,,,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020110,9020110,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90201,1603:45:16:214:4:9020110,Las Barías (D.M.),DO09020110,Las Barias (D.M.),,,Municipio Baní,DO090201,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020201,9020201,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90202,1603:45:16:214:4:9020201,Nizao,DO09020201,,,,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020202,9020202,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90202,1603:45:16:214:4:9020202,Pizarrete (D.M.),DO09020202,,,,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9020203,9020203,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,1603:45:16:214:3:90202,1603:45:16:214:4:9020203,Santana (D.M.),DO09020203,,,,Municipio Nizao,DO090202,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030101,9030101,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90301,1603:45:16:214:4:9030101,San Cristóbal,DO09030101,San Cristobal,,,Municipio San Cristóbal,DO090301,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030102,9030102,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90301,1603:45:16:214:4:9030102,Hato Damas (D.M.),DO09030102,,,,Municipio San Cristóbal,DO090301,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030201,9030201,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90302,1603:45:16:214:4:9030201,Sabana Grande de Palenque,DO09030201,,,,Municipio Sabana Grande de Palenque,DO090302,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030301,9030301,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90303,1603:45:16:214:4:9030301,Bajos de Haina,DO09030301,,,,Municipio Bajos de Haina,DO090303,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030302,9030302,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90303,1603:45:16:214:4:9030302,El Carril (D.M.),DO09030302,,,,Municipio Bajos de Haina,DO090303,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030401,9030401,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90304,1603:45:16:214:4:9030401,Cambita Garabitos,DO09030401,,,,Municipio Cambita Garabitos,DO090304,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030402,9030402,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90304,1603:45:16:214:4:9030402,Cambita el Pueblecito (D.M.),DO09030402,,,,Municipio Cambita Garabitos,DO090304,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030501,9030501,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90305,1603:45:16:214:4:9030501,Villa Altagracia,DO09030501,,,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030502,9030502,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90305,1603:45:16:214:4:9030502,San José del Puerto (D.M.),DO09030502,San Jose del Puerto (D.M.),,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030503,9030503,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90305,1603:45:16:214:4:9030503,Medina (D.M.),DO09030503,,,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030504,9030504,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90305,1603:45:16:214:4:9030504,La Cuchilla (D.M.),DO09030504,,,,Municipio Villa Altagracia,DO090305,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030601,9030601,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90306,1603:45:16:214:4:9030601,Yaguate,DO09030601,,,,Municipio Yaguate,DO090306,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030701,9030701,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90307,1603:45:16:214:4:9030701,San Gregorio de Nigua,DO09030701,,,,Municipio San Gregorio de Nigua,DO090307,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9030801,9030801,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,1603:45:16:214:3:90308,1603:45:16:214:4:9030801,Los Cacaos,DO09030801,,,,Municipio Los Cacaos,DO090308,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040101,9040101,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90401,1603:45:16:214:4:9040101,San José de Ocoa,DO09040101,San Jose de Ocoa,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040102,9040102,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90401,1603:45:16:214:4:9040102,La Ciénaga (D.M.),DO09040102,La Cienaga (D.M.),,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040103,9040103,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90401,1603:45:16:214:4:9040103,Nizao - Las Auyamas (D.M.),DO09040103,,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040104,9040104,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90401,1603:45:16:214:4:9040104,El Pinar (D.M.),DO09040104,,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040105,9040105,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90401,1603:45:16:214:4:9040105,El Naranjal (D.M.),DO09040105,,,,Municipio San José de Ocoa,DO090401,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040201,9040201,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90402,1603:45:16:214:4:9040201,Sabana Larga,DO09040201,,,,Municipio Sabana Larga,DO090402,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:9040301,9040301,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,1603:45:16:214:3:90403,1603:45:16:214:4:9040301,Rancho Arriba,DO09040301,,,,Municipio Rancho Arriba,DO090403,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010101,10010101,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100101,1603:45:16:214:4:10010101,El Seibo,DO10010101,,,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010102,10010102,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100101,1603:45:16:214:4:10010102,Pedro Sánchez (D.M.),DO10010102,Pedro Sanchez (D.M.),,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010103,10010103,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100101,1603:45:16:214:4:10010103,San Francisco-Vicentillo (D.M.),DO10010103,,,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010104,10010104,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100101,1603:45:16:214:4:10010104,Santa Lucía (D.M.),DO10010104,Santa Lucia (D.M.),,,Municipio El Seibo,DO100101,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010201,10010201,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100102,1603:45:16:214:4:10010201,Miches,DO10010201,,,,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010202,10010202,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100102,1603:45:16:214:4:10010202,El Cedro (D.M.),DO10010202,,,,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10010203,10010203,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,1603:45:16:214:3:100102,1603:45:16:214:4:10010203,La Gina (D.M.),DO10010203,,,,Municipio Miches,DO100102,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10020101,10020101,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100201,1603:45:16:214:4:10020101,Higüey,DO10020101,Higuey,,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10020102,10020102,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100201,1603:45:16:214:4:10020102,Las Lagunas de Nisibón (D.M.),DO10020102,Las Lagunas de Nisibon (D.M.),,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
