#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:626:2:501,501,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:501,Fatululic,TL0501,,,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:502,502,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:502,Fatumean,TL0502,,,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:503,503,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:503,Forohem,TL0503,,Fohorem,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:504,504,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:504,Maukatar,TL0504,,Maucatar,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:505,505,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:505,Suai,TL0505,,,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:506,506,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:506,Tilomar,TL0506,,,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:507,507,1603:45:16:626:0,1603:45:16:626:1:5,1603:45:16:626:2:507,Zumalai,TL0507,,,,Covalima,TL05,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:601,601,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:601,Vera Cruz,TL0601,,,,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:602,602,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:602,Nain Feto,TL0602,,,,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:603,603,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:603,Metinaro,TL0603,,,,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:604,604,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:604,Atauro,TL0604,,,,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:605,605,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:605,Dom Aleixo,TL0605,,,,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:606,606,1603:45:16:626:0,1603:45:16:626:1:6,1603:45:16:626:2:606,Cristo Rei,TL0606,,,,Dili,TL06,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:701,701,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:701,Railaco,TL0701,,,,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:702,702,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:702,Ermera,TL0702,,,,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:703,703,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:703,Letefoho,TL0703,,,,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:704,704,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:704,Atsabe,TL0704,,,,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:705,705,1603:45:16:626:0,1603:45:16:626:1:7,1603:45:16:626:2:705,Hatolia,TL0705,,Hatulia,,Ermera,TL07,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:801,801,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:801,Bazartete,TL0801,,,,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:802,802,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:802,Liquiçá,TL0802,Liquica,Liquiça,,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:803,803,1603:45:16:626:0,1603:45:16:626:1:8,1603:45:16:626:2:803,Maubara,TL0803,,,,Liquiçá,TL08,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:901,901,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:901,Lospalos,TL0901,,,,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:902,902,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:902,Lautém,TL0902,Lautem,,,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:903,903,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:903,Iliomar,TL0903,,,,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:904,904,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:904,Luro,TL0904,,,,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:905,905,1603:45:16:626:0,1603:45:16:626:1:9,1603:45:16:626:2:905,Tutuala,TL0905,,,,Lautém,TL09,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1001,1001,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1001,Same,TL1001,,,,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1002,1002,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1002,Alas,TL1002,,,,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1003,1003,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1003,Fatuberliu,TL1003,,Fatuberlio,,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1004,1004,1603:45:16:626:0,1603:45:16:626:1:10,1603:45:16:626:2:1004,Turiscai,TL1004,,,,Manufahi,TL10,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1101,1101,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1101,Manatuto,TL1101,,,,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1102,1102,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1102,Laleia,TL1102,,,,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1103,1103,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1103,Laclo,TL1103,,,,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1104,1104,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1104,Soibada,TL1104,,,,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1105,1105,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1105,Barique/Natarbora,TL1105,,,,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1106,1106,1603:45:16:626:0,1603:45:16:626:1:11,1603:45:16:626:2:1106,Laclubar,TL1106,,,,Manatuto,TL11,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1201,1201,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1201,Pante Macassar,TL1201,,Pante Macasar,,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1202,1202,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1202,Nitibe,TL1202,,,,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1203,1203,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1203,Oesilo,TL1203,,,,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1204,1204,1603:45:16:626:0,1603:45:16:626:1:12,1603:45:16:626:2:1204,Passabe,TL1204,,,,Oecussi,TL12,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1301,1301,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1301,Uatucarbau,TL1301,,,,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1302,1302,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1302,Ossu,TL1302,,,,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1303,1303,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1303,Uato-Lari,TL1303,,Watulari,,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1304,1304,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1304,Viqueque,TL1304,,,,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
1603:45:16:626:2:1305,1305,1603:45:16:626:0,1603:45:16:626:1:13,1603:45:16:626:2:1305,Lacluta,TL1305,,,,Viqueque,TL13,Timor-Leste,TL,2006-12-10,2020-09-16,
