#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:450:3:11101001,11101001,1603:45:16:450:0,1603:45:16:450:1:11,1603:45:16:450:2:11101001,1603:45:16:450:3:11101001,1er Arrondissement,MG11101001,,,,1er Arrondissement,MG11101001A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33313193,33313193,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33313,1603:45:16:450:3:33313193,Antanandava,MG33313193,,,,Ambatondrazaka,MG33313,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33313194,33313194,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33313,1603:45:16:450:3:33313194,Andromba,MG33313194,,,,Ambatondrazaka,MG33313,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33313210,33313210,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33313,1603:45:16:450:3:33313210,Manakambahiny Antsinanana,MG33313210,,,,Ambatondrazaka,MG33313,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33313231,33313231,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33313,1603:45:16:450:3:33313231,Soalazaina,MG33313231,,,,Ambatondrazaka,MG33313,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33313232,33313232,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33313,1603:45:16:450:3:33313232,Tanambao Besakay,MG33313232,,,,Ambatondrazaka,MG33313,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314010,33314010,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314010,Moramanga,MG33314010,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314030,33314030,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314030,Ambohibary,MG33314030,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314050,33314050,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314050,Ampasimpotsy Gara,MG33314050,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314070,33314070,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314070,Andasibe,MG33314070,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314091,33314091,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314091,Anosibe Ifody,MG33314091,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314092,33314092,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314092,Vodiriana,MG33314092,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314110,33314110,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314110,Morarano Gara,MG33314110,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314130,33314130,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314130,Belavabary,MG33314130,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314150,33314150,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314150,Sabotsy Anjiro,MG33314150,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314170,33314170,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314170,Ambohidronono,MG33314170,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314190,33314190,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314190,Beforona,MG33314190,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314210,33314210,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314210,Ambatovola,MG33314210,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314230,33314230,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314230,Lakato,MG33314230,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314250,33314250,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314250,Amboasary,MG33314250,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314270,33314270,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314270,Fierenana,MG33314270,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314291,33314291,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314291,Mandialaza,MG33314291,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314292,33314292,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314292,Antaniditra,MG33314292,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314293,33314293,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314293,Ampasipotsy Mandialaza,MG33314293,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314310,33314310,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314310,Antanandava,MG33314310,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314330,33314330,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314330,Mangarivotra,MG33314330,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33314350,33314350,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33314,1603:45:16:450:3:33314350,Andaingo,MG33314350,,,,Moramanga,MG33314,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316011,33316011,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316011,Andilamena,MG33316011,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316012,33316012,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316012,Bemaitso,MG33316012,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316031,33316031,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316031,Antanimenabaka,MG33316031,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316032,33316032,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316032,Tanananifololahy,MG33316032,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316051,33316051,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316051,Maroadabo,MG33316051,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316052,33316052,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316052,Marovato,MG33316052,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316071,33316071,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316071,Miarinarivo,MG33316071,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33316072,33316072,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33316,1603:45:16:450:3:33316072,Maitsokely,MG33316072,,,,Andilamena,MG33316,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317011,33317011,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317011,Anosibe An'ala,MG33317011,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317012,33317012,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317012,Ampasimaneva,MG33317012,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317031,33317031,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317031,Ampandroantraka,MG33317031,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317032,33317032,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317032,Tratramarina,MG33317032,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317051,33317051,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317051,Antandrokomby,MG33317051,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317052,33317052,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317052,Ambalaomby,MG33317052,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317053,33317053,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317053,Niarovana Marosampanana,MG33317053,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317054,33317054,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317054,Tsaravinany,MG33317054,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317071,33317071,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317071,Longozabe,MG33317071,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:33317072,33317072,1603:45:16:450:0,1603:45:16:450:1:33,1603:45:16:450:2:33317,1603:45:16:450:3:33317072,Ambatoharanana,MG33317072,,,,Anosibe-An'ala,MG33317,Alaotra Mangoro,MG33,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41401001,41401001,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41401,1603:45:16:450:3:41401001,Mahajanga,MG41401001,,,,Mahajanga I,MG41401,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41401002,41401002,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41401,1603:45:16:450:3:41401002,Mahabibo,MG41401002,,,,Mahajanga I,MG41401,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41403010,41403010,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41403,1603:45:16:450:3:41403010,Soalala,MG41403010,,,,Soalala,MG41403,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41403030,41403030,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41403,1603:45:16:450:3:41403030,Ambohipaky,MG41403030,,,,Soalala,MG41403,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41403050,41403050,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41403,1603:45:16:450:3:41403050,Andranomavo,MG41403050,,,,Soalala,MG41403,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405019,41405019,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405019,Ambato Ambarimay,MG41405019,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405051,41405051,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405051,Ankijabe,MG41405051,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405052,41405052,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405052,Andranofasika,MG41405052,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405070,41405070,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405070,Madirovalo,MG41405070,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405090,41405090,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405090,Anjiajia,MG41405090,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405111,41405111,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405111,Tsaramandroso,MG41405111,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405112,41405112,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405112,Ambondromamy,MG41405112,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405130,41405130,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405130,Ankirihitra,MG41405130,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405150,41405150,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405150,Andranomamy,MG41405150,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405170,41405170,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405170,Manerinerina,MG41405170,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41405190,41405190,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41405,1603:45:16:450:3:41405190,Sitampiky,MG41405190,,,,Ambato Boeni,MG41405,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406010,41406010,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406010,Marovoay Ville,MG41406010,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406031,41406031,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406031,Marovoay Banlieue,MG41406031,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406032,41406032,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406032,Antanambao Andranolava,MG41406032,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406033,41406033,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406033,Anosinalainolona,MG41406033,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406051,41406051,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406051,Ambolomoty,MG41406051,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406052,41406052,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406052,Marovoay,MG41406052,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406070,41406070,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406070,Tsararano,MG41406070,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406090,41406090,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406090,Ankazomborona,MG41406090,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406111,41406111,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406111,Manaratsandry,MG41406111,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406112,41406112,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406112,Antanimasaka,MG41406112,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406130,41406130,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406130,Bemaharivo,MG41406130,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41406158,41406158,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41406,1603:45:16:450:3:41406158,Ankaraobato,MG41406158,,,,Marovoay,MG41406,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407011,41407011,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407011,Mitsinjo,MG41407011,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407012,41407012,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407012,Antseza,MG41407012,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407030,41407030,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407030,Antongomena Bevary,MG41407030,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407050,41407050,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407050,Matsakabanja,MG41407050,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407070,41407070,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407070,Katsepy,MG41407070,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407091,41407091,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407091,Bekipay,MG41407091,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41407092,41407092,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41407,1603:45:16:450:3:41407092,Ambarimaninga,MG41407092,,,,Mitsinjo,MG41407,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415011,41415011,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415011,Belobaka,MG41415011,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415012,41415012,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415012,Boanamary,MG41415012,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415031,41415031,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415031,Ambalakida,MG41415031,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415032,41415032,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415032,Betsako,MG41415032,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415050,41415050,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415050,Mariarano,MG41415050,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415071,41415071,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415071,Bekobay,MG41415071,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415072,41415072,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415072,Andranoboka,MG41415072,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415091,41415091,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415091,Mahajamba Usine,MG41415091,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:41415092,41415092,1603:45:16:450:0,1603:45:16:450:1:41,1603:45:16:450:2:41415,1603:45:16:450:3:41415092,Ambalabe Befanjava,MG41415092,,,,Mahajanga II,MG41415,Boeny,MG41,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:42409010,42409010,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,1603:45:16:450:3:42409010,Port Berge,MG42409010,,,,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:42409031,42409031,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,1603:45:16:450:3:42409031,Ambanjabe,MG42409031,,,,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:42409032,42409032,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,1603:45:16:450:3:42409032,Tsaratanana I,MG42409032,,,,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:42409050,42409050,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,1603:45:16:450:3:42409050,Tsarahasina,MG42409050,,,,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:42409070,42409070,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,1603:45:16:450:3:42409070,Tsiningia,MG42409070,,,,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:3:42409091,42409091,1603:45:16:450:0,1603:45:16:450:1:42,1603:45:16:450:2:42409,1603:45:16:450:3:42409091,Andranomeva,MG42409091,,,,Port-Berge (Boriziny-Vaovao),MG42409,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
