#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:462:2:4010,4010,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4010,Vaavu Atoll,MV004010,,Felidhoo,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:4011,4011,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4011,Faafu Atoll,MV004011,,North Nilandhoo,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:4012,4012,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4012,Dhaal Atoll,MV004012,,South Nilandhoo,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:4013,4013,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4013,Meemu Atoll,MV004013,,Mulaku,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:4014,4014,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4014,Thaa Atoll,MV004014,,Kolhumadulu,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:4015,4015,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4015,Laamu Atoll,MV004015,,Hadhdhunmathee,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:4020,4020,1603:45:16:462:0,1603:45:16:462:1:4,1603:45:16:462:2:4020,Alif Dhekunu Buri,MV004020,,South Ari,,South Central,MV004,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:5016,5016,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5016,Gaaf Alif Atoll,MV005016,,North Huvadhoo,,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:5017,5017,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5017,Gaaf Dhaal Atoll,MV005017,,South Huvadhoo,,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:5018,5018,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5018,Gnaviyani Atoll,MV005018,,Foammulah,,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
1603:45:16:462:2:5019,5019,1603:45:16:462:0,1603:45:16:462:1:5,1603:45:16:462:2:5019,Seenu Atoll,MV005019,,Addoo,,South,MV005,Maldives,MV,2010-01-01,2021-03-31,
