qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,spa-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:591:3:50106,50106,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50106,Jaqué,PA050106,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50107,50107,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50107,La Palma,PA050107,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50108,50108,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50108,Puerto Piña,PA050108,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50109,50109,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50109,Río Congo Arriba,PA050109,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50110,50110,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50110,Río Congo,PA050110,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50111,50111,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50111,Río Iglesias,PA050111,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50112,50112,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50112,Sambú,PA050112,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50113,50113,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50113,Santa Fé,PA050113,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50114,50114,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50114,Setegantí,PA050114,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50115,50115,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50115,Taimatí,PA050115,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50116,50116,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:501,1603:45:16:591:3:50116,Tucutí,PA050116,Chepigana,PA0501,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50201,50201,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50201,Boca de Cupé,PA050201,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50202,50202,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50202,El Real de Santa María,PA050202,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50203,50203,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50203,Kuna de Wargandí,PA050203,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50204,50204,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50204,Metetí,PA050204,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50205,50205,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50205,Púcuro,PA050205,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50206,50206,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50206,Paya,PA050206,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50207,50207,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50207,Pinogana,PA050207,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50208,50208,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50208,Yape,PA050208,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:50209,50209,1603:45:16:591:0,1603:45:16:591:1:5,1603:45:16:591:2:502,1603:45:16:591:3:50209,Yaviza,PA050209,Pinogana,PA0502,Darién,PA05,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:60101,60101,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:601,1603:45:16:591:3:60101,Cirilo Guainora,PA060101,Cémaco,PA0601,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:60102,60102,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:601,1603:45:16:591:3:60102,Lajas Blancas,PA060102,Cémaco,PA0601,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:60103,60103,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:601,1603:45:16:591:3:60103,Manuel Ortega,PA060103,Cémaco,PA0601,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:60201,60201,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:602,1603:45:16:591:3:60201,Jingurudó,PA060201,Sambú,PA0602,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:60202,60202,1603:45:16:591:0,1603:45:16:591:1:6,1603:45:16:591:2:602,1603:45:16:591:3:60202,Río Sábalo,PA060202,Sambú,PA0602,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70101,70101,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:701,1603:45:16:591:3:70101,Chitré,PA070101,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70102,70102,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:701,1603:45:16:591:3:70102,La Arena,PA070102,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70103,70103,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:701,1603:45:16:591:3:70103,Llano Bonito,PA070103,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70104,70104,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:701,1603:45:16:591:3:70104,Monagrillo,PA070104,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70105,70105,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:701,1603:45:16:591:3:70105,San Juan Bautista,PA070105,Chitré,PA0701,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70201,70201,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,1603:45:16:591:3:70201,Chepo,PA070201,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70202,70202,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,1603:45:16:591:3:70202,Chumical,PA070202,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70203,70203,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,1603:45:16:591:3:70203,El Toro,PA070203,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70204,70204,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,1603:45:16:591:3:70204,Las Minas,PA070204,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70205,70205,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,1603:45:16:591:3:70205,Leones,PA070205,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70206,70206,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:702,1603:45:16:591:3:70206,Quebrada del Rosario,PA070206,Las Minas,PA0702,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70301,70301,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70301,Capurí,PA070301,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70302,70302,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70302,El Calabacito,PA070302,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70303,70303,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70303,El Cedro,PA070303,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70304,70304,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70304,La Arena,PA070304,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70305,70305,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70305,La Pitalosa,PA070305,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70306,70306,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70306,Los Cerritos,PA070306,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70307,70307,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70307,Los Cerros de Paja,PA070307,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70308,70308,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:703,1603:45:16:591:3:70308,Los Pozos,PA070308,Los Pozos,PA0703,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70401,70401,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,1603:45:16:591:3:70401,Cerro Largo,PA070401,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70402,70402,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,1603:45:16:591:3:70402,El Tijera,PA070402,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70403,70403,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,1603:45:16:591:3:70403,Llano Grande,PA070403,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70404,70404,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,1603:45:16:591:3:70404,Los Llanos,PA070404,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70405,70405,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,1603:45:16:591:3:70405,Ocú,PA070405,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70406,70406,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:704,1603:45:16:591:3:70406,Peñas Chatas,PA070406,Ocú,PA0704,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70501,70501,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70501,Cabuya,PA070501,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70502,70502,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70502,Llano de la Cruz,PA070502,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70503,70503,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70503,Los Castillos,PA070503,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70504,70504,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70504,París,PA070504,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70505,70505,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70505,Parita,PA070505,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70506,70506,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70506,Portobelillo,PA070506,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70507,70507,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:705,1603:45:16:591:3:70507,Potuga,PA070507,Parita,PA0705,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70601,70601,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70601,El Barrero,PA070601,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70602,70602,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70602,El Ciruelo,PA070602,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70603,70603,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70603,El Pájaro,PA070603,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70604,70604,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70604,El Pedregoso,PA070604,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70605,70605,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70605,Las Cabras,PA070605,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70606,70606,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70606,Pesé,PA070606,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70607,70607,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70607,Rincón Hondo,PA070607,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70608,70608,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:706,1603:45:16:591:3:70608,Sabanagrande,PA070608,Pesé,PA0706,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70701,70701,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:707,1603:45:16:591:3:70701,Chupampa,PA070701,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70702,70702,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:707,1603:45:16:591:3:70702,El Limón,PA070702,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70703,70703,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:707,1603:45:16:591:3:70703,El Rincón,PA070703,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70704,70704,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:707,1603:45:16:591:3:70704,Los Canelos,PA070704,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:70705,70705,1603:45:16:591:0,1603:45:16:591:1:7,1603:45:16:591:2:707,1603:45:16:591:3:70705,Santa María,PA070705,Santa María,PA0707,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:80101,80101,1603:45:16:591:0,1603:45:16:591:1:8,1603:45:16:591:2:801,1603:45:16:591:3:80101,Ailigandí,PA080101,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:80102,80102,1603:45:16:591:0,1603:45:16:591:1:8,1603:45:16:591:2:801,1603:45:16:591:3:80102,Narganá,PA080102,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:80103,80103,1603:45:16:591:0,1603:45:16:591:1:8,1603:45:16:591:2:801,1603:45:16:591:3:80103,Puerto Obaldía,PA080103,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:80104,80104,1603:45:16:591:0,1603:45:16:591:1:8,1603:45:16:591:2:801,1603:45:16:591:3:80104,Tubualá,PA080104,Kuna Yala,PA0801,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90101,90101,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90101,El Espinal,PA090101,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90102,90102,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90102,El Hato,PA090102,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90103,90103,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90103,El Macano,PA090103,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90104,90104,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90104,Guararé Arriba,PA090104,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90105,90105,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90105,Guararé,PA090105,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90106,90106,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90106,La Enea,PA090106,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90107,90107,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90107,La Pasera,PA090107,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90108,90108,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90108,Las Trancas,PA090108,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90109,90109,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90109,Llano Abajo,PA090109,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90110,90110,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90110,Perales,PA090110,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90201,90201,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90201,Bajo Corral,PA090201,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90202,90202,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90202,Bayano,PA090202,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90203,90203,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90203,El Carate,PA090203,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90204,90204,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90204,El Cocal,PA090204,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90205,90205,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90205,El Manantial,PA090205,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90206,90206,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90206,El Muñoz,PA090206,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90207,90207,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90207,El Pedregoso,PA090207,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90208,90208,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90208,La Laja,PA090208,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90209,90209,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90209,La Miel,PA090209,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90210,90210,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90210,La Palma,PA090210,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90211,90211,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90211,La Tiza,PA090211,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90212,90212,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90212,Las Palmitas,PA090212,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90213,90213,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90213,Las Tablas Abajo,PA090213,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90214,90214,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90214,Las Tablas,PA090214,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90215,90215,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90215,Nuario,PA090215,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90216,90216,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90216,Palmira,PA090216,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90217,90217,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90217,Peña Blanca,PA090217,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90218,90218,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90218,Río Hondo,PA090218,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90219,90219,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90219,San José,PA090219,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90220,90220,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90220,San Miguel,PA090220,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90221,90221,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90221,Santo Domingo,PA090221,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90222,90222,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90222,Sesteadero,PA090222,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90223,90223,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90223,Valle Rico,PA090223,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90224,90224,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90224,Vallerriquito,PA090224,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90301,90301,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90301,Agua Buena,PA090301,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90302,90302,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90302,El Guásimo,PA090302,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
