#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:231:3:42014,42014,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42014,Welmera,ET042014,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42016,42016,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42016,Mulo,ET042016,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42018,42018,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42018,Sendafa town,ET042018,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42020,42020,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42020,Holeta town,ET042020,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42098,42098,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42098,Gelana (Finfine),ET042098,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42101,42101,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42101,Gololcha Bale,ET042101,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42102,42102,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42102,Lege Hida,ET042102,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42103,42103,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42103,Ginir,ET042103,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42104,42104,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42104,Rayitu,ET042104,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42105,42105,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42105,Seweyna,ET042105,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42106,42106,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42106,Dawe Ketchen,ET042106,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42107,42107,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:421,1603:45:16:231:3:42107,Ginir town,ET042107,,,,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50101,50101,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50101,Ayisha,ET050101,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50102,50102,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50102,Dembel,ET050102,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50103,50103,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50103,Shinile,ET050103,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50104,50104,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50104,Erer (SM),ET050104,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50105,50105,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50105,Afdem,ET050105,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50106,50106,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50106,Hadhagala,ET050106,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50107,50107,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50107,Miesso,ET050107,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50198,50198,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50198,Gota-Biki,ET050198,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50199,50199,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:501,1603:45:16:231:3:50199,Gablalu,ET050199,,,,Siti,ET0501,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50202,50202,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50202,Gursum (SM),ET050202,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50203,50203,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50203,Babile (SM),ET050203,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50204,50204,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50204,Shabeeley,ET050204,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50205,50205,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50205,Aw-Bare,ET050205,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50206,50206,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50206,Kebribeyah,ET050206,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50207,50207,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50207,Harshin,ET050207,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50283,50283,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50283,Tuliguled,ET050283,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50290,50290,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50290,Goljano,ET050290,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50293,50293,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50293,Jigjiga town,ET050293,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50295,50295,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50295,Wajale town,ET050295,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50296,50296,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50296,Kebribayah town,ET050296,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50297,50297,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50297,Koran /Mulla,ET050297,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50298,50298,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50298,Haroreys,ET050298,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50299,50299,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:502,1603:45:16:231:3:50299,Harawo,ET050299,,,,Fafan,ET0502,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50301,50301,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50301,Degehamedo,ET050301,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50302,50302,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50302,Degehabur,ET050302,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50303,50303,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50303,Aware,ET050303,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50304,50304,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50304,Gashamo,ET050304,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50305,50305,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50305,Gunagado,ET050305,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50306,50306,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50306,Bilcil-Bur,ET050306,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50307,50307,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50307,Degahabur town,ET050307,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50382,50382,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50382,Yocale,ET050382,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50392,50392,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50392,Daror,ET050392,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50394,50394,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50394,Burqod,ET050394,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50395,50395,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50395,Ararso,ET050395,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50399,50399,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:503,1603:45:16:231:3:50399,Dig,ET050399,,,,Jarar,ET0503,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50402,50402,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50402,Fik,ET050402,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50403,50403,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50403,Salahad,ET050403,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50404,50404,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50404,Hamero,ET050404,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50407,50407,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50407,Lagahida,ET050407,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50408,50408,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50408,Meyumuluka,ET050408,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50497,50497,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50497,Qubi,ET050497,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50498,50498,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50498,Yahob,ET050498,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50499,50499,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:504,1603:45:16:231:3:50499,Wangey,ET050499,,,,Erer,ET0504,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50501,50501,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50501,Shaygosh,ET050501,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50502,50502,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50502,Kebridehar,ET050502,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50503,50503,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50503,Shilabo,ET050503,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50504,50504,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50504,Debeweyin,ET050504,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50586,50586,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50586,Marsin,ET050586,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50592,50592,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50592,Kebridehar town,ET050592,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50595,50595,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50595,Goglo,ET050595,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50596,50596,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50596,Lasdhankayre,ET050596,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50597,50597,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50597,Higloley,ET050597,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50598,50598,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50598,El-Ogaden,ET050598,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50599,50599,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:505,1603:45:16:231:3:50599,Bodaley,ET050599,,,,Korahe,ET0505,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50601,50601,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50601,East Imi,ET050601,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50602,50602,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50602,Adadle,ET050602,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50603,50603,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50603,Danan,ET050603,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50604,50604,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50604,Gode,ET050604,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50605,50605,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50605,Kelafo,ET050605,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50606,50606,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50606,Mustahil,ET050606,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50607,50607,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50607,Ferfer,ET050607,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50608,50608,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50608,Berocano,ET050608,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50696,50696,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50696,Godey town,ET050696,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50698,50698,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50698,Elale,ET050698,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50699,50699,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:506,1603:45:16:231:3:50699,Aba-Korow,ET050699,,,,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50701,50701,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50701,Danod,ET050701,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50702,50702,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50702,Bokh,ET050702,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50703,50703,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50703,Galadi,ET050703,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50704,50704,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50704,Warder,ET050704,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50788,50788,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50788,Daratole,ET050788,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50798,50798,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50798,Lehel-Yucub,ET050798,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50799,50799,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:507,1603:45:16:231:3:50799,Galhamur,ET050799,,,,Doolo,ET0507,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50802,50802,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50802,Charati,ET050802,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50804,50804,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50804,Elkare /Serer,ET050804,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50805,50805,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50805,West Imi,ET050805,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50806,50806,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50806,Hargele,ET050806,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50807,50807,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50807,Barey,ET050807,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50808,50808,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50808,Dolobay,ET050808,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50809,50809,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50809,Raso,ET050809,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50898,50898,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50898,Kohle /Qoxle,ET050898,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50899,50899,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:508,1603:45:16:231:3:50899,God-God,ET050899,,,,Afder,ET0508,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50901,50901,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:509,1603:45:16:231:3:50901,Filtu,ET050901,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50902,50902,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:509,1603:45:16:231:3:50902,Dolo Ado,ET050902,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50903,50903,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:509,1603:45:16:231:3:50903,Goro Baqaqsa,ET050903,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50904,50904,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:509,1603:45:16:231:3:50904,Guradamole,ET050904,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50991,50991,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:509,1603:45:16:231:3:50991,Deka Suftu,ET050991,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:50999,50999,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:509,1603:45:16:231:3:50999,Bokolmayo,ET050999,,,,Liban,ET0509,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:51001,51001,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:510,1603:45:16:231:3:51001,Ayun,ET051001,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:51002,51002,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:510,1603:45:16:231:3:51002,Elwayne,ET051002,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:51003,51003,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:510,1603:45:16:231:3:51003,Garbo,ET051003,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:51005,51005,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:510,1603:45:16:231:3:51005,Sagag,ET051005,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:51006,51006,1603:45:16:231:0,1603:45:16:231:1:5,1603:45:16:231:2:510,1603:45:16:231:3:51006,Dihun,ET051006,,,,Nogob,ET0510,Somali,ET05,Ethiopia,ET,2020-10-13,2021-12-16,
