#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:231:3:41298,41298,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:412,1603:45:16:231:3:41298,Wachile,ET041298,,,,Borena,ET0412,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41301,41301,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41301,Ameya,ET041301,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41302,41302,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41302,Wenchi,ET041302,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41303,41303,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41303,Waliso,ET041303,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41304,41304,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41304,Dawo,ET041304,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41305,41305,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41305,Ilu,ET041305,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41307,41307,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41307,Kersana Malima,ET041307,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41308,41308,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41308,Tole,ET041308,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41309,41309,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41309,Becho (SW Shewa),ET041309,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41310,41310,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41310,Seden Sodo,ET041310,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41311,41311,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41311,Woliso town,ET041311,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41312,41312,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41312,Goro (SW Shewa),ET041312,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41314,41314,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:413,1603:45:16:231:3:41314,Sodo Daci,ET041314,,,,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41401,41401,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41401,Uraga,ET041401,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41402,41402,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41402,Bore,ET041402,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41403,41403,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41403,Adola,ET041403,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41404,41404,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41404,Wadera,ET041404,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41405,41405,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41405,Odo Shakiso,ET041405,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41407,41407,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41407,Liben,ET041407,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41408,41408,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41408,Dama,ET041408,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41409,41409,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41409,Arda Jila,ET041409,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41410,41410,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41410,Girja /Harenfema,ET041410,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41411,41411,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41411,Ana Sora,ET041411,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41412,41412,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41412,Saba Boru,ET041412,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41413,41413,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41413,Gora Dola,ET041413,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41414,41414,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41414,Negele town,ET041414,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41482,41482,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41482,Aga Wayu,ET041482,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41490,41490,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41490,Haro Walabu,ET041490,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41492,41492,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41492,Adola town,ET041492,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41497,41497,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41497,Gumi Idalo,ET041497,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41499,41499,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:414,1603:45:16:231:3:41499,Shakiso town,ET041499,,,,Guji,ET0414,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41501,41501,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41501,Bule Hora,ET041501,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41502,41502,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41502,Kercha,ET041502,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41509,41509,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41509,Hambela Wamena,ET041509,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41513,41513,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41513,Abaya,ET041513,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41515,41515,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41515,Dugda Dawa,ET041515,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41517,41517,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41517,Gelana (West Guji),ET041517,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41518,41518,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41518,Melka Soda,ET041518,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41587,41587,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41587,Bule Hora town,ET041587,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41594,41594,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41594,Suro Berguda,ET041594,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41596,41596,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:415,1603:45:16:231:3:41596,Birbirsa Kojowa,ET041596,,,,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41603,41603,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41603,Chora (Buno Bedele),ET041603,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41604,41604,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41604,Dega,ET041604,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41605,41605,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41605,Dabo Hana,ET041605,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41606,41606,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41606,Gechi,ET041606,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41607,41607,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41607,Borecha,ET041607,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41608,41608,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41608,Dedesa,ET041608,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41618,41618,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41618,Meko,ET041618,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41621,41621,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41621,Bedele town,ET041621,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41622,41622,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41622,Bedele Zuria,ET041622,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41623,41623,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:416,1603:45:16:231:3:41623,Chwaka,ET041623,,,,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41700,41700,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41700,Dodola town,ET041700,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41701,41701,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41701,Siraro,ET041701,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41702,41702,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41702,Shala,ET041702,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41703,41703,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41703,Arsi Negele,ET041703,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41704,41704,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41704,Kofele,ET041704,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41705,41705,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41705,Kore,ET041705,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41706,41706,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41706,Gedeb Asasa,ET041706,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41707,41707,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41707,Dodola,ET041707,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41708,41708,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41708,Kokosa,ET041708,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41709,41709,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41709,Nenesebo,ET041709,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41710,41710,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41710,Adaba,ET041710,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41711,41711,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41711,Shashemene town,ET041711,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41712,41712,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41712,Shashemene Zuria,ET041712,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41783,41783,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41783,Heban Arsi,ET041783,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41797,41797,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41797,Wondo,ET041797,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41798,41798,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41798,Bishan Guracha,ET041798,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41799,41799,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:417,1603:45:16:231:3:41799,Arsi Negele town,ET041799,,,,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41801,41801,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41801,Hawa Galan,ET041801,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41802,41802,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41802,Yama Logi Welel,ET041802,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41803,41803,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41803,Dale Wabera,ET041803,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41804,41804,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41804,Gawo Kebe,ET041804,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41805,41805,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41805,Sayo,ET041805,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41806,41806,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41806,Denbi Dollo town,ET041806,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41807,41807,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41807,Anfilo,ET041807,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41808,41808,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41808,Dale Sadi,ET041808,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41809,41809,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41809,Gidami,ET041809,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41810,41810,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41810,Jimma Horo,ET041810,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41811,41811,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41811,Lalo Kile,ET041811,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41812,41812,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:418,1603:45:16:231:3:41812,Sedi Chenka,ET041812,,,,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41901,41901,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41901,Horo,ET041901,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41902,41902,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41902,Shambu town,ET041902,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41903,41903,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41903,Guduru,ET041903,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41904,41904,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41904,Ababo,ET041904,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41905,41905,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41905,Abay Chomen,ET041905,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41906,41906,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41906,Jimma Genete,ET041906,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41907,41907,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41907,Jimma Rare,ET041907,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41908,41908,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41908,Jarte Jardega,ET041908,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41909,41909,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41909,Amuru,ET041909,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41910,41910,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41910,Abe Dongoro,ET041910,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41911,41911,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41911,Choman Guduru,ET041911,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:41912,41912,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:419,1603:45:16:231:3:41912,Horo Buluk,ET041912,,,,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42001,42001,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42001,Burayu,ET042001,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42004,42004,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42004,Lege Tafo-Lege Dadi town,ET042004,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42005,42005,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42005,Sululta town,ET042005,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42006,42006,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42006,Sebeta Hawas,ET042006,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42008,42008,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42008,Dukem,ET042008,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42009,42009,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42009,Sebeta town,ET042009,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42011,42011,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42011,Bereh,ET042011,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42012,42012,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42012,Akaki,ET042012,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:42013,42013,1603:45:16:231:0,1603:45:16:231:1:4,1603:45:16:231:2:420,1603:45:16:231:3:42013,Sululta,ET042013,,,,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,2020-10-13,2021-12-16,
