#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:776:3:1204,1204,Hofoa,TO1204,,,,Kolomotu'a,TO12,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1205,1205,Puke,TO1205,,,,Kolomotu'a,TO12,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1206,1206,Sia'atoutai,TO1206,,,,Kolomotu'a,TO12,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1301,1301,Vaini,TO1301,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1302,1302,Malapo,TO1302,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1303,1303,Longoteme,TO1303,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1304,1304,Folaha,TO1304,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1305,1305,Nukuhetulu,TO1305,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1306,1306,Veitongo,TO1306,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1307,1307,Ha'ateiho,TO1307,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1308,1308,Pea,TO1308,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1309,1309,Tokomololo,TO1309,,,,Vaini,TO13,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1401,1401,Tatakamotonga,TO1401,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1402,1402,Holonga,TO1402,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1403,1403,Pelehake,TO1403,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1404,1404,Fua'amotu,TO1404,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1405,1405,Nakolo,TO1405,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1406,1406,Ha'asini,TO1406,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1407,1407,Lavengatonga,TO1407,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1408,1408,Haveluliku,TO1408,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1409,1409,Fatumu,TO1409,,,,Tatakamotonga,TO14,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1501,1501,Lapaha,TO1501,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1502,1502,Talasiu,TO1502,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1503,1503,Hoi,TO1503,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1504,1504,Nukuleka,TO1504,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1505,1505,Makaunga,TO1505,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1506,1506,Talafo'ou,TO1506,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1507,1507,Manuka,TO1507,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1508,1508,Navutoka,TO1508,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1509,1509,Kolonga,TO1509,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1510,1510,Afa,TO1510,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1511,1511,Niutoua,TO1511,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1512,1512,'Eueiki,TO1512,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1513,1513,Fukave,TO1513,,,,Lapaha,TO15,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1601,1601,Nukunuku,TO1601,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1602,1602,Matahau,TO1602,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1603,1603,Matafonua,TO1603,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1604,1604,Fatai,TO1604,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1605,1605,Lakepa,TO1605,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1606,1606,Vaotu'u,TO1606,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1607,1607,'Utulau,TO1607,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1608,1608,Ha'alalo,TO1608,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1609,1609,Ha'akame,TO1609,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1610,1610,Houma,TO1610,,,,Nukunuku,TO16,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1701,1701,Kolovai,TO1701,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1702,1702,Te'ekiu,TO1702,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1703,1703,Masilamea,TO1703,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1704,1704,Fahefa,TO1704,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1705,1705,Ha'utu,TO1705,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1706,1706,Kala'au,TO1706,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1707,1707,Fo'ui,TO1707,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1708,1708,Ha'avakatolo,TO1708,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1709,1709,'Ahau,TO1709,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1710,1710,Kanokupolu,TO1710,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1711,1711,Ha'atafu,TO1711,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:1712,1712,'Atata,TO1712,,,,Kolovai,TO17,Tongatapu,TO1,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2101,2101,Neiafu,TO2101,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2102,2102,Makave,TO2102,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2103,2103,Toula,TO2103,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2104,2104,'Utui,TO2104,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2105,2105,Ofu,TO2105,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2106,2106,Okoa,TO2106,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2107,2107,Olo'ua,TO2107,,,,Neiafu,TO21,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2201,2201,Pangaimotu,TO2201,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2202,2202,'Utulei,TO2202,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2203,2203,Nga'unoho,TO2203,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2204,2204,'Utungake,TO2204,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2205,2205,Tapana,TO2205,,,,Pangaimotu,TO22,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2301,2301,Ha'alaufuli,TO2301,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2302,2302,Ha'akio,TO2302,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2303,2303,Houma,TO2303,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2304,2304,Mangia,TO2304,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2305,2305,Ta'anea,TO2305,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2306,2306,Tu'anekivale,TO2306,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2307,2307,Koloa,TO2307,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2308,2308,Holeva,TO2308,,,,Hahake,TO23,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2401,2401,Leimatu'a,TO2401,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2402,2402,Holonga,TO2402,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2403,2403,Feletoa,TO2403,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2404,2404,Mataika,TO2404,,,,Leimatu'a,TO24,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2501,2501,Longomapu,TO2501,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2502,2502,Taoa,TO2502,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2503,2503,Tefisi,TO2503,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2504,2504,Vaimalo,TO2504,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2505,2505,Tu'anuku,TO2505,,,,Hihifo,TO25,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2601,2601,Kapa,TO2601,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2602,2602,Falevai,TO2602,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2603,2603,'Otea,TO2603,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2604,2604,Lape,TO2604,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2605,2605,Matamaka,TO2605,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2606,2606,Nuapapu,TO2606,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2607,2607,'Ovaka,TO2607,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2608,2608,Taunga,TO2608,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2609,2609,Hunga,TO2609,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2610,2610,Foeata Island,TO2610,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2611,2611,Vaka'eitu,TO2611,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2612,2612,Mounu,TO2612,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2613,2613,Eueiki,TO2613,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2614,2614,Mala,TO2614,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:2615,2615,Fofoa Island,TO2615,,,,Motu,TO26,Vava'u,TO2,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3101,3101,Lifuka,TO3101,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3102,3102,Hihifo,TO3102,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3103,3103,Holopeka,TO3103,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3104,3104,Koulo,TO3104,,,,Pangai,TO31,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3201,3201,Fangale'ounga,TO3201,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3202,3202,Fotua,TO3202,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3203,3203,Lotofoa,TO3203,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3204,3204,faleloa,TO3204,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3205,3205,Ha'afakahenga,TO3205,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3206,3206,Ha'ateiho Si'i,TO3206,,,,Foa,TO32,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3301,3301,Ha`afeva,TO3301,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3302,3302,Tungua,TO3302,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3303,3303,Fotuha'a,TO3303,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3304,3304,`O`ua,TO3304,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3305,3305,Matuku,TO3305,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3306,3306,Kotu,TO3306,,,,Lulunga,TO33,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3401,3401,Nomuka,TO3401,,,,Mu'omu'a,TO34,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3402,3402,Mango,TO3402,,,,Mu'omu'a,TO34,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3403,3403,Fonoifua,TO3403,,,,Mu'omu'a,TO34,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3501,3501,Fakakai,TO3501,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3502,3502,Pukotala,TO3502,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3503,3503,Ha'ano,TO3503,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3504,3504,Muitoa,TO3504,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3505,3505,Mo'unga'one,TO3505,,,,Ha`ano,TO35,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3601,3601,'Uiha,TO3601,,,,'Uiha,TO36,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3602,3602,Felemea,TO3602,,,,'Uiha,TO36,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:3603,3603,Lofanga,TO3603,,,,'Uiha,TO36,Ha'apai,TO3,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4101,4101,'Ohonua,TO4101,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4102,4102,Tufuvai,TO4102,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4103,4103,Pangai,TO4103,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4104,4104,Houma,TO4104,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4105,4105,Ha'atu'a,TO4105,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4106,4106,Ohonua,TO4106,,,,'Eua Prope,TO41,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4201,4201,Angaha,TO4201,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4202,4202,Futu,TO4202,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4203,4203,'Esia,TO4203,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4204,4204,Sapa'ata,TO4204,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4205,4205,Fata'ulua,TO4205,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4206,4206,Mu'a,TO4206,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4207,4207,Tongamama'o,TO4207,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4208,4208,Petani,TO4208,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:4209,4209,Mata'aho,TO4209,,,,'Eua fo'ou,TO42,'Eua,TO4,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5101,5101,Hihifo Ntt,TO5101,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5102,5102,Vaipoa,TO5102,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5103,5103,Falehau,TO5103,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5104,5104,Tafahi,TO5104,,,,Niuatoputapu,TO51,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5201,5201,'Esia Nf,TO5201,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5202,5202,Kolofo'ou Nf,TO5202,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5203,5203,SapaataNf,TO5203,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5204,5204,Fata'ulua Nf,TO5204,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5205,5205,Mata'aho Nf,TO5205,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
1603:45:16:776:3:5206,5206,Mu'a Nf,TO5206,,,,Niuafo'ou,TO52,Niuas,TO5,Kingdom of Tonga,TO,2018-02-05,2022-01-26,
