#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_por+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_por+is_latn,#adm3+name+alt2+i_por+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_por+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_por+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_por+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:508:3:110802,110802,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1108,1603:45:16:508:3:110802,Inhassunge,,MZ110802,,,,,,Inhassunge,,MZ1108,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:110901,110901,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1109,1603:45:16:508:3:110901,Luabo,,MZ110901,,,,,,Luabo,,MZ1109,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111001,111001,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1110,1603:45:16:508:3:111001,Lugela,,MZ111001,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111002,111002,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1110,1603:45:16:508:3:111002,Muabanama,,MZ111002,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111003,111003,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1110,1603:45:16:508:3:111003,Munhamade,,MZ111003,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111004,111004,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1110,1603:45:16:508:3:111004,Tacuane,,MZ111004,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111101,111101,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1111,1603:45:16:508:3:111101,Maganja,,MZ111101,,,,,,Maganja Da Costa,,MZ1111,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111102,111102,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1111,1603:45:16:508:3:111102,Nante,,MZ111102,,,,,,Maganja Da Costa,,MZ1111,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111201,111201,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1112,1603:45:16:508:3:111201,Maquival,,MZ111201,,,,,,Maquival,,MZ1112,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111301,111301,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1113,1603:45:16:508:3:111301,Majaua,,MZ111301,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111302,111302,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1113,1603:45:16:508:3:111302,Milange,,MZ111302,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111303,111303,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1113,1603:45:16:508:3:111303,Mongue,,MZ111303,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111401,111401,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1114,1603:45:16:508:3:111401,Mocuba,,MZ111401,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111402,111402,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1114,1603:45:16:508:3:111402,Mugeba,,MZ111402,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111403,111403,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1114,1603:45:16:508:3:111403,Namanjavira,,MZ111403,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111501,111501,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1115,1603:45:16:508:3:111501,Bajone,,MZ111501,,,,,,Mocubela,,MZ1115,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111502,111502,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1115,1603:45:16:508:3:111502,Mocubela,,MZ111502,,,,,,Mocubela,,MZ1115,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111601,111601,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1116,1603:45:16:508:3:111601,Molumbo,,MZ111601,,,,,,Molumbo,,MZ1116,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111701,111701,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1117,1603:45:16:508:3:111701,Campo,,MZ111701,,,,,,Mopeia,,MZ1117,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111702,111702,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1117,1603:45:16:508:3:111702,Mopeia,,MZ111702,,,,,,Mopeia,,MZ1117,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111801,111801,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1118,1603:45:16:508:3:111801,Chire,,MZ111801,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111802,111802,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1118,1603:45:16:508:3:111802,Megaza,,MZ111802,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111803,111803,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1118,1603:45:16:508:3:111803,Morrumbala,,MZ111803,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:111901,111901,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1119,1603:45:16:508:3:111901,Mulevala,,MZ111901,,,,,,Mulevala,,MZ1119,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112001,112001,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1120,1603:45:16:508:3:112001,Macuze,,MZ112001,,,,,,Namacurra,,MZ1120,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112002,112002,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1120,1603:45:16:508:3:112002,Namacurra,,MZ112002,,,,,,Namacurra,,MZ1120,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112101,112101,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1121,1603:45:16:508:3:112101,Namarroi,,MZ112101,,,,,,Namarroi,,MZ1121,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112102,112102,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1121,1603:45:16:508:3:112102,Regone,,MZ112102,,,,,,Namarroi,,MZ1121,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112201,112201,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1122,1603:45:16:508:3:112201,Nicoadala,,MZ112201,,,,,,Nicoadala,,MZ1122,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112301,112301,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1123,1603:45:16:508:3:112301,Mualama,,MZ112301,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112302,112302,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1123,1603:45:16:508:3:112302,Naburi,,MZ112302,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:112303,112303,1603:45:16:508:0,1603:45:16:508:1:11,1603:45:16:508:2:1123,1603:45:16:508:3:112303,Pebane,,MZ112303,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
