qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,spa-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:218:3:10354,10354,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:103,1603:45:16:218:3:10354,Mariano Moreno,EC010354,Gualaceo,EC0103,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10356,10356,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:103,1603:45:16:218:3:10356,Remigio Crespo Toral (Gulag),EC010356,Gualaceo,EC0103,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10357,10357,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:103,1603:45:16:218:3:10357,San Juan,EC010357,Gualaceo,EC0103,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10358,10358,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:103,1603:45:16:218:3:10358,Zhidmad,EC010358,Gualaceo,EC0103,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10359,10359,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:103,1603:45:16:218:3:10359,Luis Cordero Vega,EC010359,Gualaceo,EC0103,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10360,10360,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:103,1603:45:16:218:3:10360,Simon Bolivar (Cab. en Gañanzol),EC010360,Gualaceo,EC0103,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10450,10450,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:104,1603:45:16:218:3:10450,Nabon,EC010450,Nabon,EC0104,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10451,10451,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:104,1603:45:16:218:3:10451,Cochapata,EC010451,Nabon,EC0104,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10452,10452,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:104,1603:45:16:218:3:10452,El Progreso (Cab. en Zhota),EC010452,Nabon,EC0104,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10453,10453,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:104,1603:45:16:218:3:10453,Las Nieves (Chaya),EC010453,Nabon,EC0104,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10550,10550,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10550,Paute,EC010550,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10552,10552,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10552,Bulan (Jose Victor Izquierdo),EC010552,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10553,10553,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10553,Chican (Guillermo Ortega),EC010553,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10554,10554,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10554,El Cabo,EC010554,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10556,10556,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10556,Guarainag,EC010556,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10559,10559,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10559,San Cristobal (Carlos Ordoñez Lazo),EC010559,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10561,10561,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10561,Tomebamba,EC010561,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10562,10562,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:105,1603:45:16:218:3:10562,Dug Dug,EC010562,Paute,EC0105,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10650,10650,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:106,1603:45:16:218:3:10650,Pucara,EC010650,Pucara,EC0106,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10652,10652,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:106,1603:45:16:218:3:10652,San Rafael de Sharug,EC010652,Pucara,EC0106,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10750,10750,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:107,1603:45:16:218:3:10750,San Fernando,EC010750,San Fernando,EC0107,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10751,10751,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:107,1603:45:16:218:3:10751,Chumblin,EC010751,San Fernando,EC0107,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10850,10850,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:108,1603:45:16:218:3:10850,Santa Isabel (Chaguarurco),EC010850,Santa Isabel,EC0108,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10851,10851,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:108,1603:45:16:218:3:10851,Abdon Calderon (La Union),EC010851,Santa Isabel,EC0108,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10853,10853,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:108,1603:45:16:218:3:10853,Zhaglli (Shaglli),EC010853,Santa Isabel,EC0108,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10854,10854,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:108,1603:45:16:218:3:10854,San Salvador de Cañaribamba,EC010854,Santa Isabel,EC0108,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10950,10950,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10950,Sigsig,EC010950,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10951,10951,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10951,Cuchil (Cutchil),EC010951,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10952,10952,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10952,Gima,EC010952,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10953,10953,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10953,Guel,EC010953,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10954,10954,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10954,Ludo,EC010954,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10955,10955,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10955,San Bartolome,EC010955,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:10956,10956,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:109,1603:45:16:218:3:10956,San Jose de Raranga,EC010956,Sigsig,EC0109,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11050,11050,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:110,1603:45:16:218:3:11050,San Felipe de Oña,EC011050,Oña,EC0110,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11051,11051,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:110,1603:45:16:218:3:11051,Susudel,EC011051,Oña,EC0110,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11150,11150,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:111,1603:45:16:218:3:11150,Chordeleg,EC011150,Chordeleg,EC0111,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11151,11151,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:111,1603:45:16:218:3:11151,Principal,EC011151,Chordeleg,EC0111,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11152,11152,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:111,1603:45:16:218:3:11152,La Union,EC011152,Chordeleg,EC0111,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11153,11153,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:111,1603:45:16:218:3:11153,Luis Galarza Orellana (Cab. en Delegsol),EC011153,Chordeleg,EC0111,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11154,11154,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:111,1603:45:16:218:3:11154,San Martin de Puzhio,EC011154,Chordeleg,EC0111,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11250,11250,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:112,1603:45:16:218:3:11250,El Pan,EC011250,El Pan,EC0112,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11253,11253,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:112,1603:45:16:218:3:11253,San Vicente,EC011253,El Pan,EC0112,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11350,11350,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:113,1603:45:16:218:3:11350,Sevilla de Oro,EC011350,Sevilla de Oro,EC0113,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11351,11351,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:113,1603:45:16:218:3:11351,Amaluza,EC011351,Sevilla de Oro,EC0113,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11352,11352,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:113,1603:45:16:218:3:11352,Palmas,EC011352,Sevilla de Oro,EC0113,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11450,11450,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:114,1603:45:16:218:3:11450,Guachapala,EC011450,Guachapala,EC0114,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11550,11550,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:115,1603:45:16:218:3:11550,Camilo Ponce Enriquez,EC011550,Camilo Ponce Enriquez,EC0115,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:11551,11551,1603:45:16:218:0,1603:45:16:218:1:1,1603:45:16:218:2:115,1603:45:16:218:3:11551,El Carmen de Pijili,EC011551,Camilo Ponce Enriquez,EC0115,Azuay,EC01,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20150,20150,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20150,Guaranda,EC020150,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20151,20151,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20151,Facundo Vela,EC020151,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20153,20153,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20153,Julio E. Moreno (Catanahuan Grande),EC020153,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20155,20155,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20155,Salinas,EC020155,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20156,20156,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20156,San Lorenzo,EC020156,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20157,20157,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20157,San Simon (Yacoto),EC020157,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20158,20158,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20158,Santa Fe (Santa Fe),EC020158,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20159,20159,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20159,Simiatug,EC020159,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20160,20160,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:201,1603:45:16:218:3:20160,San Luis de Pambil,EC020160,Guaranda,EC0201,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20250,20250,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:202,1603:45:16:218:3:20250,Chillanes,EC020250,Chillanes,EC0202,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20251,20251,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:202,1603:45:16:218:3:20251,San Jose del Tambo (Tambopamba),EC020251,Chillanes,EC0202,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20350,20350,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:203,1603:45:16:218:3:20350,San Jose de Chimbo,EC020350,Chimbo,EC0203,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20351,20351,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:203,1603:45:16:218:3:20351,Asuncion (Asancoto),EC020351,Chimbo,EC0203,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20353,20353,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:203,1603:45:16:218:3:20353,Magdalena (Chapacoto),EC020353,Chimbo,EC0203,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20354,20354,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:203,1603:45:16:218:3:20354,San Sebastian,EC020354,Chimbo,EC0203,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20355,20355,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:203,1603:45:16:218:3:20355,Telimbela,EC020355,Chimbo,EC0203,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20450,20450,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:204,1603:45:16:218:3:20450,Echeandia,EC020450,Echeandia,EC0204,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20550,20550,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20550,San Miguel,EC020550,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20551,20551,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20551,Balsapamba,EC020551,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20552,20552,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20552,Bilovan,EC020552,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20553,20553,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20553,Regulo de Mora,EC020553,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20554,20554,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20554,San Pablo (San Pablo de Atenas),EC020554,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20555,20555,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20555,Santiago,EC020555,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20556,20556,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:205,1603:45:16:218:3:20556,San Vicente,EC020556,San Miguel,EC0205,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:3:20650,20650,1603:45:16:218:0,1603:45:16:218:1:2,1603:45:16:218:2:206,1603:45:16:218:3:20650,Caluma,EC020650,Caluma,EC0206,Bolivar,EC02,Ecuador (el),EC,2018-12-17,2019-07-31,
