qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:214:2:403,403,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:403,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:501,501,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:501,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:502,502,1603:45:16:214:0,1603:45:16:214:1:5,1603:45:16:214:2:502,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:601,601,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:601,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:602,602,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:602,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:603,603,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:603,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:604,604,1603:45:16:214:0,1603:45:16:214:1:6,1603:45:16:214:2:604,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:701,701,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:701,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:702,702,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:702,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:703,703,1603:45:16:214:0,1603:45:16:214:1:7,1603:45:16:214:2:703,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:801,801,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:801,Distrito Nacional,DO0801,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:802,802,1603:45:16:214:0,1603:45:16:214:1:8,1603:45:16:214:2:802,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:901,901,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:901,Provincia Azua,DO0901,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:902,902,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:902,Provincia Peravia,DO0902,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:903,903,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:903,Provincia San Cristóbal,DO0903,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:904,904,1603:45:16:214:0,1603:45:16:214:1:9,1603:45:16:214:2:904,Provincia San José de Ocoa,DO0904,Región Valdesia,DO09,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:1001,1001,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1001,Provincia El Seibo,DO1001,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:1002,1002,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:2:1003,1003,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
