qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:324:3:400306,400306,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400306,Douako,GN00400306,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400307,400307,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400307,Doura,GN00400307,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400308,400308,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400308,Kiniero,GN00400308,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400309,400309,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400309,Komola Khoura,GN00400309,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400310,400310,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400310,Koumana,GN00400310,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400311,400311,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400311,Kouroussa Ctre,GN00400311,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400312,400312,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4003,1603:45:16:324:3:400312,Sanguiana,GN00400312,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400401,400401,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400401,Balandougouba,GN00400401,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400402,400402,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400402,Dialokoro,GN00400402,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400403,400403,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400403,Faralako,GN00400403,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400404,400404,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400404,Kantoumanina,GN00400404,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400405,400405,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400405,Kinieran,GN00400405,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400406,400406,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400406,Koundian,GN00400406,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400407,400407,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400407,Koundianakoro,GN00400407,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400408,400408,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400408,Mandiana Ctre,GN00400408,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400409,400409,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400409,Morodou,GN00400409,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400410,400410,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400410,Niantanina,GN00400410,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400411,400411,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400411,Saladou,GN00400411,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400412,400412,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4004,1603:45:16:324:3:400412,Sansando,GN00400412,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400501,400501,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400501,Bankon,GN00400501,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400502,400502,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400502,Doko,GN00400502,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400503,400503,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400503,Franwalia,GN00400503,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400504,400504,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400504,Kiniebakoura,GN00400504,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400505,400505,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400505,Kintinian,GN00400505,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400506,400506,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400506,Malea,GN00400506,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400507,400507,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400507,Naboun,GN00400507,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400508,400508,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400508,Niagassola,GN00400508,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400509,400509,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400509,Niandankoro,GN00400509,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400510,400510,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400510,Norassoba,GN00400510,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400511,400511,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400511,Siguiri Ctre,GN00400511,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:400512,400512,1603:45:16:324:0,1603:45:16:324:1:4,1603:45:16:324:2:4005,1603:45:16:324:3:400512,Siguirini,GN00400512,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500101,500101,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5001,1603:45:16:324:3:500101,Coyah Ctre,GN00500101,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500102,500102,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5001,1603:45:16:324:3:500102,Kouria,GN00500102,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500103,500103,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5001,1603:45:16:324:3:500103,Maneah,GN00500103,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500104,500104,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5001,1603:45:16:324:3:500104,Wonkifong,GN00500104,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500201,500201,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500201,Badi,GN00500201,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500202,500202,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500202,Dubreka Ctre,GN00500202,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500203,500203,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500203,Falessade,GN00500203,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500204,500204,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500204,Khorira,GN00500204,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500205,500205,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500205,Ouassou,GN00500205,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500207,500207,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500207,Tondon,GN00500207,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500208,500208,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5002,1603:45:16:324:3:500208,Tanene,GN00500208,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500301,500301,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500301,Allassoyah,GN00500301,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500302,500302,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500302,Benty,GN00500302,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500303,500303,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500303,Farmoriah,GN00500303,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500304,500304,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500304,Forecariah Ctre,GN00500304,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500305,500305,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500305,Kaback,GN00500305,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500306,500306,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500306,Kakossa,GN00500306,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500307,500307,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500307,Kaliah,GN00500307,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500308,500308,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500308,Maferinya,GN00500308,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500309,500309,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500309,Moussayah,GN00500309,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500310,500310,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5003,1603:45:16:324:3:500310,Sikhourou,GN00500310,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500401,500401,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500401,Bangouya,GN00500401,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500402,500402,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500402,Damakania,GN00500402,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500403,500403,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500403,Friguiagbe,GN00500403,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500404,500404,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500404,Kindia Ctre,GN00500404,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500405,500405,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500405,Kolente,GN00500405,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500406,500406,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500406,Madina Oula,GN00500406,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500407,500407,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500407,Mambia,GN00500407,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500408,500408,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500408,Molota,GN00500408,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500409,500409,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500409,Samaya,GN00500409,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500410,500410,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5004,1603:45:16:324:3:500410,Sougueta,GN00500410,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500501,500501,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500501,Bourouwal,GN00500501,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500502,500502,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500502,Daramagnaky,GN00500502,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500503,500503,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500503,Gougoudje,GN00500503,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500504,500504,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500504,Koba,GN00500504,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500505,500505,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500505,Kollet,GN00500505,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500506,500506,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500506,Konsotami,GN00500506,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500507,500507,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500507,Missira,GN00500507,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500508,500508,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500508,Santou,GN00500508,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500509,500509,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500509,Sarekali,GN00500509,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500510,500510,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500510,Sinta,GN00500510,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500511,500511,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500511,Sogolon,GN00500511,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500512,500512,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500512,Tarihoye,GN00500512,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500513,500513,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500513,Telemele Ctre,GN00500513,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:500514,500514,1603:45:16:324:0,1603:45:16:324:1:5,1603:45:16:324:2:5005,1603:45:16:324:3:500514,Thionthian,GN00500514,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600101,600101,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6001,1603:45:16:324:3:600101,Fafaya,GN00600101,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600102,600102,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6001,1603:45:16:324:3:600102,Gadha Woundou,GN00600102,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600103,600103,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6001,1603:45:16:324:3:600103,Koubia Ctre,GN00600103,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600104,600104,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6001,1603:45:16:324:3:600104,Matakaou,GN00600104,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600105,600105,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6001,1603:45:16:324:3:600105,Missira,GN00600105,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600106,600106,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6001,1603:45:16:324:3:600106,Pilimini,GN00600106,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600201,600201,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600201,Dalein,GN00600201,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600202,600202,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600202,Daralabe,GN00600202,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600203,600203,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600203,Diari,GN00600203,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600204,600204,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600204,Dionfo,GN00600204,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600205,600205,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600205,Garambe,GN00600205,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600206,600206,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600206,Hafia,GN00600206,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600207,600207,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600207,Kaalan,GN00600207,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600208,600208,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600208,Kouramangui,GN00600208,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600209,600209,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600209,Labe Ctre,GN00600209,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600210,600210,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600210,Noussy,GN00600210,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600211,600211,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600211,Popodara,GN00600211,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600212,600212,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600212,Sannou,GN00600212,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600213,600213,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6002,1603:45:16:324:3:600213,Tountourou,GN00600213,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600301,600301,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600301,Balaya,GN00600301,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600302,600302,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600302,Diontou,GN00600302,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600303,600303,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600303,Herico,GN00600303,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600304,600304,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600304,Korbe,GN00600304,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600305,600305,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600305,Lafou,GN00600305,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600306,600306,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600306,Lelouma Ctre,GN00600306,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600307,600307,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600307,Linsan Saran,GN00600307,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600308,600308,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600308,Manda,GN00600308,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600309,600309,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600309,Parawol,GN00600309,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600310,600310,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600310,Sagale,GN00600310,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600311,600311,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6003,1603:45:16:324:3:600311,Tianguel Bori,GN00600311,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600401,600401,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600401,Balaki,GN00600401,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600402,600402,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600402,Donghol Sigon,GN00600402,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
1603:45:16:324:3:600403,600403,1603:45:16:324:0,1603:45:16:324:1:6,1603:45:16:324:2:6004,1603:45:16:324:3:600403,Dougountouny,GN00600403,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
