#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Sambú,PA0602,Sambu,,,Emberá,PA06,Panamá,PA,2020-06-15,2021-10-27,
Chitré,PA0701,Chitre,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Las Minas,PA0702,,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Los Pozos,PA0703,,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Ocú,PA0704,Ocu,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Parita,PA0705,,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Pesé,PA0706,Pese,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Santa María,PA0707,Santa Maria,,,Herrera,PA07,Panamá,PA,2020-06-15,2021-10-27,
Kuna Yala,PA0801,,,,Kuna Yala,PA08,Panamá,PA,2020-06-15,2021-10-27,
Guararé,PA0901,Guarare,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Las Tablas,PA0902,,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Los Santos,PA0903,,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Macaracas,PA0904,,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Pedasí,PA0905,Pedasi,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Pocrí,PA0906,Pocri,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Tonosí,PA0907,Tonosi,,,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
Besiko,PA1001,,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Mironó,PA1002,Mirono,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Müna,PA1003,Muna,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Nole Duima,PA1004,,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Ñürüm,PA1005,Nurum,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Kankintú,PA1006,Kankintu,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Kusapín,PA1007,Kusapin,,,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
Arraiján,PA1101,Arraijan,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Capira,PA1102,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Chame,PA1103,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
La Chorrera,PA1104,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
San Carlos,PA1105,,,,Panamá Oeste,PA11,Panamá,PA,2020-06-15,2021-10-27,
Balboa,PA1201,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
Chepo,PA1202,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
Chimán,PA1203,Chiman,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
Panamá,PA1204,Panama,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
San Miguelito,PA1205,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
Taboga,PA1206,,,,Panamá,PA12,Panamá,PA,2020-06-15,2021-10-27,
Atalaya,PA1301,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Calobre,PA1302,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Cañazas,PA1303,Canazas,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
La Mesa,PA1304,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Las Palmas,PA1305,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Mariato,PA1306,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Montijo,PA1307,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Río de Jesús,PA1308,Rio de Jesus,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
San Francisco,PA1309,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Santa Fe,PA1310,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Santiago,PA1311,,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
Soná,PA1312,Sona,,,Veraguas,PA13,Panamá,PA,2020-06-15,2021-10-27,
