#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Tierra del Fuego,CL123,,,,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
Ultima Esperanza,CL124,,,,Región de Magallanes y Antártica Chilena,CL12,Chile,CL,2021-08-03,2021-11-13,
Santiago,CL131,,,,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Cordillera,CL132,,,,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Chacabuco,CL133,,,,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Maipo,CL134,,,,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Melipilla,CL135,,,,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Talagante,CL136,,,,Región Metropolitana de Santiago,CL13,Chile,CL,2021-08-03,2021-11-13,
Valdivia,CL141,,,,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Ranco,CL142,,,,Región de Los Ríos,CL14,Chile,CL,2021-08-03,2021-11-13,
Arica,CL151,,,,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
Parinacota,CL152,,,,Región de Arica y Parinacota,CL15,Chile,CL,2021-08-03,2021-11-13,
Diguillín,CL161,Diguillin,,,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Itata,CL162,,,,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
Punilla,CL163,,,,Región de Ñuble,CL16,Chile,CL,2021-08-03,2021-11-13,
