#adm3+name+i_es,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_es,#adm3+name+alt2+i_es,#adm2+name+i_es,#adm2+code+v_pcode,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Maria Parado de Bellido,PE050204,,,,Cangallo,PE0502,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Paras,PE050205,,,,Cangallo,PE0502,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Totos,PE050206,,,,Cangallo,PE0502,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sancos,PE050301,,,,Huanca Sancos,PE0503,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Carapo,PE050302,,,,Huanca Sancos,PE0503,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sacsamarca,PE050303,,,,Huanca Sancos,PE0503,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santiago de Lucanamarca,PE050304,,,,Huanca Sancos,PE0503,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huanta,PE050401,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Ayahuanco,PE050402,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huamanguilla,PE050403,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Iguain,PE050404,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Luricocha,PE050405,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santillana,PE050406,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sivia,PE050407,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Llochegua,PE050408,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Canayre,PE050409,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Uchuraccay,PE050410,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Pucacolpa,PE050411,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chaca,PE050412,,,,Huanta,PE0504,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Miguel,PE050501,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Anco,PE050502,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Ayna,PE050503,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chilcas,PE050504,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chungui,PE050505,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Luis Carranza,PE050506,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santa Rosa,PE050507,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Tambo,PE050508,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Samugari,PE050509,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Anchihuay,PE050510,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Oronccoy,PE050511,,,,La Mar,PE0505,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Puquio,PE050601,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Aucara,PE050602,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Cabana,PE050603,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Carmen Salcedo,PE050604,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chaviña,PE050605,Chavina,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chipao,PE050606,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huac-Huas,PE050607,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Laramate,PE050608,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Leoncio Prado,PE050609,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Llauta,PE050610,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Lucanas,PE050611,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Ocaña,PE050612,Ocana,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Otoca,PE050613,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Saisa,PE050614,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Cristobal,PE050615,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Juan,PE050616,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Pedro,PE050617,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Pedro de Palco,PE050618,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sancos,PE050619,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santa Ana de Huaycahuacho,PE050620,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santa Lucia,PE050621,,,,Lucanas,PE0506,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Coracora,PE050701,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chumpi,PE050702,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Coronel Castañeda,PE050703,Coronel Castaneda,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Pacapausa,PE050704,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Pullo,PE050705,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Puyusca,PE050706,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Francisco de Ravacayco,PE050707,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Upahuacho,PE050708,,,,Parinacochas,PE0507,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Pausa,PE050801,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Colta,PE050802,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Corculla,PE050803,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Lampa,PE050804,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Marcabamba,PE050805,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Oyolo,PE050806,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Pararca,PE050807,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Javier de Alpabamba,PE050808,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Jose de Ushua,PE050809,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sara Sara,PE050810,,,,Paucar del Sara Sara,PE0508,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Querobamba,PE050901,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Belen,PE050902,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chalcos,PE050903,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Chilcayoc,PE050904,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huacaña,PE050905,Huacana,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Morcolla,PE050906,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Paico,PE050907,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Pedro de Larcay,PE050908,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
San Salvador de Quije,PE050909,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Santiago de Paucaray,PE050910,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Soras,PE050911,,,,Sucre,PE0509,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huancapi,PE051001,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Alcamenca,PE051002,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Apongo,PE051003,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Asquipata,PE051004,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Canaria,PE051005,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Cayara,PE051006,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Colca,PE051007,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huamanquiquia,PE051008,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huancaraylla,PE051009,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huaya,PE051010,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Sarhua,PE051011,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Vilcanchos,PE051012,,,,Victor Fajardo,PE0510,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Vilcas Huaman,PE051101,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Accomarca,PE051102,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Carhuanca,PE051103,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Concepcion,PE051104,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Huambalpa,PE051105,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Independencia,PE051106,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Saurama,PE051107,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Vischongo,PE051108,,,,Vilcas Huaman,PE0511,Ayacucho,PE05,Perú (el),PE,2015-07-24,2020-07-17,
Cajamarca,PE060101,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Asuncion,PE060102,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chetilla,PE060103,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cospan,PE060104,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Encañada,PE060105,Encanada,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jesus,PE060106,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Llacanora,PE060107,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Los Baños del Inca,PE060108,Los Banos del Inca,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Magdalena,PE060109,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Matara,PE060110,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Namora,PE060111,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Juan,PE060112,,,,Cajamarca,PE0601,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cajabamba,PE060201,,,,Cajabamba,PE0602,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cachachi,PE060202,,,,Cajabamba,PE0602,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Condebamba,PE060203,,,,Cajabamba,PE0602,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Sitacocha,PE060204,,,,Cajabamba,PE0602,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Celendin,PE060301,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chumuch,PE060302,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cortegana,PE060303,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Huasmin,PE060304,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jorge Chavez,PE060305,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jose Galvez,PE060306,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Miguel Iglesias,PE060307,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Oxamarca,PE060308,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Sorochuco,PE060309,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Sucre,PE060310,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Utco,PE060311,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
La Libertad de Pallan,PE060312,,,,Celendin,PE0603,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chota,PE060401,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Anguia,PE060402,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chadin,PE060403,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chiguirip,PE060404,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chimban,PE060405,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Choropampa,PE060406,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cochabamba,PE060407,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Conchan,PE060408,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Huambos,PE060409,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Lajas,PE060410,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Llama,PE060411,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Miracosta,PE060412,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Paccha,PE060413,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Pion,PE060414,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Querocoto,PE060415,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Licupis,PE060416,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Tacabamba,PE060417,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Tocmoche,PE060418,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chalamarca,PE060419,,,,Chota,PE0604,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Contumaza,PE060501,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chilete,PE060502,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cupisnique,PE060503,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Guzmango,PE060504,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Benito,PE060505,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santa Cruz de Toled,PE060506,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Tantarica,PE060507,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Yonan,PE060508,,,,Contumaza,PE0605,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cutervo,PE060601,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Callayuc,PE060602,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Choros,PE060603,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Cujillo,PE060604,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
La Ramada,PE060605,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Pimpingos,PE060606,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Querocotillo,PE060607,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Andres de Cutervo,PE060608,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Cutervo,PE060609,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Luis de Lucma,PE060610,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santa Cruz,PE060611,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santo Domingo de la Capilla,PE060612,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santo Tomas,PE060613,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Socota,PE060614,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Toribio Casanova,PE060615,,,,Cutervo,PE0606,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Bambamarca,PE060701,,,,Hualgayoc,PE0607,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chugur,PE060702,,,,Hualgayoc,PE0607,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Hualgayoc,PE060703,,,,Hualgayoc,PE0607,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jaen,PE060801,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Bellavista,PE060802,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chontali,PE060803,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Colasay,PE060804,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Huabal,PE060805,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Las Pirias,PE060806,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Pomahuaca,PE060807,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Pucara,PE060808,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Sallique,PE060809,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Felipe,PE060810,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Jose del Alto,PE060811,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santa Rosa,PE060812,,,,Jaen,PE0608,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Ignacio,PE060901,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chirinos,PE060902,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Huarango,PE060903,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
La Coipa,PE060904,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Namballe,PE060905,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Jose de Lourdes,PE060906,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Tabaconas,PE060907,,,,San Ignacio,PE0609,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Pedro Galvez,PE061001,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chancay,PE061002,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Eduardo Villanueva,PE061003,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Gregorio Pita,PE061004,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Ichocan,PE061005,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jose Manuel Quiroz,PE061006,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Jose Sabogal,PE061007,,,,San Marcos,PE0610,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Miguel,PE061101,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Bolivar,PE061102,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Calquis,PE061103,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Catilluc,PE061104,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
El Prado,PE061105,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
La Florida,PE061106,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Llapa,PE061107,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Nanchoc,PE061108,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Niepos,PE061109,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Gregorio,PE061110,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Silvestre de Cochan,PE061111,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Tongod,PE061112,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Union Agua Blanca,PE061113,,,,San Miguel,PE0611,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Pablo,PE061201,,,,San Pablo,PE0612,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Bernardino,PE061202,,,,San Pablo,PE0612,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
San Luis,PE061203,,,,San Pablo,PE0612,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Tumbaden,PE061204,,,,San Pablo,PE0612,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Santa Cruz,PE061301,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Andabamba,PE061302,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Catache,PE061303,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Chancaybaños,PE061304,Chancaybanos,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
La Esperanza,PE061305,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Ninabamba,PE061306,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Pulan,PE061307,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Saucepampa,PE061308,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Sexi,PE061309,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
Uticyacu,PE061310,,,,Santa Cruz,PE0613,Cajamarca,PE06,Perú (el),PE,2015-07-24,2020-07-17,
