#adm3+name+i_es,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_es,#adm3+name+alt2+i_es,#adm2+name+i_es,#adm2+code+v_pcode,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Montevideo,PE010115,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Olleros,PE010116,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Quinjalca,PE010117,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Francisco de Daguas,PE010118,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Isidro de Maino,PE010119,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Soloco,PE010120,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Sonche,PE010121,,,,Chachapoyas,PE0101,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Bagua,PE010201,,,,Bagua,PE0102,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Aramango,PE010202,,,,Bagua,PE0102,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Copallin,PE010203,,,,Bagua,PE0102,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
El Parco,PE010204,,,,Bagua,PE0102,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Imaza,PE010205,,,,Bagua,PE0102,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
La Peca,PE010206,,,,Bagua,PE0102,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Jumbilla,PE010301,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Chisquilla,PE010302,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Churuja,PE010303,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Corosha,PE010304,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Cuispes,PE010305,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Florida,PE010306,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Jazan,PE010307,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Recta,PE010308,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Carlos,PE010309,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Shipasbamba,PE010310,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Valera,PE010311,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Yambrasbamba,PE010312,,,,Bongara,PE0103,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Nieva,PE010401,,,,Condorcanqui,PE0104,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
El Cenepa,PE010402,,,,Condorcanqui,PE0104,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Rio Santiago,PE010403,,,,Condorcanqui,PE0104,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Lamud,PE010501,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Camporredondo,PE010502,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Cocabamba,PE010503,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Colcamar,PE010504,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Conila,PE010505,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Inguilpata,PE010506,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Longuita,PE010507,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Lonya Chico,PE010508,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Luya,PE010509,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Luya Viejo,PE010510,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Maria,PE010511,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Ocalli,PE010512,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Ocumal,PE010513,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Pisuquia,PE010514,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Providencia,PE010515,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Cristobal,PE010516,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Francisco del Yeso,PE010517,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Jeronimo,PE010518,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Lopecancha,PE010519,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Santa Catalina,PE010520,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Santo Tomas,PE010521,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Tingo,PE010522,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Trita,PE010523,,,,Luya,PE0105,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
San Nicolas,PE010601,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Chirimoto,PE010602,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Cochamal,PE010603,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Huambo,PE010604,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Limabamba,PE010605,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Longar,PE010606,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Mariscal Benavides,PE010607,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Milpuc,PE010608,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Omia,PE010609,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Santa Rosa,PE010610,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Totora,PE010611,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Vista Alegre,PE010612,,,,Rodriguez de Mendoza,PE0106,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Bagua Grande,PE010701,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Cajaruro,PE010702,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Cumba,PE010703,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
El Milagro,PE010704,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Jamalca,PE010705,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Lonya Grande,PE010706,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Yamon,PE010707,,,,Utcubamba,PE0107,Amazonas,PE01,Perú (el),PE,2015-07-24,2020-07-17,
Huaraz,PE020101,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cochabamba,PE020102,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Colcabamba,PE020103,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huanchay,PE020104,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Independencia,PE020105,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Jangas,PE020106,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
La Libertad,PE020107,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Olleros,PE020108,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pampas Grande,PE020109,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pariacoto,PE020110,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pira,PE020111,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Tarica,PE020112,,,,Huaraz,PE0201,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Aija,PE020201,,,,Aija,PE0202,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Coris,PE020202,,,,Aija,PE0202,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huacllan,PE020203,,,,Aija,PE0202,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
La Merced,PE020204,,,,Aija,PE0202,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Succha,PE020205,,,,Aija,PE0202,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Llamellin,PE020301,,,,Antonio Raymondi,PE0203,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Aczo,PE020302,,,,Antonio Raymondi,PE0203,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chaccho,PE020303,,,,Antonio Raymondi,PE0203,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chingas,PE020304,,,,Antonio Raymondi,PE0203,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Mirgas,PE020305,,,,Antonio Raymondi,PE0203,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Juan de Rontoy,PE020306,,,,Antonio Raymondi,PE0203,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chacas,PE020401,,,,Asuncion,PE0204,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Acochaca,PE020402,,,,Asuncion,PE0204,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chiquian,PE020501,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Abelardo Pardo Lezameta,PE020502,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Antonio Raymondi,PE020503,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Aquia,PE020504,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cajacay,PE020505,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Canis,PE020506,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Colquioc,PE020507,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huallanca,PE020508,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huasta,PE020509,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huayllacayan,PE020510,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
La Primavera,PE020511,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Mangas,PE020512,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pacllon,PE020513,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Miguel de Corpanqui,PE020514,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ticllos,PE020515,,,,Bolognesi,PE0205,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Carhuaz,PE020601,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Acopampa,PE020602,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Amashca,PE020603,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Anta,PE020604,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ataquero,PE020605,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Marcara,PE020606,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pariahuanca,PE020607,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Miguel de Aco,PE020608,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Shilla,PE020609,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Tinco,PE020610,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yungar,PE020611,,,,Carhuaz,PE0206,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Luis,PE020701,,,,Carlos Fermin Fitzcarrald,PE0207,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Nicolas,PE020702,,,,Carlos Fermin Fitzcarrald,PE0207,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yauya,PE020703,,,,Carlos Fermin Fitzcarrald,PE0207,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Casma,PE020801,,,,Casma,PE0208,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Buena Vista Alta,PE020802,,,,Casma,PE0208,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Comandante Noel,PE020803,,,,Casma,PE0208,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yautan,PE020804,,,,Casma,PE0208,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Corongo,PE020901,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Aco,PE020902,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Bambas,PE020903,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cusca,PE020904,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
La Pampa,PE020905,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yanac,PE020906,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yupan,PE020907,,,,Corongo,PE0209,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huari,PE021001,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Anra,PE021002,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cajay,PE021003,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chavin de Huantar,PE021004,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huacachi,PE021005,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huacchis,PE021006,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huachis,PE021007,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huantar,PE021008,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Masin,PE021009,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Paucas,PE021010,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ponto,PE021011,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Rahuapampa,PE021012,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Rapayan,PE021013,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Marcos,PE021014,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Pedro de Chana,PE021015,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Uco,PE021016,,,,Huari,PE0210,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huarmey,PE021101,,,,Huarmey,PE0211,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cochapeti,PE021102,,,,Huarmey,PE0211,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Culebras,PE021103,,,,Huarmey,PE0211,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huayan,PE021104,,,,Huarmey,PE0211,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Malvas,PE021105,,,,Huarmey,PE0211,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Caraz,PE021201,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huallanca,PE021202,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huata,PE021203,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huaylas,PE021204,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Mato,PE021205,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pamparomas,PE021206,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pueblo Libre,PE021207,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Santa Cruz,PE021208,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Santo Toribio,PE021209,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Yuracmarca,PE021210,,,,Huaylas,PE0212,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Piscobamba,PE021301,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Casca,PE021302,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Eleazar Guzman Barron,PE021303,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Fidel Olivas Escudero,PE021304,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Llama,PE021305,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Llumpa,PE021306,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Lucma,PE021307,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Musga,PE021308,,,,Mariscal Luzuriaga,PE0213,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ocros,PE021401,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Acas,PE021402,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cajamarquilla,PE021403,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Carhuapampa,PE021404,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cochas,PE021405,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Congas,PE021406,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Llipa,PE021407,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Cristobal de Rajan,PE021408,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
San Pedro,PE021409,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Santiago de Chilcas,PE021410,,,,Ocros,PE0214,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cabana,PE021501,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Bolognesi,PE021502,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Conchucos,PE021503,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huacaschuque,PE021504,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huandoval,PE021505,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Lacabamba,PE021506,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Llapo,PE021507,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pallasca,PE021508,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pampas,PE021509,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Santa Rosa,PE021510,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Tauca,PE021511,,,,Pallasca,PE0215,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pomabamba,PE021601,,,,Pomabamba,PE0216,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huayllan,PE021602,,,,Pomabamba,PE0216,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Parobamba,PE021603,,,,Pomabamba,PE0216,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Quinuabamba,PE021604,,,,Pomabamba,PE0216,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Recuay,PE021701,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Catac,PE021702,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Cotaparaco,PE021703,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Huayllapampa,PE021704,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Llacllin,PE021705,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Marca,PE021706,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pampas Chico,PE021707,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Pararin,PE021708,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Tapacocha,PE021709,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Ticapampa,PE021710,,,,Recuay,PE0217,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Chimbote,PE021801,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Caceres del Peru,PE021802,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Coishco,PE021803,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Macate,PE021804,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Moro,PE021805,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Nepeña,PE021806,Nepena,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Samanco,PE021807,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
Santa,PE021808,,,,Santa,PE0218,Ancash,PE02,Perú (el),PE,2015-07-24,2020-07-17,
