#adm3+name+i_en,#adm3+name+i_my,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt1+i_my,#adm2+name+i_en,#adm2+name+i_my,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_my,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_my,#country+code+v_iso2,#date+start,#date+updated,#date+end
Bilin,ဘီးလင်း,MM011010,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Sittwe,စစ်တွေ,MM012001,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ponnagyun,ပုဏ္ဏားကျွန်း,MM012002,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mrauk-U,မြောက်ဦး,MM012003,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyauktaw,ကျောက်တော်,MM012004,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Minbya,မင်းပြား,MM012005,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Myebon,မြေပုံ,MM012006,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pauktaw,ပေါက်တော,MM012007,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Rathedaung,ရသေ့တောင်,MM012008,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Maungdaw,မောင်တော,MM012009,,,,Maungdaw,မောင်တောခရိုင်,MM012D002,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Buthidaung,ဘူးသီးတောင်,MM012010,,,,Maungdaw,မောင်တောခရိုင်,MM012D002,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyaukpyu,ကျောက်ဖြူ,MM012011,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Munaung,မာန်အောင်,MM012012,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ramree,ရမ်းဗြဲ,MM012013,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ann,အမ်း,MM012014,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thandwe,သံတွဲ,MM012015,,,,Thandwe,သံတွဲခရိုင်,MM012D004,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Toungup,တောင်ကုတ်,MM012016,,,,Thandwe,သံတွဲခရိုင်,MM012D004,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Gwa,ဂွ,MM012017,,,,Thandwe,သံတွဲခရိုင်,MM012D004,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Insein,အင်းစိန်,MM013001,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mingaladon,မင်္ဂလာဒုံ,MM013002,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hmawbi,မှော်ဘီ,MM013003,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hlegu,လှည်းကူး,MM013004,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Taikkyi,တိုက်ကြီး,MM013005,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Htantabin,ထန်းတပင်,MM013006,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Shwepyithar,ရွှေပြည်သာ,MM013007,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thingangyun,သင်္ဃန်းကျွန်း,MM013009,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Yankin,ရန်ကင်း,MM013010,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
South Okkalapa,တောင်ဥက္ကလာပ,MM013011,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
North Okkalapa,မြောက်ဥက္ကလာပ,MM013012,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thaketa,သာကေတ,MM013013,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dawbon,ဒေါပုံ,MM013014,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tamwe,တာမွေ,MM013015,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pazundaung,ပုဇွန်တောင်,MM013016,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Botahtaung,ဗိုလ်တထောင်,MM013017,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dagon Myothit (South),ဒဂုံမြို့သစ် (တောင်ပိုင်း),MM013018,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dagon Myothit (North),ဒဂုံမြို့သစ် (မြောက်ပိုင်း),MM013019,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dagon Myothit (East),ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),MM013020,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dagon Myothit (Seikkan),ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),MM013021,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,MM013022,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thanlyin,သန်လျင်,MM013023,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyauktan,ကျောက်တန်း,MM013024,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Thongwa,သုံးခွ,MM013025,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kayan,ခရမ်း,MM013026,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Twantay,တွံတေး,MM013027,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kawhmu,ကော့မှုး,MM013028,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kungyangon,ကွမ်းခြံကုန်း,MM013029,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dala,ဒလ,MM013030,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Seikgyikanaungto,ဆိပ်ကြီး/ခနောင်တို,MM013031,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Cocokyun,ကိုကိုးကျွန်း,MM013032,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyauktada,ကျောက်တံတား,MM013033,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pabedan,ပန်းဘဲတန်း,MM013034,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Lanmadaw,လမ်းမတော်,MM013035,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Latha,လသာ,MM013036,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ahlone,အလုံ,MM013037,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyeemyindaing,ကြည့်မြင်တိုင်,MM013038,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Sanchaung,စမ်းချောင်း,MM013039,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hlaing,လှိုင်,MM013040,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kamaryut,ကမာရွတ်,MM013041,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mayangone,မရမ်းကုန်း,MM013042,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Dagon,ဒဂုံ,MM013043,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Bahan,ဗဟန်း,MM013044,,,,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MM013D004,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hlaingtharya (East),လှိုင်သာယာ (အရှေ့ပိုင်း),MM013046,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hlaingtharya (West),လှိုင်သာယာ (အနောက်ပိုင်း),MM013047,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Taunggyi,တောင်ကြီး,MM014001,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nyaungshwe,ညောင်ရွှေ,MM014002,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hopong,ဟိုပုံး,MM014003,,,,Pa-O Self-Administered Zone,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hsihseng,ဆီဆိုင်,MM014004,,,,Pa-O Self-Administered Zone,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kalaw,ကလော,MM014005,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pindaya,ပင်းတယ,MM014006,,,,Danu Self-Administered Zone,ဓနု ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Ywangan,ရွာငံ,MM014007,,,,Danu Self-Administered Zone,ဓနု ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Lawksawk,ရပ်စောက်,MM014008,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pinlaung,ပင်လောင်း,MM014009,,,,Pa-O Self-Administered Zone,ပအိုဝ်း ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MM014S002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pekon,ဖယ်ခုံ,MM014010,,,,Taunggyi,တောင်ကြီးခရိုင်,MM014D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Loilen,လွိုင်လင်,MM014011,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Laihka,လဲချား,MM014012,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Nansang,နမ့်စန်,MM014013,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kunhing,ကွန်ဟိန်း,MM014014,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Kyethi,ကျေးသီး,MM014015,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongkaing,မိုင်းကိုင်,MM014016,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Monghsu,မိုင်းရှူး,MM014017,,,,Loilen,လွိုင်လင်ခရိုင်,MM014D002,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Langkho,လင်းခေး,MM014018,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongnai,မိုးနဲ,MM014019,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mawkmai,မောက်မယ်,MM014020,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongpan,မိုင်းပန်,MM014021,,,,Langkho,လင်းခေးခရိုင်,MM014D003,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Lashio,လားရှိုး,MM015001,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Hseni,သိန္နီ,MM015002,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Mongyai,မိုင်းရယ်,MM015003,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Tangyan,တန့်ယန်း,MM015004,,,,Lashio,လားရှိုးခရိုင်,MM015D001,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Pangsang,ပန်ဆန်း (ပန်ခမ်း),MM015005,,,,Matman,မက်မန်းခရိုင်,MM015D007,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
Narphan,နားဖန်း,MM015006,,,,Matman,မက်မန်းခရိုင်,MM015D007,Shan,ရှမ်းပြည်နယ်,MM222,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
