#adm2+name+i_en,#adm2+name+i_ar,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_ar,#adm2+name+alt2+i_ar,#adm1+name+i_en,#adm1+name+i_ar,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_ar,#country+code+v_iso2,#date+start,#date+updated,#date+end
Al-Zubair,الزبير,IQG02Q06,,,,,,Al-Basrah,البصرة,IQG02,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Shat Al-Arab,شط العرب,IQG02Q07,,,,,,Al-Basrah,البصرة,IQG02,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Khidhir,الخضر,IQG03Q01,,,,,,Al-Muthanna,المثنى,IQG03,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Rumaitha,الرميثة,IQG03Q02,,,,,,Al-Muthanna,المثنى,IQG03,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Salman,السلمان,IQG03Q03,,,,,,Al-Muthanna,المثنى,IQG03,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Samawa,السماوة,IQG03Q04,,,,,,Al-Muthanna,المثنى,IQG03,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Kufa,الكوفة,IQG04Q01,,,,,,Al-Najaf,النجف,IQG04,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Manathera, المناذرة,IQG04Q02,,,,,,Al-Najaf,النجف,IQG04,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Najaf,النجف,IQG04Q03,,,,,,Al-Najaf,النجف,IQG04,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Afaq,عفك,IQG05Q01,,,,,,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Diwaniya,الديوانية,IQG05Q02,,,,,,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hamza,الحمزة,IQG05Q03,,,,,,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Shamiya,الشامية,IQG05Q04,,,,,,Al-Qadissiya,القادسية,IQG05,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Sulaymaniyah,السليمانية,IQG06Q01,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Chamchamal,جمجمال,IQG06Q02,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Derbendikhan,دربندخان,IQG06Q03,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Dokan,دوكان,IQG06Q04,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Halabcha,حلبجة,IQG06Q05,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kalar,كلار,IQG06Q06,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Panjwin,بنجوين,IQG06Q07,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Pshdar,بشدر,IQG06Q08,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Rania,رانية,IQG06Q09,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Sharbazher,شهربازار,IQG06Q10,,,,,,Al-Sulaymaniyah,السليمانية,IQG06,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hashimiya,الهاشمية,IQG07Q01,,,,,,Babil,بابل,IQG07,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hilla,الحلة,IQG07Q02,,,,,,Babil,بابل,IQG07,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mahaweel,المحاويل,IQG07Q03,,,,,,Babil,بابل,IQG07,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mussyab,المسيب,IQG07Q04,,,,,,Babil,بابل,IQG07,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Adhamiya,الاعظمية,IQG08Q01,,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Kadhmiyah,الكاظمية,IQG08Q02,,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Karkh,الكرخ,IQG08Q03,,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mada'in,المدائن,IQG08Q04,Al-Madain,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mahmoudiya,المحمودية,IQG08Q05,,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Risafa,الرصافة,IQG08Q06,,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Thawra,الثورة,IQG08Q07,,,,,,Baghdad,بغداد,IQG08,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Amadiya,العمادية,IQG09Q01,,,,,,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Duhok,دهوك,IQG09Q02,,,,,,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Sumail,سميل,IQG09Q03,,,,,,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Zakho,زاخو,IQG09Q04,,,,,,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Khalis,الخالص,IQG10Q01,,,,,,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Muqdadiya,المقدادية,IQG10Q02,,,,,,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Baladruz,مندلي,IQG10Q03,,,,,,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Baquba,بعقوبة,IQG10Q04,,,,,,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Khanaqin,خانقين,IQG10Q05,,,,,,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kifri,كفري,IQG10Q06,,,,,,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Zibar,الزيبار,IQG11Q01,,,,,,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Erbil,اربيل,IQG11Q02,,,,,,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Koysinjaq,كويسنجق,IQG11Q03,,,,,,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Makhmour,مخمور,IQG11Q04,,,,,,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Rawanduz,راوندوز,IQG11Q05,,,,,,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Shaqlawa,شقلاوة,IQG11Q06,,,,,,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Ain Al-Tamur,عين التمر,IQG12Q01,,,,,,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hindiya,الهندية,IQG12Q02,,,,,,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kerbela,كربلاء,IQG12Q03,,,,,,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hawiga,الحويجة,IQG13Q01,,,,,,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Daquq,داقوق,IQG13Q02,,,,,,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Dibis,دبس,IQG13Q03,,,,,,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kirkuk,كركوك,IQG13Q04,,,,,,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Amara,العمارة,IQG14Q01,,,,,,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Ali Al-Gharbi,علي الغربي,IQG14Q02,,,,,,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Kahla,الكحلاء,IQG14Q03,,,,,,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Maimouna,الميمونة,IQG14Q04,,,,,,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mejar Al-Kabir,المجر الكبير,IQG14Q05,,,,,,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qalat Saleh,قلعة صالح,IQG14Q06,,,,,,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Aqra,عقرة,IQG15Q01,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Baaj,البعاج,IQG15Q02,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hamdaniya,الحمدانية,IQG15Q03,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hatra,الحضر,IQG15Q04,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mosul,الموصل,IQG15Q05,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Shikhan,الشيخان,IQG15Q06,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Sinjar,سنجار,IQG15Q07,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Telafar,تلعفر,IQG15Q08,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Tilkaef,تلكيف,IQG15Q09,,,,,,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Daur,الدور,IQG16Q01,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Shirqat,الشرقاط,IQG16Q02,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Beygee,بيجي,IQG16Q03,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Balad,بلد,IQG16Q04,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Samarra,سامراء,IQG16Q05,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Tikrit,تكريت,IQG16Q06,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Tooz Khurmato,طوز خورماتو,IQG16Q07,,,,,,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Chibayish,الجبايش,IQG17Q01,,,,,,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Rifai,الرفاعي,IQG17Q02,,,,,,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Shatra,الشطرة,IQG17Q03,,,,,,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Nasiriya,الناصرية,IQG17Q04,,,,,,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Suq Al-Shoyokh,سوق الشيوخ,IQG17Q05,,,,,,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hai,الحي,IQG18Q01,,,,,,Wassit,واسط,IQG18,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Kut,الكوت,IQG18Q02,,,,,,Wassit,واسط,IQG18,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Namaniya,النعمانية,IQG18Q03,,,,,,Wassit,واسط,IQG18,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Suwaira,الصويرة,IQG18Q04,,,,,,Wassit,واسط,IQG18,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Badra,بدرة,IQG18Q05,,,,,,Wassit,واسط,IQG18,Iraq,العراق,IQ,2019-05-30,2019-06-03,
