#adm3+name+i_en,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
TA Kasakula,MW20301,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chikho,MW20302,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Nthondo,MW20303,,STA Nthondo,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kalumo,MW20304,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Chilooko,MW20305,,STA Chilooko,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Ntchisi Boma,MW20320,,,,Ntchisi,MW203,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Dzoole,MW20401,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Chakhaza,MW20402,,STA Chakhaza,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Kayembe,MW20403,,TA Kayembe,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chiwere,MW20404,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Mkukula,MW20405,,STA Mkukula,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Msakambewa,MW20406,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Mponela,MW20407,,STA Mponela,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Dowa Boma,MW20420,,,,Dowa,MW204,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Maganga,MW20501,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Karonga,MW20502,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Pemba,MW20503,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Kambwiri,MW20504,,STA Kambwiri,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Ndindi,MW20505,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Kambalame,MW20506,,TA Kambalame,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Khombedza,MW20507,,,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Mwanza,MW20508,,STA Mwanza,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kuluunda,MW20509,,STA Kuluunda,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Msosa,MW20510,,STA Msosa,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Lake Malawi Natl. Park - Salima,MW20511,,Lake Malawi National Park-Salima,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Salima Town,MW20520,,Salima Township,,Salima,MW205,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chadza,MW20601,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kalolo,MW20602,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chiseka,MW20603,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Mazengera,MW20604,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Chitekwele,MW20605,,STA Chitekwele,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Khongoni,MW20606,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chimutu,MW20607,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chitukula,MW20608,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Mtema,MW20609,,STA  Mtema,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kalumbu,MW20610,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Tsabango,MW20611,,STA Tsabango,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kalumba,MW20612,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Njewa,MW20613,,STA Njewa,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Malili,MW20614,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kabudula,MW20615,,,,Lilongwe,MW206,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Mlonyeni,MW20701,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Mavwere,MW20702,,STA Mavwere,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Zulu,MW20703,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Mduwa,MW20704,,STA Mduwa,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Mkanda,MW20705,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Dambe,MW20706,,STA  Dambe,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Mchinji Boma,MW20720,,,,Mchinji,MW207,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Pemba,MW20801,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Chilikumwendo,MW20802,,STA Chilikumwendo,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kaphuka,MW20803,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Tambala,MW20804,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Chauma,MW20805,,S/C Chauma,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kasumbu,MW20806,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kachindamoto,MW20807,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Kamenya Gwaza,MW20808,,S/C Kamenya Gwaza,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Dedza Boma,MW20820,,,,Dedza,MW208,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Phambala,MW20901,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Mpando,MW20902,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Kwataine,MW20903,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Makwangwala,MW20904,,STA Makwangwala,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Champiti,MW20905,,STA Champiti,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Njolomole,MW20906,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Chakhumbira,MW20907,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
SC Goodson Ganya,MW20908,,STA Goodson Ganya,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Masasa,MW20909,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Ntcheu Boma,MW20920,,,,Ntcheu,MW209,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 1,MW21031,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 2,MW21032,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 3,MW21033,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 4,MW21034,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 5,MW21035,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 6,MW21036,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 7,MW21037,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 8,MW21038,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 9,MW21039,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 10,MW21040,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 11,MW21041,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 12,MW21042,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 13,MW21043,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 14,MW21044,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 15,MW21045,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 16,MW21046,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 17,MW21047,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 18,MW21048,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 19,MW21049,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 20,MW21050,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 21,MW21051,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 22,MW21052,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 23,MW21053,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 24,MW21054,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 25,MW21055,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 26,MW21056,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 27,MW21057,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 28,MW21058,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 29,MW21059,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 30,MW21060,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 31,MW21061,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 32,MW21062,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 33,MW21063,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 34,MW21064,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 35,MW21065,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 36,MW21066,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 37,MW21067,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 38,MW21068,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 39,MW21069,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 40,MW21070,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 41,MW21071,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 42,MW21072,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 43,MW21073,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 44,MW21074,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 45,MW21075,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 46,MW21076,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 47,MW21077,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 48,MW21078,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 49,MW21079,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 50,MW21080,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 51,MW21081,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 52,MW21082,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 53,MW21083,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 54,MW21084,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 55,MW21085,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 56,MW21086,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 57,MW21087,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
Area 58,MW21088,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
TA Mponda,MW30101,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
TA Chimwala,MW30102,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
TA Nankumba,MW30103,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
TA Jalasi,MW30104,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
SC Mbwana Nyambi,MW30105,,TA Mbwana Nyambi,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
SC Chowe,MW30106,,TA Chowe,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
TA Katuli,MW30107,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
TA Makanjila,MW30108,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
SC Namabvi,MW30109,,STA Namabvi,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
Lake Malawi Natl. Park - Mangochi,MW30111,,Lake Malawi National Park,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
Mangochi Town,MW30120,,Mangochi Township,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
