#adm3+name+i_fr,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm2+name+i_fr,#adm2+code+v_pcode,#adm1+name+i_fr,#adm1+code+v_pcode,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Djékanou,CI060202,Djekanou,,,Djekanou,CI0602,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tiébissou,CI060301,Tiebissou,,,Tiébissou,CI0603,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Lomokankro,CI060302,,,,Tiébissou,CI0603,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Molonou,CI060303,,,,Tiébissou,CI0603,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Yakpabo-Sakassou,CI060304,,,,Tiébissou,CI0603,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Toumodi,CI060401,,,,Toumodi,CI0604,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Angoda,CI060402,,,,Toumodi,CI0604,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kokoumbo,CI060403,,,,Toumodi,CI0604,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kpouèbo,CI060404,Kpouebo,,,Toumodi,CI0604,Belier,CI06,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dianra,CI070101,,,,Dianra,CI0701,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dianra-Village,CI070102,,,,Dianra,CI0701,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kounahiri,CI070201,,,,Kounahiri,CI0702,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kongasso,CI070202,,,,Kounahiri,CI0702,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Mankono,CI070301,,,,Mankono,CI0703,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bouandougou,CI070302,,,,Mankono,CI0703,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Marandallah,CI070303,,,,Mankono,CI0703,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sarhala,CI070304,,,,Mankono,CI0703,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tiéningboué,CI070305,Tieningboue,,,Mankono,CI0703,Bere,CI07,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bouko,CI080101,,,,Bouna,CI0801,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bouna,CI080102,,,,Bouna,CI0801,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Ondéfidouo,CI080103,Ondefidouo,,,Bouna,CI0801,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Parc National de Bona,CI080104,,,,Bouna,CI0801,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Youndouo,CI080105,,,,Bouna,CI0801,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Danoa,CI080201,,,,Doropo,CI0802,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Doropo,CI080202,,,,Doropo,CI0802,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kalamon,CI080203,,,,Doropo,CI0802,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Niamoué,CI080204,Niamoue,,,Doropo,CI0802,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Nassian,CI080301,,,,Nassian,CI0803,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bogofa,CI080302,,,,Nassian,CI0803,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kakpin,CI080303,,,,Nassian,CI0803,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Koutouba,CI080304,,,,Nassian,CI0803,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sominassé,CI080305,Sominasse,,,Nassian,CI0803,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Téhini,CI080401,Tehini,,,Téhini,CI0804,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Gogo,CI080402,,,,Téhini,CI0804,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tougbo,CI080403,,,,Téhini,CI0804,Bounkani,CI08,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bloléquin,CI090101,Blolequin,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Diboké,CI090102,Diboke,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Doké,CI090103,Doke,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tinhou,CI090104,,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Zéaglo,CI090105,Zeaglo,,,Bloléquin,CI0901,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Guiglo,CI090201,,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bédi-Gaozon,CI090202,Bedi-Gaozon,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kaadé,CI090203,Kaade,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Nizahon,CI090204,,,,Guiglo,CI0902,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Taï,CI090301,Tai,,,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Zagné,CI090302,Zagne,,,Taï,CI0903,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Toulepleu,CI090401,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bakoubly,CI090402,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Méo,CI090403,Meo,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Nézobly,CI090404,Nezobly,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Péhé,CI090405,Pehe,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tiobly,CI090406,,,,Toulepleu,CI0904,Cavally,CI09,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Goulia,CI100101,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kaniasso,CI100102,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Mahandiana-Sokourani,CI100103,,,,Kaniasso,CI1001,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Minignan,CI100201,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kimbirila-Nord,CI100202,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sokoro,CI100203,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tienko,CI100204,,,,Minignan,CI1002,Folon,CI10,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Ando-Kékrénou,CI110101,Ando-Kekrenou,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Béoumi,CI110102,Beoumi,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bodokro,CI110103,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kondrobo,CI110104,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Lolobo,CI110105,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Marabadiassa,CI110106,,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
N'Guéssankro,CI110107,NGuéssankro,,,Béoumi,CI1101,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Botro,CI110201,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Diabo,CI110202,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Krofoinsou,CI110203,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Languibonou,CI110204,,,,Botro,CI1102,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bouaké,CI110301,Bouake,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bounda,CI110302,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Brobo,CI110303,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Djébonoua,CI110304,Djebonoua,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Mamini,CI110305,,,,Bouaké,CI1103,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sakassou,CI110401,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Ayaou-Sran,CI110402,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dibri-Assirikro,CI110403,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Toumodi-Sakassou,CI110404,,,,Sakassou,CI1104,Gbeke,CI11,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dahiri,CI120101,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Fresco,CI120102,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Gbagbam,CI120103,,,,Fresco,CI1201,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sassandra,CI120201,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dakpadou,CI120202,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Grihiri,CI120203,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Lobakuya,CI120204,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Medon,CI120205,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sago,CI120206,,,,Sassandra,CI1202,Gbokle,CI12,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bayota,CI130101,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dahiépa-Kéhi,CI130102,Dahiepa-Kehi,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dignago,CI130103,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dougroupalégnoa,CI130104,Dougroupalegnoa,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Doukouyo,CI130105,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Gagnoa,CI130106,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Galébouo,CI130107,Galebouo,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Gnagbodougnoa,CI130108,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Guiberoua,CI130109,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Ouragahio,CI130110,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sérihio,CI130111,Serihio,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Yopohue,CI130112,,,,Gagnoa,CI1301,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Oumé,CI130201,Oume,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Diégonéfla,CI130202,Diegonefla,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Guépahouo,CI130203,Guepahouo,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tonla,CI130204,,,,Oumé,CI1302,Goh,CI13,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Appimadoum,CI140101,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bondo,CI140102,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bondoukou,CI140103,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Gouméré,CI140104,Goumere,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Laoudi-Ba,CI140105,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Pinda-Boroko,CI140106,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sapli-Sépingo,CI140107,Sapli-Sepingo,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sorobango,CI140108,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tabagne,CI140109,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tagadi,CI140110,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Taoudi,CI140111,,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Yézimala,CI140112,Yezimala,,,Bondoukou,CI1401,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Koun-Fao,CI140201,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Boahia,CI140202,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kokomian,CI140203,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kouassi-Datékro,CI140204,Kouassi-Datekro,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tankessé,CI140205,Tankesse,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tienkoikro,CI140206,,,,Koun Fao,CI1402,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Sandégué,CI140301,Sandegue,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bandakagni-Tomora,CI140302,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dimandougou,CI140303,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Yorobodi,CI140304,,,,Sandegue,CI1403,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tanda,CI140401,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Amanvi,CI140402,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Diamba,CI140403,,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Tchèdio,CI140404,Tchedio,,,Tanda,CI1404,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Transua,CI140501,,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Assuéfry,CI140502,Assuefry,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Kouassia-Niaguini,CI140503,,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Dabou,CI150101,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Lopou,CI150102,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Toupah,CI150103,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Ahouanou,CI150201,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Bacanda,CI150202,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Ebonou,CI150203,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Grand Lahou,CI150204,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Toukouzou,CI150205,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Jacqueville,CI150301,,,,Jacqueville,CI1503,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
Attoutou,CI150302,,,,Jacqueville,CI1503,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
