#adm3+name+i_en,#adm3+name+i_th,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_th,#adm3+name+alt2+i_th,#adm2+name+i_en,#adm2+name+i_th,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_th,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_th,#country+code+v_iso2,#date+start,#date+updated,#date+end
Chorakhe Phueak,จรเข้เผือก,TH711103,,,,,,Dan Makham Tia,ด่านมะขามเตี้ย,TH7111,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Phai,หนองไผ่,TH711104,,,,,,Dan Makham Tia,ด่านมะขามเตี้ย,TH7111,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Prue,หนองปรือ,TH711201,,,,,,Nong Prue,หนองปรือ,TH7112,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Pla Lai,หนองปลาไหล,TH711202,,,,,,Nong Prue,หนองปรือ,TH7112,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Somdet Charoen,สมเด็จเจริญ,TH711203,,,,,,Nong Prue,หนองปรือ,TH7112,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Krachao,ห้วยกระเจา,TH711301,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Phai,วังไผ่,TH711302,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Salaep,ดอนแสลบ,TH711303,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa Long Ruea,สระลงเรือ,TH711304,,,,,,Huai Krachao,ห้วยกระเจา,TH7113,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Phi Liang,ท่าพี่เลี้ยง,TH720101,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rua Yai,รั้วใหญ่,TH720102,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thap Ti Lek,ทับตีเหล็ก,TH720103,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Rahat,ท่าระหัด,TH720104,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phai Khwang,ไผ่ขวาง,TH720105,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Kho Thao,โคกโคเฒ่า,TH720106,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Tan,ดอนตาล,TH720107,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Masang,ดอนมะสังข์,TH720108,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phihan Daeng,พิหารแดง,TH720109,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Kamyan,ดอนกำยาน,TH720110,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Pho Thong,ดอนโพธิ์ทอง,TH720111,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Pho,บ้านโพธิ์,TH720112,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa Kaeo,สระแก้ว,TH720113,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Taling Chan,ตลิ่งชัน,TH720114,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Kung,บางกุ้ง,TH720115,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sala Khao,ศาลาขาว,TH720116,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Suan Taeng,สวนแตง,TH720117,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sanam Chai,สนามชัย,TH720118,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Phraya,โพธิ์พระยา,TH720119,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sanam Khli,สนามคลี,TH720120,,,,,,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khao Phra,เขาพระ,TH720201,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Doem Bang,เดิมบาง,TH720202,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nang Buat,นางบวช,TH720203,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khao Din,เขาดิน,TH720204,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Nam,ปากน้ำ,TH720205,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Khli,ทุ่งคลี,TH720206,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Chang,โคกช้าง,TH720207,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Khao,หัวเขา,TH720208,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Na,หัวนา,TH720209,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bo Kru,บ่อกรุ,TH720210,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Si Rat,วังศรีราช,TH720211,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Sakae,ป่าสะแก,TH720212,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Non,ยางนอน,TH720213,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Krathum,หนองกระทุ่ม,TH720214,,,,,,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Makha Mong,หนองมะค่าโมง,TH720301,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dan Chang,ด่านช้าง,TH720302,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Khamin,ห้วยขมิ้น,TH720303,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ong Phra,องค์พระ,TH720304,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Khan,วังคัน,TH720305,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nikhom Krasiao,นิคมกระเสียว,TH720306,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Yao,วังยาว,TH720307,,,,,,Dan Chang,ด่านช้าง,TH7203,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Khram,โคกคราม,TH720401,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Pla Ma,บางปลาม้า,TH720402,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Takha,ตะค่า,TH720403,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Yai,บางใหญ่,TH720404,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kritsana,กฤษณา,TH720405,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sali,สาลี,TH720406,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phai Kong Din,ไผ่กองดิน,TH720407,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ongkharak,องครักษ์,TH720408,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chorakhe Yai,จรเข้ใหญ่,TH720409,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Laem,บ้านแหลม,TH720410,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Makham Lom,มะขามล้ม,TH720411,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Nam Yen,วังน้ำเย็น,TH720412,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wat Bot,วัดโบสถ์,TH720413,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wat Dao,วัดดาว,TH720414,,,,,,Bang Pla Ma,บางปลาม้า,TH7204,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Prachan,ศรีประจันต์,TH720501,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Krang,บ้านกร่าง,TH720502,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mot Daeng,มดแดง,TH720503,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Ngam,บางงาม,TH720504,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Pru,ดอนปรู,TH720505,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Plai Na,ปลายนา,TH720506,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Wa,วังหว้า,TH720507,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Nam Sap,วังน้ำซับ,TH720508,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Yang,วังยาง,TH720509,,,,,,Si Prachan,ศรีประจันต์,TH7205,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Chedi,ดอนเจดีย์,TH720601,,,,,,Don Chedi,ดอนเจดีย์,TH7206,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Sarai,หนองสาหร่าย,TH720602,,,,,,Don Chedi,ดอนเจดีย์,TH7206,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rai Rot,ไร่รถ,TH720603,,,,,,Don Chedi,ดอนเจดีย์,TH7206,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa Krachom,สระกระโจม,TH720604,,,,,,Don Chedi,ดอนเจดีย์,TH7206,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thale Bok,ทะเลบก,TH720605,,,,,,Don Chedi,ดอนเจดีย์,TH7206,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Song Phi Nong,สองพี่น้อง,TH720701,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Len,บางเลน,TH720702,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Ta Then,บางตาเถร,TH720703,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Takhian,บางตะเคียน,TH720704,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kum,บ้านกุ่ม,TH720705,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Pho,หัวโพธิ์,TH720706,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phlap,บางพลับ,TH720707,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Noen Phraprang,เนินพระปรางค์,TH720708,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Chang,บ้านช้าง,TH720709,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ton Tan,ต้นตาล,TH720710,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Samran,ศรีสำราญ,TH720711,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Khok,ทุ่งคอก,TH720712,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bo,หนองบ่อ,TH720713,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bo Suphan,บ่อสุพรรณ,TH720714,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Manao,ดอนมะนาว,TH720715,,,,,,Song Phi Nong,สองพี่น้อง,TH7207,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yan Yao,ย่านยาว,TH720801,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Luek,วังลึก,TH720802,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Chuk,สามชุก,TH720803,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Phak Nak,หนองผักนาก,TH720804,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Sa,บ้านสระ,TH720805,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Sadao,หนองสะเดา,TH720806,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Krasiao,กระเสียว,TH720807,,,,,,Sam Chuk,สามชุก,TH7208,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
U Thong,อู่ทอง,TH720901,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa Yai Som,สระยายโสม,TH720902,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chorakhe Sam Phan,จรเข้สามพัน,TH720903,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Don,บ้านดอน,TH720904,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yung Thalai,ยุ้งทะลาย,TH720905,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Makluea,ดอนมะเกลือ,TH720906,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ong,หนองโอ่ง,TH720907,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Kha,ดอนคา,TH720908,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phlapphla Chai,พลับพลาไชย,TH720909,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Khong,บ้านโข้ง,TH720910,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chedi,เจดีย์,TH720911,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa Phang Lan,สระพังลาน,TH720912,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Krachan,กระจัน,TH720913,,,,,,U Thong,อู่ทอง,TH7209,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ya Sai,หนองหญ้าไซ,TH721001,,,,,,Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ratchawat,หนองราชวัตร,TH721002,,,,,,Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Pho,หนองโพธิ์,TH721003,,,,,,Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaeng Ngam,แจงงาม,TH721004,,,,,,Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kham,หนองขาม,TH721005,,,,,,Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thap Luang,ทัพหลวง,TH721006,,,,,,Nong Ya Sai,หนองหญ้าไซ,TH7210,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Pathom Chedi,พระปฐมเจดีย์,TH730101,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Khaem,บางแขม,TH730102,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Prathon,พระประโทน,TH730103,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thammasala,ธรรมศาลา,TH730104,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ta Kong,ตาก้อง,TH730105,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Map Khae,มาบแค,TH730106,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sanam Chan,สนามจันทร์,TH730107,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Yai Hom,ดอนยายหอม,TH730108,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thanon Khat,ถนนขาด,TH730109,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bo Phlap,บ่อพลับ,TH730110,,,,,,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
