#adm3+name+i_en,#adm3+name+i_th,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_th,#adm3+name+alt2+i_th,#adm2+name+i_en,#adm2+name+i_th,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_th,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_th,#country+code+v_iso2,#date+start,#date+updated,#date+end
Na Chan,นาจาน,TH400603,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Phoem,วังเพิ่ม,TH400604,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Yang,ซำยาง,TH400605,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Daeng,หนองแดง,TH400606,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dong Lan,ดงลาน,TH400607,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Boribun,บริบูรณ์,TH400608,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Mai,บ้านใหม่,TH400609,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Han,ภูห่าน,TH400610,,,,,,Si Chomphu,สีชมพู,TH4006,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Phong,น้ำพอง,TH400701,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Chai,วังชัย,TH400702,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kung,หนองกุง,TH400703,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bua Yai,บัวใหญ่,TH400704,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa-At,สะอาด,TH400705,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Muang Wan,ม่วงหวาน,TH400706,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kham,บ้านขาม,TH400707,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bua Ngoen,บัวเงิน,TH400708,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Mun,ทรายมูล,TH400709,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Krasoem,ท่ากระเสริม,TH400710,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phang Thui,พังทุย,TH400711,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Nam Sai,กุดน้ำใส,TH400712,,,,,,Nam Phong,น้ำพอง,TH4007,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Sung,โคกสูง,TH400801,,,,,,Ubolratana,อุบลรัตน์,TH4008,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Dong,บ้านดง,TH400802,,,,,,Ubolratana,อุบลรัตน์,TH4008,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khuean Ubolratana,เขื่อนอุบลรัตน์,TH400803,,,,,,Ubolratana,อุบลรัตน์,TH4008,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Kham,นาคำ,TH400804,,,,,,Ubolratana,อุบลรัตน์,TH4008,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Suk Samran,ศรีสุขสำราญ,TH400805,,,,,,Ubolratana,อุบลรัตน์,TH4008,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Pong,ทุ่งโป่ง,TH400806,,,,,,Ubolratana,อุบลรัตน์,TH4008,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ko,หนองโก,TH400901,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kung Yai,หนองกุงใหญ่,TH400902,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Chot,ห้วยโจด,TH400905,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Yang,ห้วยยาง,TH400906,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Fang,บ้านฝาง,TH400907,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dun Sat,ดูนสาด,TH400909,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong No,หนองโน,TH400910,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Om,น้ำอ้อม,TH400911,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Na Kham,หัวนาคำ,TH400912,,,,,,Kranuan,กระนวน,TH4009,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phai,บ้านไผ่,TH401001,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nai Mueang,ในเมือง,TH401002,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Phia,เมืองเพีย,TH401005,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Lan,บ้านลาน,TH401009,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khaen Nuea,แคนเหนือ,TH401010,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Lek,ภูเหล็ก,TH401011,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Po,ป่าปอ,TH401013,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hin Tang,หินตั้ง,TH401014,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Nam Sai,หนองน้ำใส,TH401016,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Nong,หัวหนอง,TH401017,,,,,,Ban Phai,บ้านไผ่,TH4010,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pueai Noi,เปือยน้อย,TH401101,,,,,,Pueai Noi,เปือยน้อย,TH4011,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Muang,วังม่วง,TH401102,,,,,,Pueai Noi,เปือยน้อย,TH4011,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Pom,ขามป้อม,TH401103,,,,,,Pueai Noi,เปือยน้อย,TH4011,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sa Kaeo,สระแก้ว,TH401104,,,,,,Pueai Noi,เปือยน้อย,TH4011,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Phon,เมืองพล,TH401201,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chot Nong Kae,โจดหนองแก,TH401203,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kao Ngio,เก่างิ้ว,TH401204,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Makhuea,หนองมะเขือ,TH401205,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Waeng Sok Phra,หนองแวงโสกพระ,TH401206,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phek Yai,เพ็กใหญ่,TH401207,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Sa-Nga,โคกสง่า,TH401208,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Waeng Nang Bao,หนองแวงนางเบ้า,TH401209,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lom Khom,ลอมคอม,TH401210,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Kha,โนนข่า,TH401211,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sok Nok Ten,โสกนกเต็น,TH401212,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Thung,หัวทุ่ง,TH401213,,,,,,Phon,พล,TH4012,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khon Chim,คอนฉิม,TH401301,,,,,,Waeng Yai,แวงใหญ่,TH4013,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mai Na Phiang,ใหม่นาเพียง,TH401302,,,,,,Waeng Yai,แวงใหญ่,TH4013,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Thong,โนนทอง,TH401303,,,,,,Waeng Yai,แวงใหญ่,TH4013,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Waeng Yai,แวงใหญ่,TH401304,,,,,,Waeng Yai,แวงใหญ่,TH4013,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sa-At,โนนสะอาด,TH401305,,,,,,Waeng Yai,แวงใหญ่,TH4013,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Waeng Noi,แวงน้อย,TH401401,,,,,,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kan Lueang,ก้านเหลือง,TH401402,,,,,,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Nang Naeo,ท่านางแนว,TH401403,,,,,,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lahan Na,ละหานนา,TH401404,,,,,,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Wat,ท่าวัด,TH401405,,,,,,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thang Khwang,ทางขวาง,TH401406,,,,,,Waeng Noi,แวงน้อย,TH4014,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Song Hong,หนองสองห้อง,TH401501,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khuem Chat,คึมชาด,TH401502,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non That,โนนธาตุ,TH401503,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Takua Pa,ตะกั่วป่า,TH401504,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong,สำโรง,TH401505,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Mek,หนองเม็ก,TH401506,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Du,ดอนดู่,TH401507,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dong Kheng,ดงเค็ง,TH401508,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Han Chot,หันโจด,TH401509,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Dang,ดอนดั่ง,TH401510,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Hin,วังหิน,TH401511,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Phai Lom,หนองไผ่ล้อม,TH401512,,,,,,Nong Song Hong,หนองสองห้อง,TH4015,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Ruea,บ้านเรือ,TH401601,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wa Thong,หว้าทอง,TH401604,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Khon Kaen,กุดขอนแก่น,TH401605,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Chum Saeng,นาชุมแสง,TH401606,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Wa,นาหว้า,TH401607,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kung Thanasan,หนองกุงธนสาร,TH401610,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Kung Soen,หนองกุงเซิน,TH401612,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Song Pueai,สงเปือย,TH401613,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Chomphu,ทุ่งชมพู,TH401614,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Din Dam,ดินดำ,TH401616,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Wiang,ภูเวียง,TH401617,,,,,,Phu Wiang,ภูเวียง,TH4016,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Khao,กุดเค้า,TH401701,,,,,,Mancha Khiri,มัญจาคีรี,TH4017,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Suan Mon,สวนหม่อน,TH401702,,,,,,Mancha Khiri,มัญจาคีรี,TH4017,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Paen,หนองแปน,TH401703,,,,,,Mancha Khiri,มัญจาคีรี,TH4017,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phon Phek,โพนเพ็ก,TH401704,,,,,,Mancha Khiri,มัญจาคีรี,TH4017,Khon Kaen,ขอนแก่น,TH40,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
