#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Languiñeo,AR026056,Languineo,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Martires,AR026063,Martires,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Paso de los Indios,AR026070,Paso de los Indios,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Rawson,AR026077,Rawson,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Río Senguer,AR026084,Rio Senguer,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Sarmiento,AR026091,Sarmiento,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Tehuelches,AR026098,Tehuelches,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Telsen,AR026105,Telsen,,,Chubut,AR026,Argentina,AR,2020-05-04,2020-05-04,
Colón,AR030008,Colon,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Concordia,AR030015,Concordia,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Diamante,AR030021,Diamante,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Federación,AR030028,Federacion,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Federal,AR030035,Federal,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Feliciano,AR030042,Feliciano,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Gualeguay,AR030049,Gualeguay,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Gualeguaychú,AR030056,Gualeguaychu,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Islas del Ibicuy,AR030063,Islas del Ibicuy,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
La Paz,AR030070,La Paz,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Nogoya,AR030077,Nogoya,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Paraná,AR030084,Parana,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
San Salvador,AR030088,San Salvador,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Tala,AR030091,Tala,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Uruguay,AR030098,Uruguay,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Victoria,AR030105,Victoria,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Villaguay,AR030113,Villaguay,,,Entre Ríos,AR030,Argentina,AR,2020-05-04,2020-05-04,
Bermejo,AR034007,Bermejo,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Formosa,AR034014,Formosa,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Laishi,AR034021,Laishi,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Matacos,AR034028,Matacos,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Patiño,AR034035,Patino,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Pilagás,AR034042,Pilagas,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Pilcomayo,AR034049,Pilcomayo,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Pirane,AR034056,Pirane,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Ramón Lista,AR034063,Ramon Lista,,,Formosa,AR034,Argentina,AR,2020-05-04,2020-05-04,
Cochinoca,AR038007,Cochinoca,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
El Carmen,AR038014,El Carmen,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Dr. Manuel Belgrano,AR038021,Dr. Manuel Belgrano,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Humahuaca,AR038028,Humahuaca,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Ledesma,AR038035,Ledesma,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Palpalá,AR038042,Palpala,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Rinconada,AR038049,Rinconada,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
San Antonio,AR038056,San Antonio,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
San Pedro,AR038063,San Pedro,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Santa Bárbara,AR038070,Santa Barbara,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Santa Catalina,AR038077,Santa Catalina,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Susques,AR038084,Susques,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Tilcara,AR038094,Tilcara,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Tumbaya,AR038098,Tumbaya,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Valle Grande,AR038105,Valle Grande,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Yaví,AR038112,Yavi,,,Jujuy,AR038,Argentina,AR,2020-05-04,2020-05-04,
Atreuco,AR042007,Atreuco,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Caleu Caleu,AR042014,Caleu Caleu,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR042021,Capital,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Catriló,AR042028,Catrilo,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Conhelo,AR042035,Conhelo,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Curacó,AR042042,Curaco,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Chalileo,AR042049,Chalileo,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Chapaleufú,AR042056,Chapaleufu,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Chical Có,AR042063,Chical Co,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Guatraché,AR042070,Guatrache,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Hucal,AR042077,Hucal,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Lihuel Calel,AR042084,Lihuel Calel,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Limay Mahuida,AR042091,Limay Mahuida,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Loventué,AR042098,Loventue,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Maracó,AR042105,Maraco,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Puelén,AR042112,Puelen,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Quemú Quemú,AR042119,Quemu Quemu,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Rancul,AR042126,Rancul,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Realicó,AR042133,Realico,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Toay,AR042140,Toay,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Trenel,AR042147,Trenel,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Utracán,AR042154,Utracan,,,La Pampa,AR042,Argentina,AR,2020-05-04,2020-05-04,
Arauco,AR046007,Arauco,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR046014,Capital,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Castro Barros,AR046021,Castro Barros,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Coronel Felipe Varela,AR046028,Coronel Felipe Varela,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Chamical,AR046035,Chamical,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Chilecito,AR046042,Chilecito,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Famatina,AR046049,Famatina,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
General Angel V. Peñaloza,AR046056,General Angel V. Penaloza,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
General Belgrano,AR046063,General Belgrano,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
General Juan F.Quiroga,AR046070,General Juan F.Quiroga,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
General Lamadrid,AR046077,General Lamadrid,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
General Ocampo,AR046084,General Ocampo,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
General San Martín,AR046091,General San Martin,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Vinchina,AR046098,Vinchina,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Independencia,AR046105,Independencia,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Rosario Vera Peñaloza,AR046112,Rosario Vera Penaloza,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
San Blas de los Sauces,AR046119,San Blas de los Sauces,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Sanagasta,AR046126,Sanagasta,,,La Rioja,AR046,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR050007,Capital,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
General Alvear,AR050014,General Alvear,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Godoy Cruz,AR050021,Godoy Cruz,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Guaymallén,AR050028,Guaymallen,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Junín,AR050035,Junin,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
La Paz,AR050042,La Paz,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Las Heras,AR050049,Las Heras,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Lavalle,AR050056,Lavalle,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Luján de Cuyo,AR050063,Lujan de Cuyo,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Maipú,AR050070,Maipu,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Malargüe,AR050077,Malargue,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Rivadavia,AR050084,Rivadavia,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
San Carlos,AR050091,San Carlos,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
San Martín,AR050098,San Martin,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
San Rafael,AR050105,San Rafael,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Santa Rosa,AR050112,Santa Rosa,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Tunuyán,AR050119,Tunuyan,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Tupungato,AR050126,Tupungato,,,Mendoza,AR050,Argentina,AR,2020-05-04,2020-05-04,
Apostoles,AR054007,Apostoles,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Cainguás,AR054014,Cainguas,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Candelaria,AR054021,Candelaria,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR054028,Capital,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Concepción,AR054035,Concepcion,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
El Dorado,AR054042,El Dorado,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
General Manuel Belgrano,AR054049,General Manuel Belgrano,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Guaraní,AR054056,Guarani,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Iguazú,AR054063,Iguazu,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Leandro N. Alem,AR054070,Leandro N. Alem,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Libertador General San Martín,AR054077,Libertador General San Martin,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Montecarlo,AR054084,Montecarlo,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Oberá,AR054091,Obera,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
San Ignacio,AR054098,San Ignacio,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
San Javier,AR054105,San Javier,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
San Pedro,AR054112,San Pedro,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
25 de Mayo,AR054119,25 de Mayo,,,Misiones,AR054,Argentina,AR,2020-05-04,2020-05-04,
Aluminé,AR058007,Alumine,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Anelo,AR058014,Anelo,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Catan Lil,AR058021,Catan Lil,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Collón Curá,AR058028,Collon Cura,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Confluencia,AR058035,Confluencia,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Chos Malal,AR058042,Chos Malal,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Huiliches,AR058049,Huiliches,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Lacar,AR058056,Lacar,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Loncopué,AR058063,Loncopue,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Los Lagos,AR058070,Los Lagos,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Minas,AR058077,Minas,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Ñorquín,AR058084,norquin,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Pehuenches,AR058091,Pehuenches,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Picún Leufú,AR058098,Picun Leufu,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Picunches,AR058105,Picunches,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Zapala,AR058112,Zapala,,,Neuquén,AR058,Argentina,AR,2020-05-04,2020-05-04,
Adolfo Alsina,AR062007,Adolfo Alsina,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Avellaneda,AR062014,Avellaneda,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Bariloche,AR062021,Bariloche,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Conesa,AR062028,Conesa,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
El Cuy,AR062035,El Cuy,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
General Roca,AR062042,General Roca,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
9 de Julio,AR062049,9 de Julio,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Ñorquinco,AR062056,norquinco,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Pichi Mahuída,AR062063,Pichi Mahuida,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Pilnaniyeu,AR062070,Pilnaniyeu,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
San Antonio,AR062077,San Antonio,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Valcheta,AR062084,Valcheta,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
25 de Mayo,AR062091,25 de Mayo,,,Río negro,AR062,Argentina,AR,2020-05-04,2020-05-04,
Anta,AR066007,Anta,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Cachi,AR066014,Cachi,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Cafayate,AR066021,Cafayate,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR066028,Capital,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Cerrillos,AR066035,Cerrillos,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Chicoana,AR066042,Chicoana,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
General Güemes,AR066049,General Guemes,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
General José de San Martín,AR066056,General Jose de San Martin,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Guachipas,AR066063,Guachipas,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Iruya,AR066070,Iruya,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
La Caldera,AR066077,La Caldera,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
La Candelaria,AR066084,La Candelaria,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
La Poma,AR066091,La Poma,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
La Viña,AR066098,La Vina,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Los Andes,AR066105,Los Andes,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Metán,AR066112,Metan,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Molinos,AR066119,Molinos,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Orán,AR066126,Oran,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Rivadavia,AR066133,Rivadavia,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Rosario de la Frontera,AR066140,Rosario de la Frontera,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Rosario de Lerma,AR066147,Rosario de Lerma,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
San Carlos,AR066154,San Carlos,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Santa Victoria,AR066161,Santa Victoria,,,Salta,AR066,Argentina,AR,2020-05-04,2020-05-04,
Albardón,AR070007,Albardon,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Angaco,AR070014,Angaco,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Calingasta,AR070021,Calingasta,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR070028,Capital,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Caucete,AR070035,Caucete,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Chimbas,AR070042,Chimbas,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Iglesia,AR070049,Iglesia,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Jáchal,AR070056,Jachal,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
9 de julio,AR070063,9 de julio,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Pocito,AR070070,Pocito,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Rawson,AR070077,Rawson,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Rivadavia,AR070084,Rivadavia,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
San Martín,AR070091,San Martin,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Santa Lucía,AR070098,Santa Lucia,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Sarmiento,AR070105,Sarmiento,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Ullum,AR070112,Ullum,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Valle Fértil,AR070119,Valle Fertil,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
25 de Mayo,AR070126,25 de Mayo,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Zonda,AR070133,Zonda,,,San Juan,AR070,Argentina,AR,2020-05-04,2020-05-04,
Ayacucho,AR074007,Ayacucho,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Belgrano,AR074014,Belgrano,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Coronel Pringles,AR074021,Coronel Pringles,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Chacabuco,AR074028,Chacabuco,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
General Pedernera,AR074035,General Pedernera,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Gobernador Dupuy,AR074042,Gobernador Dupuy,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Junín,AR074049,Junin,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
La Capital,AR074056,La Capital,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Libertador General San Martín,AR074063,Libertador General San Martin,,,San Luis,AR074,Argentina,AR,2020-05-04,2020-05-04,
Corpen Aike,AR078007,Corpen Aike,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Deseado,AR078014,Deseado,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Güer Aike,AR078021,Guer Aike,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Lago Argentino,AR078028,Lago Argentino,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Lago Buenos Aires,AR078035,Lago Buenos Aires,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Magallanes,AR078042,Magallanes,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Río Chico,AR078049,Rio Chico,,,Santa Cruz,AR078,Argentina,AR,2020-05-04,2020-05-04,
Belgrano,AR082007,Belgrano,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Caseros,AR082014,Caseros,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Castellanos,AR082021,Castellanos,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Constitución,AR082028,Constitucion,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Garay,AR082035,Garay,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
General López,AR082042,General Lopez,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
General Obligado,AR082049,General Obligado,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Iriondo,AR082056,Iriondo,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
La Capital,AR082063,La Capital,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Las Colonias,AR082070,Las Colonias,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
9 de Julio,AR082077,9 de Julio,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Rosario,AR082084,Rosario,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
San Cristobal,AR082091,San Cristobal,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
San Javier,AR082098,San Javier,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
San Jerónimo,AR082105,San Jeronimo,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
San Justo,AR082112,San Justo,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
San Lorenzo,AR082119,San Lorenzo,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
San Martín,AR082126,San Martin,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Vera,AR082133,Vera,,,Santa Fe,AR082,Argentina,AR,2020-05-04,2020-05-04,
Aguirre,AR086007,Aguirre,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Alberdi,AR086014,Alberdi,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Atamisqui,AR086021,Atamisqui,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Avellaneda,AR086028,Avellaneda,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Banda,AR086035,Banda,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Belgrano,AR086042,Belgrano,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR086049,Capital,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Copo,AR086056,Copo,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Choya,AR086063,Choya,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Figueroa,AR086070,Figueroa,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
General Taboada,AR086077,General Taboada,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Guasayán,AR086084,Guasayan,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Jiménez,AR086091,Jimenez,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Juan F. Ibarra,AR086098,Juan F. Ibarra,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Loreto,AR086105,Loreto,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Mitre,AR086112,Mitre,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Moreno,AR086119,Moreno,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Ojo de agua,AR086126,Ojo de agua,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Pelegrini,AR086133,Pelegrini,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Quebrachos,AR086140,Quebrachos,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Río Hondo,AR086147,Rio Hondo,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Rivadavia,AR086154,Rivadavia,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Robles,AR086161,Robles,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Salavina,AR086168,Salavina,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
San Martín,AR086175,San Martin,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Sarmiento,AR086182,Sarmiento,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Silípica,AR086189,Silipica,,,Santiago del Estero,AR086,Argentina,AR,2020-05-04,2020-05-04,
Burruyacú,AR090007,Burruyacu,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Cruz Alta,AR090014,Cruz Alta,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Chicligasta,AR090021,Chicligasta,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Famallá,AR090028,Famalla,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
