#adm3+name+i_fr,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm2+name+i_fr,#adm2+code+v_pcode,#adm1+name+i_fr,#adm1+code+v_pcode,#country+name+i_fr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Foulamory,GN00100301,Foulamory,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Gaoual Ctre,GN00100302,Gaoual Ctre,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Kakony,GN00100303,Kakony,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Koumbia,GN00100304,Koumbia,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Kounsitel,GN00100305,Kounsitel,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Malanta,GN00100306,Malanta,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Touba,GN00100307,Touba,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Wendou Mbour,GN00100308,Wendou Mbour,,,Gaoual,GN001003,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Guinguan,GN00100401,Guinguan,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Kamabi,GN00100402,Kamabi,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Koundara Ctre,GN00100403,Koundara Ctre,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Sambailo,GN00100404,Sambailo,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Sareboido,GN00100405,Sareboido,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Termesse,GN00100406,Termesse,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Youkounkoun,GN00100407,Youkounkoun,,,Koundara,GN001004,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Baguinet,GN00100501,Baguinet,,,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Banguigny,GN00100502,Banguigny,,,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Fria Ctre,GN00100503,Fria Ctre,,,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Tormelin,GN00100504,Tormelin,,,Fria,GN001005,Boke,GN001,Guinea,GN,2017-08-03,2021-12-31,
Dixinn,GN00200101,Dixinn,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
Kaloum,GN00200102,Kaloum,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
Matam,GN00200103,Matam,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
Matoto,GN00200104,Matoto,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
Ratoma,GN00200105,Ratoma,,,Conakry,GN002001,Conakry,GN002,Guinea,GN,2017-08-03,2021-12-31,
Arfamoussayah,GN00300101,Arfamoussayah,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Banko,GN00300102,Banko,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Bissikrima,GN00300103,Bissikrima,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Dabola Ctre,GN00300104,Dabola Ctre,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Dogomet,GN00300105,Dogomet,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Kankama,GN00300106,Kankama,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Kindoye,GN00300107,Kindoye,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Konendou,GN00300108,Konendou,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Ndema,GN00300109,Ndema,,,Dabola,GN003001,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Banora,GN00300201,Banora,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Dialakoro,GN00300202,Dialakoro,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Diatifere,GN00300203,Diatifere,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Dinguiraye Ctre,GN00300204,Dinguiraye Ctre,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Gagnakaly,GN00300205,Gagnakaly,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Kalinko,GN00300206,Kalinko,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Lansanaya,GN00300207,Lansanaya,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Selouma,GN00300208,Selouma,,,Dinguiraye,GN003002,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Banian,GN00300301,Banian,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Beindou,GN00300302,Beindou,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Faranah Ctre,GN00300303,Faranah Ctre,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Gnaleah,GN00300304,Gnaleah,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Heremakono,GN00300305,Heremakono,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Kobikoro,GN00300306,Kobikoro,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Marella,GN00300307,Marella,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Passaya,GN00300308,Passaya,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Sandenia,GN00300309,Sandenia,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Songoyah,GN00300310,Songoyah,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Tiro,GN00300311,Tiro,,,Faranah,GN003003,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Albadariah,GN00300401,Albadariah,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Banama,GN00300402,Banama,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Bardou,GN00300403,Bardou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Beindou,GN00300404,Beindou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Fermessadou,GN00300405,Fermessadou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Firawa,GN00300406,Firawa,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Gbangbadou,GN00300407,Gbangbadou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Kissidougou Ctre,GN00300408,Kissidougou Ctre,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Kondiadou,GN00300409,Kondiadou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Manfran,GN00300410,Manfran,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Sangardo,GN00300411,Sangardo,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Yende Millimou,GN00300412,Yende Millimou,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Yombiro,GN00300413,Yombiro,,,Kissidougou,GN003004,Faranah,GN003,Guinea,GN,2017-08-03,2021-12-31,
Balandougou,GN00400101,Balandougou,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Bate Nafadji,GN00400102,Bate Nafadji,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Boula,GN00400103,Boula,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Gberedou Baranama,GN00400104,Gberedou Baranama,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kankan Ctre,GN00400105,Kankan Ctre,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Karifamoriah,GN00400106,Karifamoriah,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Koumban,GN00400107,Koumban,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Mamouroudou,GN00400108,Mamouroudou,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Missamana,GN00400109,Missamana,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Moribayah,GN00400110,Moribayah,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Sabadou Baranama,GN00400111,Sabadou Baranama,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Tinti Oulen,GN00400112,Tinti Oulen,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Tokounou,GN00400113,Tokounou,,,Kankan,GN004001,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Banankoro,GN00400201,Banankoro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Damaro,GN00400202,Damaro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kerouane Ctre,GN00400203,Kerouane Ctre,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Komodou,GN00400204,Komodou,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Konsankoro,GN00400205,Konsankoro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Linko,GN00400206,Linko,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Sibiribaro,GN00400207,Sibiribaro,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Soromaya,GN00400208,Soromaya,,,Kerouane,GN004002,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Babila,GN00400301,Babila,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Balato,GN00400302,Balato,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Banfele,GN00400303,Banfele,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Baro,GN00400304,Baro,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Cissela,GN00400305,Cissela,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Douako,GN00400306,Douako,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Doura,GN00400307,Doura,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kiniero,GN00400308,Kiniero,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Komola Khoura,GN00400309,Komola Khoura,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Koumana,GN00400310,Koumana,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kouroussa Ctre,GN00400311,Kouroussa Ctre,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Sanguiana,GN00400312,Sanguiana,,,Kouroussa,GN004003,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Balandougouba,GN00400401,Balandougouba,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Dialokoro,GN00400402,Dialokoro,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Faralako,GN00400403,Faralako,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kantoumanina,GN00400404,Kantoumanina,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kinieran,GN00400405,Kinieran,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Koundian,GN00400406,Koundian,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Koundianakoro,GN00400407,Koundianakoro,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Mandiana Ctre,GN00400408,Mandiana Ctre,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Morodou,GN00400409,Morodou,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Niantanina,GN00400410,Niantanina,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Saladou,GN00400411,Saladou,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Sansando,GN00400412,Sansando,,,Mandiana,GN004004,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Bankon,GN00400501,Bankon,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Doko,GN00400502,Doko,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Franwalia,GN00400503,Franwalia,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kiniebakoura,GN00400504,Kiniebakoura,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Kintinian,GN00400505,Kintinian,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Malea,GN00400506,Malea,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Naboun,GN00400507,Naboun,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Niagassola,GN00400508,Niagassola,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Niandankoro,GN00400509,Niandankoro,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Norassoba,GN00400510,Norassoba,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Siguiri Ctre,GN00400511,Siguiri Ctre,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Siguirini,GN00400512,Siguirini,,,Siguiri,GN004005,Kankan,GN004,Guinea,GN,2017-08-03,2021-12-31,
Coyah Ctre,GN00500101,Coyah Ctre,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kouria,GN00500102,Kouria,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Maneah,GN00500103,Maneah,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Wonkifong,GN00500104,Wonkifong,,,Coyah,GN005001,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Badi,GN00500201,Badi,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Dubreka Ctre,GN00500202,Dubreka Ctre,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Falessade,GN00500203,Falessade,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Khorira,GN00500204,Khorira,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Ouassou,GN00500205,Ouassou,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Tondon,GN00500207,Tondon,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Tanene,GN00500208,Tanene,,,Dubreka,GN005002,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Allassoyah,GN00500301,Allassoyah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Benty,GN00500302,Benty,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Farmoriah,GN00500303,Farmoriah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Forecariah Ctre,GN00500304,Forecariah Ctre,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kaback,GN00500305,Kaback,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kakossa,GN00500306,Kakossa,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kaliah,GN00500307,Kaliah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Maferinya,GN00500308,Maferinya,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Moussayah,GN00500309,Moussayah,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Sikhourou,GN00500310,Sikhourou,,,Forecariah,GN005003,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Bangouya,GN00500401,Bangouya,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Damakania,GN00500402,Damakania,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Friguiagbe,GN00500403,Friguiagbe,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kindia Ctre,GN00500404,Kindia Ctre,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kolente,GN00500405,Kolente,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Madina Oula,GN00500406,Madina Oula,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Mambia,GN00500407,Mambia,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Molota,GN00500408,Molota,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Samaya,GN00500409,Samaya,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Sougueta,GN00500410,Sougueta,,,Kindia,GN005004,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Bourouwal,GN00500501,Bourouwal,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Daramagnaky,GN00500502,Daramagnaky,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Gougoudje,GN00500503,Gougoudje,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Koba,GN00500504,Koba,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Kollet,GN00500505,Kollet,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Konsotami,GN00500506,Konsotami,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Missira,GN00500507,Missira,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Santou,GN00500508,Santou,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Sarekali,GN00500509,Sarekali,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Sinta,GN00500510,Sinta,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Sogolon,GN00500511,Sogolon,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Tarihoye,GN00500512,Tarihoye,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Telemele Ctre,GN00500513,Telemele Ctre,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Thionthian,GN00500514,Thionthian,,,Telimele,GN005005,Kindia,GN005,Guinea,GN,2017-08-03,2021-12-31,
Fafaya,GN00600101,Fafaya,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Gadha Woundou,GN00600102,Gadha Woundou,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Koubia Ctre,GN00600103,Koubia Ctre,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Matakaou,GN00600104,Matakaou,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Missira,GN00600105,Missira,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Pilimini,GN00600106,Pilimini,,,Koubia,GN006001,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Dalein,GN00600201,Dalein,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Daralabe,GN00600202,Daralabe,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Diari,GN00600203,Diari,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Dionfo,GN00600204,Dionfo,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Garambe,GN00600205,Garambe,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Hafia,GN00600206,Hafia,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Kaalan,GN00600207,Kaalan,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Kouramangui,GN00600208,Kouramangui,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Labe Ctre,GN00600209,Labe Ctre,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Noussy,GN00600210,Noussy,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Popodara,GN00600211,Popodara,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Sannou,GN00600212,Sannou,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Tountourou,GN00600213,Tountourou,,,Labe,GN006002,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Balaya,GN00600301,Balaya,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Diontou,GN00600302,Diontou,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Herico,GN00600303,Herico,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Korbe,GN00600304,Korbe,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Lafou,GN00600305,Lafou,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Lelouma Ctre,GN00600306,Lelouma Ctre,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Linsan Saran,GN00600307,Linsan Saran,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Manda,GN00600308,Manda,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Parawol,GN00600309,Parawol,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Sagale,GN00600310,Sagale,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Tianguel Bori,GN00600311,Tianguel Bori,,,Lelouma,GN006003,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Balaki,GN00600401,Balaki,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Donghol Sigon,GN00600402,Donghol Sigon,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
Dougountouny,GN00600403,Dougountouny,,,Mali,GN006004,Labe,GN006,Guinea,GN,2017-08-03,2021-12-31,
