admin3Name_fr,admin3Pcode,admin3RefName,admin3AltName1_fr,admin3AltName2_fr,admin2Name_fr,admin2Pcode,admin1Name_fr,admin1Pcode,admin0Name_fr,admin0Pcode,date,validOn,validTo
Agoenyive,TG030902,,,,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Agome,TG041201,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agome-Tomegbe,TG041202,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agome Glozou/Agbetiko,TG030202,,,,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Agotime Nord,TG040303,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agou-Akplolo,TG040309,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agou Agbetiko/Agou Dzidjole,TG040304,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agou Atigbe,TG040305,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agou Gadzepe,TG040306,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agou Kebo,TG040307,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agou Yiboe/Kati,TG040308,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Agouegan,TG030402,,,,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Agoulou,TG010501,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Ahassome,TG040801,,,,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Ahepe,TG030701,,,,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Ahlon,TG040401,,,,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Akata,TG040702,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Akepe,TG030101,,,,Ave,TG0301,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Aklakou,TG030403,,,,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Akoumape,TG030601,,,,Vo,TG0306,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Akpare,TG040901,,,,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Akponte,TG020601,,,,Keran,TG0206,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Aledjo,TG020101,,,,Assoli,TG0201,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Aleheride/Amaide,TG010502,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Alibi,TG010402,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Aloum,TG020502,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Amou-Oblo,TG040102,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Amoussime,TG030702,,,,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Amoussou Kope,TG040310,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Amoutive,TG030302,,,,Golfe,TG0303,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Aneho,TG030404,,,,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Anfoin,TG030405,,,,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Anie,TG041102,,,,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Anyron Kope,TG030602,,,,Vo,TG0306,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Aouda,TG010302,,,,Sotouboua,TG0103,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Assahoun/Ando Peme,TG030102,,,,Ave,TG0301,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Assrama,TG040601,,,,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Atalote,TG020602,,,,Keran,TG0206,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Atchangbade,TG020701,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Atchinedji,TG041103,,,,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Atchintse,TG010102,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Atsave,TG040602,,,,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Attitogon,TG030203,,,,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Avedje,TG040103,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Awandjelo,TG020702,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Badin,TG040501,,,,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Badja,TG030103,,,,Ave,TG0301,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Badou,TG040201,,,,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Bafilo,TG020102,,,,Assoli,TG0201,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Baga,TG020503,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Baghan,TG020201,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Bago,TG010403,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Bagou,TG051501,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Baguida,TG030303,,,,Golfe,TG0303,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Balanka,TG010404,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Bangeli,TG020202,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Bapure,TG020401,,,,Dankpen,TG0204,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Barkoissi,TG051401,,,,Oti,TG0514,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Bassar,TG020203,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Biankouri,TG051701,,,,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Bidjenga,TG051601,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Bitchabe,TG020204,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Blitta-Gare,TG010104,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Blitta Village,TG010103,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Boade,TG051702,,,,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Bodjonde,TG010303,,,,Sotouboua,TG0103,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Bogou,TG051502,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Bohou,TG020703,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Bolou Kpeta,TG030803,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Bombouaka,TG051503,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Borgou,TG051301,,,,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Boufale,TG020301,,,,Binah,TG0203,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Boulade,TG020103,,,,Assoli,TG0201,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Boulogou,TG051504,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Boulohou,TG010201,,,,Plaine du Mo,TG0102,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Cinkasse,TG051703,,,,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Dagbati,TG030603,,,,Vo,TG0306,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Dako/Daoude,TG020104,,,,Assoli,TG0201,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Dalave,TG030804,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Dalia,TG040603,,,,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Danyi-Kakpa,TG040403,,,,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Danyi Kpeto-Evita,TG040402,,,,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Dapaong,TG051602,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Datcha,TG040902,,,,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Davie,TG030805,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Defale,TG020504,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Diguengue,TG010105,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Dikpeleou,TG010106,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Dimori,TG020205,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Djagble,TG030806,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Djamde,TG020704,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Djarkpanga,TG010202,,,,Plaine du Mo,TG0102,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Djemegni,TG040604,,,,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Djon,TG041001,,,,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Doufouli,TG010107,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Doukpergou,TG051505,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Doume,TG040202,,,,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Dzolo,TG030104,,,,Ave,TG0301,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Dzrekpo,TG030604,,,,Vo,TG0306,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Ekpegnon,TG040104,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Elavagnon,TG040502,,,,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Elavagnon/Atigba,TG040404,,,,Danyi,TG0404,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Esse Godjin,TG030703,,,,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Evou,TG040105,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Fare,TG051402,,,,Oti,TG0514,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Fazao,TG010304,,,,Sotouboua,TG0103,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Gadja,TG040311,,,,Agou,TG0403,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Galangashie,TG051403,,,,Oti,TG0514,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Game,TG030807,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Game,TG040106,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Ganave/Fiata,TG030406,,,,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Gando,TG051901,,,,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Gape-Centre,TG030809,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Gape Kpodji,TG030808,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Gbadjahe,TG040503,,,,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Gbaladze,TG040703,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Gbalave,TG041203,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Gbatope,TG030810,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Gbende,TG041002,,,,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Gblainvie,TG030811,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Gboto,TG030704,,,,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Glei,TG040903,,,,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Glidji,TG030407,,,,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Glitto,TG041104,,,,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Gnagna,TG040904,,,,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Gnoaga,TG051704,,,,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Gobe/Eketo/Gbadi N'Kugna,TG040203,Gobe/Eketo/Gbadi NKugna,,,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Goubi,TG010405,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Gouloungoussi,TG051705,,,,Cinkasse,TG0517,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Goundoga,TG051506,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Govie,TG040704,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Guerin-Kouka,TG020402,,,,Dankpen,TG0204,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Hahotoe,TG030605,,,,Vo,TG0306,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Hanyigba,TG041204,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Helota,TG020603,,,,Keran,TG0206,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Hiheatro,TG040107,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Hompou,TG030204,,,,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Houdou,TG040905,,,,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Imle,TG040108,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kaboli,TG010406,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kabou,TG020206,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kadambara,TG010503,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kadjalla,TG020505,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kagnigbara,TG010203,,,,Plaine du Mo,TG0102,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kalanga,TG020207,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kame,TG040705,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kamina,TG040504,,,,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kamina,TG041003,,,,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kande,TG020604,,,,Keran,TG0206,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kaniamboua,TG010305,,,,Sotouboua,TG0103,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kantindi,TG051603,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Katchamba,TG020403,,,,Dankpen,TG0204,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Katchenke,TG010108,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Katome,TG040802,,,,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Katore,TG040906,,,,Ogou,TG0409,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kazaboua,TG010306,,,,Sotouboua,TG0103,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kemeni,TG010504,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kemerida,TG020302,,,,Binah,TG0203,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kessibo,TG040204,,,,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Ketao,TG020303,,,,Binah,TG0203,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Keve,TG030105,,,,Ave,TG0301,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Kidjaboun,TG020404,,,,Dankpen,TG0204,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kini-Kondji,TG030705,,,,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Klabe Efoukpa,TG040205,,,,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Koffiti,TG010109,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Koka,TG020506,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kolina,TG010505,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kolokope,TG041105,,,,Anie,TG0411,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Komah,TG010506,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Korbongou,TG051604,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Kougnohou,TG041004,,,,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Koulfiekou,TG020405,,,,Dankpen,TG0204,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kouma,TG041205,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Koumea,TG020705,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Koumonde,TG020105,,,,Assoli,TG0201,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Koumongou,TG051902,,,,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Koundjoare,TG051302,,,,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Kountoire,TG051903,,,,Oti-Sud,TG0519,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Kourientre,TG051605,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Koussountou,TG010407,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Koutchitcheou,TG020406,,,,Dankpen,TG0204,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Koutougou,TG020605,,,,Keran,TG0206,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kouve,TG030706,,,,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Kovie,TG030812,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Kpadape,TG041206,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpaha,TG020507,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Kpalave,TG041005,,,,Akebou,TG0410,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpangalam,TG010507,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kparatao,TG010508,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kpassouade,TG010509,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Kpategan,TG040109,,,,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpedome,TG040605,,,,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpegnon/Haito,TG040606,,,,Haho,TG0406,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpekpleme,TG040803,,,,Moyen-Mono,TG0408,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpele-Centre,TG040706,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpele-Dawlotou,TG040707,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpele-Dutoe,TG040708,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpele-Nord,TG040709,,,,Kpele,TG0407,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpendjaga / Papri,TG051801,,,,Naki-Ouest,TG0518,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Kpessi,TG040505,,,,Est-Mono,TG0405,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpete Bena,TG040206,,,,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpetsou,TG030205,,,,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Kpime,TG041207,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Kpome,TG030813,,,,Zio,TG0308,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Kri-Kri,TG010408,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Lama,TG020706,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Lama-Dessi,TG020304,,,,Binah,TG0203,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Lama-Tessi,TG010510,,,,Tchaoudjo,TG0105,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Landa,TG020707,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Landa-Pozenda/Kpinzinde,TG020708,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Langabou,TG010110,,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Larni,TG010409,,,,Tchamba,TG0104,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Lassa,TG020709,,,,Kozah,TG0207,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Lavie/ Apedome,TG041208,,,,Kloto,TG0412,Plateaux,TG04,Togo,TG,2020-12-16,2021-01-07,
Legbassito,TG030903,,,,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Leon,TG020508,,,,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Loko,TG051404,,,,Oti,TG0514,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Loko,TG051507,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Lokpano,TG051508,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Lome Commune,TG030501,,,,Lome Commune,TG0305,Maritime,TG03,Togo,TG,2020-12-16,2021-01-07,
Lotogou/Warkambou,TG051606,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Louanga,TG051607,,,,Tone,TG0516,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
M'Poti,TG010111,MPoti,,,Blitta,TG0101,Centrale,TG01,Togo,TG,2020-12-16,2021-01-07,
Mamproug,TG051509,,,,Tandjoare,TG0515,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Mandouri,TG051303,,,,Kpendjal,TG0513,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
Manga,TG020208,,,,Bassar,TG0202,Kara,TG02,Togo,TG,2020-12-16,2021-01-07,
Mango,TG051405,,,,Oti,TG0514,Savanes,TG05,Togo,TG,2020-12-16,2021-01-07,
