admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bolewa B,NG036014003,Bolewa B,Bolewa 'B',,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Danchuwa,NG036014004,Danchuwa,Danchuwa/Bula,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dogo Tebo,NG036014005,Dogo Tebo,Dogo Tebo,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dogon Nini,NG036014006,Dogon Nini,Dogo Nini,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Hausawa Asibiti,NG036014007,Hausawa Asibiti,Hausawa,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mamudo,NG036014008,Mamudo,Mamudo,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Ngojin,NG036014009,Ngojin,Ngojin/Alaraba,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Yerimaram,NG036014010,Yerimaram,Yerimaram/Garin Daye/Badejo/Nahuta,,Potiskum,NG036014,Yobe South,NG03603,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Babangida,NG036015001,Babangida,Babangida,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Biriri,NG036015002,Biriri,Biriri/Churokusko,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Goduram,NG036015003,Goduram,Barkami / Bulturi,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jumbam,NG036015004,Jumbam,Jumbam,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Koriyel,NG036015005,Koriyel,Koriyel,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Lantaiwa,NG036015006,Lantaiwa,Lantaiwa,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mafa,NG036015007,Mafa,Mafa,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Manda Da'A,NG036015008,Manda DaA,Mandadawa,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Shekau,NG036015009,Shekau,Shekau,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Sungul Koka,NG036015010,Sungul Koka,Koka/Sungul,,Tarmua,NG036015,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bultuwa,NG036016001,Bultuwa,Bultuwa/Mar/Yaro,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Degaltura,NG036016002,Degaltura,Degaltura/Ngamzai,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dekwa,NG036016003,Dekwa,Dekwa,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Dilala,NG036016004,Dilala,Dilala/Kalgi,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kafiya,NG036016005,Kafiya,Wadi/Kafiya,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mairari,NG036016006,Mairari,Mairari,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mozogun,NG036016007,Mozogun,Mozogun/Kujari,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Toshia,NG036016008,Toshia,Daratoshia,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Yunusari,NG036016009,Yunusari,Ngirabo,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Zabudum Dachia,NG036016010,Zabudum Dachia,Zajibiri / Dumbal,,Yunusari,NG036016,Yobe East,NG03601,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Bulatura,NG036017001,Bulatura,Alanjirori,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Gumshi,NG036017002,Gumshi,Gumshi,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Guya,NG036017003,Guya,Guya,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Jebuwa,NG036017004,Jebuwa,Jebuwa,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Kumagannam,NG036017005,Kumagannam,Kumagannam,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Maimalari,NG036017006,Maimalari,Mai-Malari,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Mayori,NG036017007,Mayori,Mayori,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Sumbar,NG036017008,Sumbar,Kajimaram/Sumbar,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Tulotulo,NG036017009,Tulotulo,Kaska/Tulotulowa,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
Yusufari,NG036017010,Yusufari,Yusufari,,Yusufari,NG036017,Yobe North,NG03602,Yobe,NG036,Nigeria,NG,2017-03-31,2019-04-17,
