#adm3+name+i_en,#adm3+name+i_fr,#adm3+name+i_ht,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm3+name+alt1+i_ht,#adm3+name+alt2+i_ht,#adm2+name+i_en,#adm2+name+i_fr,#adm2+name+i_ht,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_fr,#adm1+name+i_ht,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fr,#country+name+i_ht,#country+code+v_iso2,#date+start,#date+updated,#date+end
2e Section Boucan Carre,2e Section Boucan Carre,,HT0623-02,,,,,,,,Boucan Carre,Boucan Carré,,HT0623,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section des Bayes,3e Section des Bayes,,HT0623-03,,,,,,,,Boucan Carre,Boucan Carré,,HT0623,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Petit Fond,1re Section Petit Fond,,HT0631-01,,,,,,,,Lascahobas,Lascahobas,,HT0631,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Juampas,2e Section Juampas,,HT0631-02,,,,,,,,Lascahobas,Lascahobas,,HT0631,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Renthe Mathe,1re Section Renthe Mathe,,HT0632-01,,,,,,,,Belladere,Belladère,,HT0632,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Roye-Sec,2e Section Roye-Sec,,HT0632-02,,,,,,,,Belladere,Belladère,,HT0632,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Riaribes,3e Section Riaribes,,HT0632-03,,,,,,,,Belladere,Belladère,,HT0632,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section de Savanette (Colombier),1re Section de Savanette (Colombier),,HT0633-01,,,,,,,,Savanette,Savanette,,HT0633,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section la Haye,2e Section la Haye,,HT0633-02,,,,,,,,Savanette,Savanette,,HT0633,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Acaj ou Brûle No 1,1re Section Acaj ou Brûle No 1,,HT0641-01,1re Section Acaj ou Brule No 1,,,,,,,Cerca La Source,Cerca La Source,,HT0641,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Acaj ou Brûle No 1,2e Section Acaj ou Brûle No 1,,HT0641-02,2e Section Acaj ou Brule No 1,,,,,,,Cerca La Source,Cerca La Source,,HT0641,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Lamielle,3e Section Lamielle,,HT0641-03,,,,,,,,Cerca La Source,Cerca La Source,,HT0641,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Matelgate,1re Section Matelgate,,HT0642-01,,,,,,,,Thomassique,Thomassique,,HT0642,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Lociane,2e Section Lociane,,HT0642-02,,,,,,,,Thomassique,Thomassique,,HT0642,Centre,Centre,Sant,HT06,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bourdet,1re Section Bourdet,,HT0711-01,,,,,,,,Les Cayes,Les Cayes,,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Fonfrede,2e Section Fonfrède,,HT0711-02,,,,,,,,Les Cayes,Les Cayes,,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Laborde,3e Section Laborde,,HT0711-03,,,,,,,,Les Cayes,Les Cayes,,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Laurent,4e Section Laurent,,HT0711-04,,,,,,,,Les Cayes,Les Cayes,,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Mercy,5e Section Mercy,,HT0711-05,,,,,,,,Les Cayes,Les Cayes,,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Boulmier,6e Section Boulmier,,HT0711-06,,,,,,,,Les Cayes,Les Cayes,,HT0711,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Boury,1re Section Boury,,HT0712-01,,,,,,,,Torbeck,Torbeck,,HT0712,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Berault,2e Section Berault,,HT0712-02,,,,,,,,Torbeck,Torbeck,,HT0712,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Solon,3e Section Solon,,HT0712-03,,,,,,,,Torbeck,Torbeck,,HT0712,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Moreau,4e Section Moreau,,HT0712-04,,,,,,,,Torbeck,Torbeck,,HT0712,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Fonds Palmiste,1re Section Fonds Palmiste,,HT0713-01,,,,,,,,Chantal,Chantal,,HT0713,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Meloniere,2e Section Melonière,,HT0713-02,,,,,,,,Chantal,Chantal,,HT0713,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Carrefour Canon,3e Section Carrefour Canon,,HT0713-03,,,,,,,,Chantal,Chantal,,HT0713,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Levy Mersan,1re Section Levy Mersan,,HT0714-01,,,,,,,,Camp-Perrin,Camp-Perrin,,HT0714,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Champlois,2e Section Champlois,,HT0714-02,,,,,,,,Camp-Perrin,Camp-Perrin,,HT0714,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Tibi Davezac,3e Section Tibi Davezac,,HT0714-03,,,,,,,,Camp-Perrin,Camp-Perrin,,HT0714,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Maniche,1re Section Maniche,,HT0715-01,,,,,,,,Maniche,Maniche,,HT0715,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Dory,2e Section Dory,,HT0715-02,,,,,,,,Maniche,Maniche,,HT0715,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Melon,3e Section Melon,,HT0715-03,,,,,,,,Maniche,Maniche,,HT0715,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Île a Vache,1re Section Île à Vache,,HT0716-01,1re Section Ile a Vache,,,,,,,Ile a Vache,Île à Vache,,HT0716,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Barbois,1re Section Barbois,,HT0721-01,,,,,,,,Port-Salut,Port-Salut,,HT0721,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Dumont,2e Section Dumont,,HT0721-02,,,,,,,,Port-Salut,Port-Salut,,HT0721,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Tapion,1re Section Tapion,,HT0722-01,,,,,,,,Saint Jean du Sud,Saint Jean du Sud,,HT0722,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Debouchette,2e Section Debouchette,,HT0722-02,,,,,,,,Saint Jean du Sud,Saint Jean du Sud,,HT0722,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Trichet,3e Section Trichet,,HT0722-03,,,,,,,,Saint Jean du Sud,Saint Jean du Sud,,HT0722,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Lazarre,1re Section Lazarre,,HT0723-01,,,,,,,,Arniquet,Arniquet,,HT0723,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Anse a Drick,2e Section Anse à Drick,,HT0723-02,,,,,,,,Arniquet,Arniquet,,HT0723,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section d'Arniquet,3e Section d'Arniquet,,HT0723-03,3e Section dArniquet,,,,,,,Arniquet,Arniquet,,HT0723,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Macean,1re Section Macéan,,HT0731-01,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bellevue,2e Section Bellevue,,HT0731-02,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Brodequin,3e Section Brodequin,,HT0731-03,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Flamands,4e Section Flamands,,HT0731-04,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Mare a Coiffe,5e Section Mare à Coiffe,,HT0731-05,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section La Colline,6e Section La Colline,,HT0731-06,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Frangipane,7e Section Frangipane,,HT0731-07,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Colline a Mongons,8e Section Colline à Mongons,,HT0731-08,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
9e Section Fond des Blancs,9e Section Fond des Blancs,,HT0731-09,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
10e Section Guirand,10e Section Guirand,,HT0731-10,,,,,,,,Aquin,Aquin,,HT0731,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Grand Fonds,1re Section Grand Fonds,,HT0732-01,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Baie Dumesle,2e Section Baie Dumesle,,HT0732-02,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Grenodiere,3e Section Grenodière,,HT0732-03,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Zanglais,4e Section Zanglais,,HT0732-04,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Sucrerie Henri,5e Section Sucrerie Henri,,HT0732-05,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Solon,6e Section Solon,,HT0732-06,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Cherette,7e Section Cherette,,HT0732-07,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Corail-Henri,8e Section Corail-Henri,,HT0732-08,,,,,,,,Saint Louis du Sud,Saint Louis du Sud,,HT0732,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Boileau,1re Section Boileau,,HT0733-01,,,,,,,,Cavaillon,Cavaillon,,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Martineau,2e Section Martineau,,HT0733-02,,,,,,,,Cavaillon,Cavaillon,,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Gros Marin,3e Section Gros Marin,,HT0733-03,,,,,,,,Cavaillon,Cavaillon,,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Mare Henri,4e Section Mare Henri,,HT0733-04,,,,,,,,Cavaillon,Cavaillon,,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Laroque,5e Section Laroque,,HT0733-05,,,,,,,,Cavaillon,Cavaillon,,HT0733,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Conde,1re Section Conde,,HT0741-01,,,,,,,,Coteaux,Côteaux,,HT0741,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Despas,2e Section Despas,,HT0741-02,,,,,,,,Coteaux,Côteaux,,HT0741,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Quentin,3e Section Quentin,,HT0741-03,,,,,,,,Coteaux,Côteaux,,HT0741,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Paricot,1re Section Paricot,,HT0742-01,,,,,,,,Port-a-Piment,Port-à-Piment,,HT0742,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Balais,2e Section Balais,,HT0742-02,,,,,,,,Port-a-Piment,Port-à-Piment,,HT0742,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Beaulieu,1re Section Beaulieu,,HT0743-01,,,,,,,,Roche a Bateau,Roche à Bâteau,,HT0743,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Renaudin,2e Section Renaudin,,HT0743-02,,,,,,,,Roche a Bateau,Roche à Bâteau,,HT0743,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Beauclos,3e Section Beauclos,,HT0743-03,,,,,,,,Roche a Bateau,Roche à Bâteau,,HT0743,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Randel,1re Section Randel,,HT0751-01,,,,,,,,Chardonnieres,Chardonnières,,HT0751,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Dejoie,2e Section Dejoie,,HT0751-02,,,,,,,,Chardonnieres,Chardonnières,,HT0751,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Bony,3e Section Bony,,HT0751-03,,,,,,,,Chardonnieres,Chardonnières,,HT0751,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Verone,1re Section Verone,,HT0752-01,,,,,,,,Les Anglais,Les Anglais,,HT0752,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Edelin,2e Section Edelin,,HT0752-02,,,,,,,,Les Anglais,Les Anglais,,HT0752,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Cosse,3e Section Cosse,,HT0752-03,,,,,,,,Les Anglais,Les Anglais,,HT0752,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Blactote,1re Section Blactote,,HT0753-01,,,,,,,,Tiburon,Tiburon,,HT0753,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Nan Sevre,2e Section Nan Sevre,,HT0753-02,,,,,,,,Tiburon,Tiburon,,HT0753,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Loby,3e Section Loby,,HT0753-03,,,,,,,,Tiburon,Tiburon,,HT0753,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Dalmette,4e Section Dalmette,,HT0753-04,,,,,,,,Tiburon,Tiburon,,HT0753,South,Sud,Sid,HT07,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Basse Voldrogue,1re Section Basse Voldrogue,,HT0811-01,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Haute Voldrogue,2e Section Haute Voldrogue,,HT0811-02,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Haute Guinaudee,3e Section Haute Guinaudee,,HT0811-03,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Basse Guinaudee,4e Section Basse Guinaudee,,HT0811-04,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Ravine a Charles,5e Section Ravine à Charles,,HT0811-05,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Îles Blanches,6e Section Îles Blanches,,HT0811-06,6e Section Iles Blanches,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Marfranc ou Grande Riviere,7e Section Marfranc ou Grande Rivière,,HT0811-07,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Fond Rouge Dahere,8e Section Fond Rouge Dahere,,HT0811-08,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
9e Section Fond Rouge Torbeck,9e Section Fond Rouge Torbeck,,HT0811-09,,,,,,,,Jeremie,Jérémie,,HT0811,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Anse du Clerc,1re Section Anse du Clerc,,HT0812-01,,,,,,,,Abricots,Abricots,,HT0812,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Balisiers,2e Section Balisiers,,HT0812-02,,,,,,,,Abricots,Abricots,,HT0812,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Danglise,3e Section Danglise,,HT0812-03,,,,,,,,Abricots,Abricots,,HT0812,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section la Seringue,4e Section la Seringue,,HT0812-04,,,,,,,,Abricots,Abricots,,HT0812,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Desormeau ou Bonbon,1re Section Desormeau ou Bonbon,,HT0813-01,,,,,,,,Bonbon,Bonbon,,HT0813,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Anote ou 1re Tapion,1re Section Anote ou 1re Tapion,,HT0814-01,,,,,,,,Moron,Moron,,HT0814,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Sources Chaudes,2e Section Sources Chaudes,,HT0814-02,,,,,,,,Moron,Moron,,HT0814,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section l'Assise ou Chameau,3e Section l'Assise ou Chameau,,HT0814-03,3e Section lAssise ou Chameau,,,,,,,Moron,Moron,,HT0814,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Dejean,1re Section Dejean,,HT0815-01,,,,,,,,Chambellan,Chambellan,,HT0815,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Boucan,2e Section Boucan,,HT0815-02,,,,,,,,Chambellan,Chambellan,,HT0815,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Grandoit,1re Section Grandoit,,HT0821-01,,,,,,,,Anse d'Hainault,Anse d'Hainault,,HT0821,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Boudon,2e Section Boudon,,HT0821-02,,,,,,,,Anse d'Hainault,Anse d'Hainault,,HT0821,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Îlet a Pierre Joseph,3e Section Îlet à Pierre Joseph,,HT0821-03,3e Section Ilet a Pierre Joseph,,,,,,,Anse d'Hainault,Anse d'Hainault,,HT0821,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Mandou,4e Section Mandou,,HT0821-04,,,,,,,,Anse d'Hainault,Anse d'Hainault,,HT0821,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bariadelle,1re Section Bariadelle,,HT0822-01,,,,,,,,Dame Marie,Dame Marie,,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Dallier,2e Section Dallier,,HT0822-02,,,,,,,,Dame Marie,Dame Marie,,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Desormeau,3e Section Desormeau,,HT0822-03,,,,,,,,Dame Marie,Dame Marie,,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Petite Riviere,4e Section Petite Rivière,,HT0822-04,,,,,,,,Dame Marie,Dame Marie,,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Baliverne,5e Section Baliverne,,HT0822-05,,,,,,,,Dame Marie,Dame Marie,,HT0822,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Matador (Jorgue),1re Section Matador (Jorgue),,HT0823-01,,,,,,,,Les Irois,Les Irois,,HT0823,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Belair,2e Section Belair,,HT0823-02,,,,,,,,Les Irois,Les Irois,,HT0823,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Garcasse,3e Section Garcasse,,HT0823-03,,,,,,,,Les Irois,Les Irois,,HT0823,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Duquillon,1re Section Duquillon,,HT0831-01,,,,,,,,Corail,Corail,,HT0831,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Fond d'Icaque,2e Section Fond d'Icaque,,HT0831-02,2e Section Fond d Icaque,,,,,,,Corail,Corail,,HT0831,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Champy (Nan Campeche),3e Section Champy (Nan Campêche),,HT0831-03,,,,,,,,Corail,Corail,,HT0831,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Carrefour Charles ou Jacqui,1re Section Carrefour Charles ou Jacqui,,HT0832-01,,,,,,,,Roseaux,Roseaux,,HT0832,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Fond Cochon ou Lopineau,2e Section Fond Cochon ou Lopineau,,HT0832-02,,,,,,,,Roseaux,Roseaux,,HT0832,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Grand Vincent,3e Section Grand Vincent,,HT0832-03,,,,,,,,Roseaux,Roseaux,,HT0832,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section les Gommiers,4e Section les Gommiers,,HT0832-04,,,,,,,,Roseaux,Roseaux,,HT0832,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Beaumont,"1re Section Beaumont
1re  Section Beaumont",,HT0833-01,,,,,,,,Beaumont,Beaumont,,HT0833,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Chardonnette,2e Section Chardonnette,,HT0833-02,,,,,,,,Beaumont,Beaumont,,HT0833,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Mouline,3e Section Mouline,,HT0833-03,,,,,,,,Beaumont,Beaumont,,HT0833,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bernagousse,1re Section Bernagousse,,HT0834-01,,,,,,,,Pestel,Pestel,,HT0834,Grande'Anse,Grande'Anse,Grandans,HT08,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
