admin4Name_en,admin4Pcode,admin4RefName_en,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Koromboya,SL03030602,Koromboya,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpange,SL03030603,Kpange,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lungili,SL03030604,Lungili,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mendegelema,SL03030605,Mendegelema,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mosoe,SL03030606,Mosoe,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Waliwahun,SL03030607,Waliwahun,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kowama,SL03030701,Kowama,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mogbuama,SL03030702,Mogbuama,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngiegombu,SL03030703,Ngiegombu,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngoahun,SL03030704,Ngoahun,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njagbema,SL03030705,Njagbema,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tawovehun,SL03030706,Tawovehun,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yeima,SL03030707,Yeima,,,Kamajei,SL030307,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gibina,SL03030801,Gibina,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gondama,SL03030802,Gondama,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mobonor,SL03030803,Mobonor,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokorewo,SL03030804,Mokorewo,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mongere,SL03030805,Mongere,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mosongla,SL03030806,Mosongla,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mowoto,SL03030807,Mowoto,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Senehun,SL03030808,Senehun,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Taninihun,SL03030809,Taninihun,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tongieh,SL03030810,Tongieh,,,Kongbora,SL030308,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 1,SL03030901,Zone - 1,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 2,SL03030902,Zone - 2,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 3,SL03030903,Zone - 3,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 4,SL03030904,Zone - 4,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 5,SL03030905,Zone - 5,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 6,SL03030906,Zone - 6,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zone - 7,SL03030907,Zone - 7,,,Kori,SL030309,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpandobu,SL03031001,Kpandobu,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moforay,SL03031002,Moforay,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mosumana,SL03031003,Mosumana,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngiyeiya,SL03031004,Ngiyeiya,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njagbahun,SL03031005,Njagbahun,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njama,SL03031006,Njama,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tabe,SL03031007,Tabe,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tawoveihun,SL03031008,Tawoveihun,,,Kowa,SL030310,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bengelloh,SL03031101,Bengelloh,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbangbatoke,SL03031102,Gbangbatoke,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Largoh,SL03031103,Largoh,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mofindoh,SL03031104,Mofindoh,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokotawa,SL03031105,Mokotawa,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ndendemoya,SL03031106,Ndendemoya,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngolala,SL03031107,Ngolala,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njagbahun,SL03031108,Njagbahun,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Wulbange,SL03031109,Wulbange,,,Lower Banta,SL030311,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kentineh,SL03031201,Kentineh,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Ribbi,SL03031202,Lower Ribbi,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Makera,SL03031203,Makera,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Masanka,SL03031204,Masanka,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Masarakulay,SL03031205,Masarakulay,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mobureh,SL03031206,Mobureh,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Motoni,SL03031207,Motoni,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Motonkoh,SL03031208,Motonkoh,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Ribbi,SL03031209,Upper Ribbi,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yoni,SL03031210,Yoni,,,Ribbi,SL030312,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bembellor,SL03031301,Bembellor,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gambia,SL03031302,Gambia,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbehan,SL03031303,Gbehan,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamasunu,SL03031304,Kamasunu,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kambotoke,SL03031305,Kambotoke,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kebail,SL03031306,Kebail,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mandu,SL03031307,Mandu,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mye,SL03031308,Mye,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nonkoba,SL03031309,Nonkoba,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sahan,SL03031310,Sahan,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tombeh,SL03031311,Tombeh,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yapoma,SL03031312,Yapoma,,,Timdale,SL030313,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bei-Kelleh,SL03031401,Bei-Kelleh,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kenafallay,SL03031402,Kenafallay,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kepay,SL03031403,Kepay,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mogongbe,SL03031404,Mogongbe,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Songbo,SL03031405,Songbo,,,Upper Banta,SL030314,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Dakona,SL03040101,Dakona,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fallay,SL03040102,Fallay,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jougba,SL03040103,Jougba,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Karjei,SL03040104,Karjei,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Laimba,SL03040105,Laimba,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Malla,SL03040106,Malla,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sonjour I,SL03040107,Sonjour I,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sonjour II,SL03040108,Sonjour II,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tetima,SL03040109,Tetima,,,Barri,SL030401,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bondor,SL03040201,Bondor,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Dabeni,SL03040202,Dabeni,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Dakona,SL03040203,Dakona,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gendema I,SL03040204,Gendema I,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gendema II,SL03040205,Gendema II,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jakema I,SL03040206,Jakema I,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jakema II,SL03040207,Jakema II,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Joya,SL03040208,Joya,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemokai,SL03040209,Kemokai,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kortugbu,SL03040210,Kortugbu,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mallah,SL03040211,Mallah,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mewah,SL03040212,Mewah,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pelegbulor,SL03040213,Pelegbulor,,,Galliness Perri,SL030402,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jassende Kpeima,SL03040301,Jassende Kpeima,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jassende Masaoma,SL03040302,Jassende Masaoma,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jassende Ngoleima,SL03040303,Jassende Ngoleima,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jassende Ngoleima,SL03040304,Jassende Ngoleima,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyango - Njeigbla,SL03040305,Nyango - Njeigbla,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Nyango-Ngoleihun,SL03040306,Nyango-Ngoleihun,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Parvu,SL03040307,Parvu,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sarbah,SL03040308,Sarbah,,,Kpaka,SL030403,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bakoi,SL03040401,Bakoi,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Banyande,SL03040402,Banyande,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kabonde,SL03040403,Kabonde,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kondogbe,SL03040404,Kondogbe,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Kayiemba,SL03040405,Lower Kayiemba,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Panga,SL03040406,Panga,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pessekeh,SL03040407,Pessekeh,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Samba,SL03040408,Samba,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Setti-Yakanday,SL03040409,Setti-Yakanday,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Kayiemba,SL03040410,Upper Kayiemba,,,Panga Kabonde,SL030404,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kengo,SL03040501,Kengo,,,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Samagbe,SL03040502,Samagbe,,,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Seitua,SL03040503,Seitua,,,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Selimeh,SL03040504,Selimeh,,,Makpele,SL030405,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bahoin,SL03040601,Bahoin,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kahaimoh,SL03040602,Kahaimoh,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kakpanda,SL03040603,Kakpanda,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemoh,SL03040604,Kemoh,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Korwa,SL03040605,Korwa,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Pemba,SL03040606,Lower Pemba,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Seijeila,SL03040607,Seijeila,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Taukunor,SL03040608,Taukunor,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Pemba,SL03040609,Upper Pemba,,,Malen,SL030406,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbomotie,SL03040701,Gbomotie,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemoh,SL03040702,Kemoh,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Makpondo,SL03040703,Makpondo,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Masanda Majagbe,SL03040704,Masanda Majagbe,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pembaar,SL03040705,Pembaar,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pullie,SL03040706,Pullie,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sitta,SL03040707,Sitta,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sowa,SL03040708,Sowa,,,Mono Sakrim,SL030407,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fassei,SL03040801,Fassei,,,Panga Krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pemagbie,SL03040802,Pemagbie,,,Panga Krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Samba,SL03040803,Samba,,,Panga Krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Somasa,SL03040804,Somasa,,,Panga Krim,SL030408,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Koilenga,SL03040901,Koilenga,,,Pejeh(Futa Pejeh),SL030409,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pejeh East,SL03040902,Pejeh East,,,Pejeh(Futa Pejeh),SL030409,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pejeh West,SL03040903,Pejeh West,,,Pejeh(Futa Pejeh),SL030409,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemokai,SL03041001,Kemokai,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kengo,SL03041002,Kengo,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kiazombo,SL03041003,Kiazombo,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mano - River,SL03041004,Mano - River,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Massaquoi I,SL03041005,Massaquoi I,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Massaquoi II,SL03041006,Massaquoi II,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moiwebu,SL03041007,Moiwebu,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zoker I,SL03041008,Zoker I,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zoker II,SL03041009,Zoker II,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Zombo,SL03041010,Zombo,,,Soro Gbema,SL030410,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Geoma,SL03041101,Lower Geoma,,,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sabba I,SL03041102,Sabba I,,,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sabba II,SL03041103,Sabba II,,,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Geoma,SL03041104,Upper Geoma,,,Sowa,SL030411,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bagollay,SL03041201,Bagollay,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bapawa,SL03041202,Bapawa,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Batowa,SL03041203,Batowa,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bekowa,SL03041204,Bekowa,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Deyombo,SL03041205,Deyombo,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fortune,SL03041206,Fortune,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemo-Bo,SL03041207,Kemo-Bo,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kemo-wa,SL03041208,Kemo-wa,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpukumu,SL03041209,Kpukumu,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Seiwoh,SL03041210,Seiwoh,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sowonde,SL03041211,Sowonde,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yabai,SL03041212,Yabai,,,Yakemu Kpukumu krim,SL030412,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fabaina Area,SL04010101,Fabaina Area,,,Koya Rural,SL040101,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Madonkeh,SL04010102,Madonkeh,,,Koya Rural,SL040101,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Magbafti,SL04010103,Magbafti,,,Koya Rural,SL040101,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Malambay,SL04010104,Malambay,,,Koya Rural,SL040101,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Newton,SL04010105,Newton,,,Koya Rural,SL040101,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Songo,SL04010106,Songo,,,Koya Rural,SL040101,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Bathurst,SL04010201,Bathurst,,,Mountain Rural,SL040102,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Charlotte,SL04010202,Charlotte,,,Mountain Rural,SL040102,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Gloucester,SL04010203,Gloucester,,,Mountain Rural,SL040102,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
Leicester,SL04010204,Leicester,,,Mountain Rural,SL040102,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2016-08-01,2017-08-16,
