#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Venezuela,CU0310,Venezuela,,,Ciego de Ávila,CU03,Cuba,CU,2017-09-07,2020-11-18,
Abreus,CU0401,Abreus,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Aguada de Pasajeros,CU0402,Aguada de Pasajeros,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Ciefuegos,CU0403,Ciefuegos,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Cruces,CU0404,Cruces,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Cumanayagua,CU0405,Cumanayagua,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Lajas,CU0406,Lajas,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Palmira,CU0407,Palmira,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Rodas,CU0408,Rodas,,,Cienfuegos,CU04,Cuba,CU,2017-09-07,2020-11-18,
Bartolomé Masó,CU0501,Bartolome Maso,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Bayamo,CU0502,Bayamo,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Buey Arriba,CU0503,Buey Arriba,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Campechuela,CU0504,Campechuela,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Cauto Cristo,CU0505,Cauto Cristo,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Guisa,CU0506,Guisa,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Jiguaní,CU0507,Jiguani,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Manzanillo,CU0508,Manzanillo,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Media Luna,CU0509,Media Luna,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Niquero,CU0510,Niquero,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Pilón,CU0511,Pilon,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Río Cauto,CU0512,Rio Cauto,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Yara,CU0513,Yara,,,Granma,CU05,Cuba,CU,2017-09-07,2020-11-18,
Baracoa,CU0601,Baracoa,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Caimanera,CU0602,Caimanera,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
El Salvador,CU0603,El Salvador,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Guantánamo,CU0604,Guantanamo,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Imías,CU0605,Imias,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Maisí,CU0606,Maisi,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Manuel Tames,CU0607,Manuel Tames,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Niceto Pérez,CU0608,Niceto Perez,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
San Antonio del Sur,CU0609,San Antonio del Sur,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Yateras,CU0610,Yateras,,,Guantánamo,CU06,Cuba,CU,2017-09-07,2020-11-18,
Antilla,CU0701,Antilla,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Báguanos,CU0702,Baguanos,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Banes,CU0703,Banes,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Cacocum,CU0704,Cacocum,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Calixto García,CU0705,Calixto Garcia,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Cueto,CU0706,Cueto,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Frak País,CU0707,Frak Pais,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Gibara,CU0708,Gibara,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Holguín,CU0709,Holguin,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Mayarí,CU0710,Mayari,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Moa,CU0711,Moa,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Rafael Freyre,CU0712,Rafael Freyre,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Sagua de Tánamo,CU0713,Sagua de Tanamo,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Urbano Noris,CU0714,Urbano Noris,,,Holguín,CU07,Cuba,CU,2017-09-07,2020-11-18,
Isla de la Juventud,CU0801,Isla de la Juventud,,,Isla de la Juventud,CU08,Cuba,CU,2017-09-07,2020-11-18,
Arroyo Naranjo,CU0901,Arroyo Naranjo,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Boyeros,CU0902,Boyeros,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Centro Habana,CU0903,Centro Habana,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Cerro,CU0904,Cerro,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Cotorro,CU0905,Cotorro,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Diez de Octubre,CU0906,Diez de Octubre,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Guanabacoa,CU0907,Guanabacoa,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
La Habana del Este,CU0908,La Habana del Este,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
La Habana Vieja,CU0909,La Habana Vieja,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
La Lisa,CU0910,La Lisa,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Marianao,CU0911,Marianao,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Playa,CU0912,Playa,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Plaza de la Revolución,CU0913,Plaza de la Revolucion,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Regla,CU0914,Regla,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
San Miguel del Padrón,CU0915,San Miguel del Padron,,,La Habana,CU09,Cuba,CU,2017-09-07,2020-11-18,
Amancio,CU1001,Amancio,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Colombia,CU1002,Colombia,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Jesús Menéndez,CU1003,Jesus Menendez,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Jobabo,CU1004,Jobabo,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Las Tunas,CU1005,Las Tunas,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Majibacoa,CU1006,Majibacoa,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Manatí,CU1007,Manati,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Puerto Padre,CU1008,Puerto Padre,,,Las Tunas,CU10,Cuba,CU,2017-09-07,2020-11-18,
Cárdenas,CU1101,Cardenas,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Calimete,CU1102,Calimete,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Ciénaga de Zapata,CU1103,Cienaga de Zapata,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Colón,CU1104,Colon,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Jagüey Grande,CU1105,Jaguey Grande,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Jovellanos,CU1106,Jovellanos,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Limonar,CU1107,Limonar,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Los Arabos,CU1108,Los Arabos,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Martí,CU1109,Marti,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Matanzas,CU1110,Matanzas,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Pedro Betancourt,CU1111,Pedro Betancourt,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Perico,CU1112,Perico,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Unión de Reyes,CU1113,Union de Reyes,,,Matanzas,CU11,Cuba,CU,2017-09-07,2020-11-18,
Batabanó,CU1201,Batabano,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Bejucal,CU1202,Bejucal,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Güines,CU1203,Guines,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Jaruco,CU1204,Jaruco,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Madruga,CU1205,Madruga,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Melena del Sur,CU1206,Melena del Sur,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Nueva Paz,CU1207,Nueva Paz,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Quivicán,CU1208,Quivican,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
San José de las Lajas,CU1209,San Jose de las Lajas,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
San Nicolás,CU1210,San Nicolas,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Santa Cruz del Norte,CU1211,Santa Cruz del Norte,,,Mayabeque,CU12,Cuba,CU,2017-09-07,2020-11-18,
Consolación del Sur,CU1301,Consolacion del Sur,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Guane,CU1302,Guane,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
La Palma,CU1303,La Palma,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Los Palacios,CU1304,Los Palacios,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Mantua,CU1305,Mantua,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Minas de Matahambre,CU1306,Minas de Matahambre,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Pinar del Río,CU1307,Pinar del Rio,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
San Juan y Martínez,CU1308,San Juan y Martinez,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
San Luis,CU1309,San Luis,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Sandino,CU1310,Sandino,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Viñales,CU1311,Vinales,,,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
Cabaiguán,CU1401,Cabaiguan,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Fomento,CU1402,Fomento,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Jatibonico,CU1403,Jatibonico,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
La Sierpe,CU1404,La Sierpe,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Sancti Spíritus,CU1405,Sancti Spiritus,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Taguasco,CU1406,Taguasco,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Trinidad,CU1407,Trinidad,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Yaguajay,CU1408,Yaguajay,,,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
Contramaestre,CU1501,Contramaestre,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Guamá,CU1502,Guama,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Mella,CU1503,Mella,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Palma Soriano,CU1504,Palma Soriano,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
San Luis,CU1505,San Luis,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Santiago de Cuba,CU1506,Santiago de Cuba,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Segundo Frente,CU1507,Segundo Frente,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Songo-La Maya,CU1508,Songo-La Maya,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Tercer Frente,CU1509,Tercer Frente,,,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
Caibarién,CU1601,Caibarien,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Camajuaní,CU1602,Camajuani,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Cifuentes,CU1603,Cifuentes,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Corralillo,CU1604,Corralillo,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Encrucijada,CU1605,Encrucijada,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Manicaragua,CU1606,Manicaragua,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Placetas,CU1607,Placetas,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Quemado de Güines,CU1608,Quemado de Guines,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Ranchuelo,CU1609,Ranchuelo,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Remedios,CU1610,Remedios,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Sagua la Grande,CU1611,Sagua la Grande,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Santa Clara,CU1612,Santa Clara,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
Santo Domingo,CU1613,Santo Domingo,,,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
