admin3Name_es,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_es,admin3AltName2_es,admin3AltName1_en,admin3AltName2_en,admin2Name_es,admin2Name_en,admin2Pcode,admin1Name_es,admin1Name_en,admin1Pcode,admin0Name_es,admin0Name_en,admin0Pcode,date,validOn,validTo
#adm3+name+i_es,#adm3+name+i_en,#adm3+code+pcode,,#adm3+name+i_es,#adm3+name+i_es,#adm3+name+i_en,#adm3+name+i_en,#adm2+name+i_es,#adm2+name+i_en,#adm2+code+pcode,#adm1+name+i_es,#adm1+name+i_en,#adm1+code+pcode,#adm0+name+i_es,#adm0+name+i_en,#adm0+code+pcode,#date,#date+valid_on,#date+valid_to
Guardatinajas,,VE120804,,,,,,Francisco De Miran,,VE1208,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Altagracia De Orit,,VE120901,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Lezama,,VE120902,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Libertad De Orituco,,VE120903,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Paso Real De Macaira,,VE120904,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Francisco De Macaira,,VE120905,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Rafael De Orituco,,VE120906,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Soublette,,VE120907,,,,,,Jose Tadeo Monagas,,VE1209,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Ortiz,,VE121001,,,,,,Ortiz,,VE1210,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Francisco De Tiznados,,VE121002,,,,,,Ortiz,,VE1210,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose De Tiznados,,VE121003,,,,,,Ortiz,,VE1210,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Lorenzo De Tiznados,,VE121004,,,,,,Ortiz,,VE1210,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tucupido,,VE121101,,,,,,Jose Felix Rivas,,VE1211,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Rafael De Laya,,VE121102,,,,,,Jose Felix Rivas,,VE1211,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital San Juan De Los Mo,,VE121201,,,,,,Juan German Roscio,,VE1212,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cantagallo,,VE121202,,,,,,Juan German Roscio,,VE1212,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Parapara,,VE121203,,,,,,Juan German Roscio,,VE1212,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose De Guaribe,,VE121301,,,,,,San Jose De Guarib,,VE1213,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Santa Maria De Ipi,,VE121401,,,,,,Santa Maria De Ipi,,VE1214,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Altamira,,VE121402,,,,,,Santa Maria De Ipi,,VE1214,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Zaraza,,VE121501,,,,,,Zaraza,,VE1215,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose De Unare,,VE121502,,,,,,Zaraza,,VE1215,Guarico,,VE12,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pio Tamayo,,VE130101,,,,,,Andres Eloy Blanco,,VE1301,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Quebrada Honda De Guache,,VE130102,,,,,,Andres Eloy Blanco,,VE1301,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Yacambu,,VE130103,,,,,,Andres Eloy Blanco,,VE1301,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Freitez,,VE130201,,,,,,Crespo,,VE1302,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Maria Blanco,,VE130202,,,,,,Crespo,,VE1302,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Catedral,,VE130301,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Concepcion,,VE130302,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Cuji,,VE130303,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan De Villegas,,VE130304,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Santa Rosa,,VE130305,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tamaca,,VE130306,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Union,,VE130307,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Aguedo Felipe Alvarado,,VE130308,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Buena Vista,,VE130309,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juarez,,VE130310,,,,,,Iribarren,,VE1303,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Bautista Rodriguez,,VE130401,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cuara,,VE130402,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Diego De Lozada,,VE130403,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Paraiso De San Jose,,VE130404,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Miguel,,VE130405,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Tintorero,,VE130406,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Bernardo Dorante,,VE130407,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Coronel Mariano Peraza,,VE130408,,,,,,Jimenez,,VE1304,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Bolivar,,VE130501,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Anzoategui,,VE130502,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guarico,,VE130503,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Hilario Luna Y Luna,,VE130504,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Humocaro Alto,,VE130505,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Hum0Caro Bajo,,VE130506,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Candelaria,,VE130507,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Moran,,VE130508,,,,,,Moran,,VE1305,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cabudare,,VE130601,,,,,,Palavecino,,VE1306,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Gregorio Bastidas,,VE130602,,,,,,Palavecino,,VE1306,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Agua Viva,,VE130603,,,,,,Palavecino,,VE1306,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sarare,,VE130701,,,,,,Simon Planas,,VE1307,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Buria,,VE130702,,,,,,Simon Planas,,VE1307,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Gustavo Vegas Leon,,VE130703,,,,,,Simon Planas,,VE1307,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Trinidad Samuel,,VE130801,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Antonio Diaz,,VE130802,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Camacaro,,VE130803,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Castañeda,,VE130804,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cecilio Zubillaga,,VE130805,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Chiquinquira,,VE130806,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Blanco,,VE130807,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Espinoza De Los Monteros,,VE130808,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Lara,,VE130809,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Las Mercedes,,VE130810,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Manuel Morillo,,VE130811,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Montaña Verde,,VE130812,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Montes De Oca,,VE130813,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Torres,,VE130814,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Reyes Vargas,,VE130816,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Altagracia,,VE130817,,,,,,Torres,,VE1308,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Siquisique,,VE130901,,,,,,Urdaneta,,VE1309,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Moroturo,,VE130902,,,,,,Urdaneta,,VE1309,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Miguel,,VE130903,,,,,,Urdaneta,,VE1309,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Xaguas,,VE130904,,,,,,Urdaneta,,VE1309,Lara,,VE13,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Presidente Betancourt,,VE140101,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Presidente Paez,,VE140102,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Presidente Romulo Gallegos,,VE140103,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Gabriel Picon Gonzalez,,VE140104,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Hector Amable Mora,,VE140105,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jose Nucete Sardi,,VE140106,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Pulido Mendez,,VE140107,,,,,,Alberto Adriani,,VE1401,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Andres Bello,,VE140201,,,,,,Andres Bello,,VE1402,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Antonio Pinto Sali,,VE140301,,,,,,Antonio Pinto Sali,,VE1403,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mesa Bolivar,,VE140302,,,,,,Antonio Pinto Sali,,VE1403,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mesa De Las Palmas,,VE140303,,,,,,Antonio Pinto Sali,,VE1403,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Aricagua,,VE140401,,,,,,Aricagua,,VE1404,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Antonio,,VE140402,,,,,,Aricagua,,VE1404,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Arzobispo Chacon,,VE140501,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capuri,,VE140502,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Chacanta,,VE140503,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Molino,,VE140504,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Guaimaral,,VE140505,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mucutuy,,VE140506,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mucuchachi,,VE140507,,,,,,Arzobispo Chacon,,VE1405,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Fernandez Peña,,VE140601,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Matriz,,VE140602,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Montalban,,VE140603,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Acequias,,VE140604,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jaji,,VE140605,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Mesa,,VE140606,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Jose Del Sur,,VE140607,,,,,,Campo Elias,,VE1406,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Caracciolo Parra O,,VE140701,,,,,,Caracciolo Parra O,,VE1407,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Florencio  Ramirez,,VE140702,,,,,,Caracciolo Parra O,,VE1407,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Cardenal Quintero,,VE140801,,,,,,Cardenal Quintero,,VE1408,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Las Piedras,,VE140802,,,,,,Cardenal Quintero,,VE1408,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Guaraque,,VE140901,,,,,,Guaraque,,VE1409,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mesa De Quintero,,VE140902,,,,,,Guaraque,,VE1409,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Rio Negro,,VE140903,,,,,,Guaraque,,VE1409,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Palmira,,VE141002,,,,,,Julio Cesar Salas,,VE1410,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Justo Briceño,,VE141101,,,,,,Justo Briceño,,VE1411,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Cristobal De Torondoy,,VE141102,,,,,,Justo Briceño,,VE1411,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Antonio Spinetti Dini,,VE141201,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Arias,,VE141202,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Caracciolo Parra Perez,,VE141203,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Domingo Peña,,VE141204,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Llano,,VE141205,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Gonzalo Picon Febres,,VE141206,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Jacinto Plaza,,VE141207,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Juan Rodriguez Suarez,,VE141208,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Lasso De La Vega,,VE141209,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mariano Picon Salas,,VE141210,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Milla,,VE141211,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Osuna Rodriguez,,VE141212,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Sagrario,,VE141213,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
El Morro,,VE141214,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Los Nevados,,VE141215,,,,,,Libertador,,VE1412,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Miranda,,VE141301,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Andres Eloy Blanco,,VE141302,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Venta,,VE141303,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Piñango,,VE141304,,,,,,Miranda,,VE1413,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Obispo Ramos De Lo,,VE141401,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Eloy Paredes,,VE141402,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Rafael De Alcazar,,VE141403,,,,,,Obispo Ramos De Lo,,VE1414,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital  Padre Noguera,,VE141501,,,,,,Padre Noguera,,VE1415,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Pueblo Llano,,VE141601,,,,,,Pueblo Llano,,VE1416,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Rangel,,VE141701,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Cacute,,VE141702,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
La Toma,,VE141703,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Mucuruba,,VE141704,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
San Rafael,,VE141705,,,,,,Rangel,,VE1417,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Rivas Davila,,VE141801,,,,,,Rivas Davila,,VE1418,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Geronimo Maldonado,,VE141802,,,,,,Rivas Davila,,VE1418,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
Capital Santos Marquina,,VE141900,,,,,,Santos Marquina,,VE1419,Merida,,VE14,Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),VE,2018-05-02,2019-11-10,
