#adm4+name+i_en,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_en,#adm4+name+alt2+i_en,#adm3+name+i_en,#adm3+code+v_pcode,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Antanampizina,MG42412070015,,,,Tsiamalao,MG42412070,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanamarina,MG42412070016,,,,Tsiamalao,MG42412070,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimanga,MG42412070017,,,,Tsiamalao,MG42412070,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andranovo,MG42412070018,,,,Tsiamalao,MG42412070,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maroamalona,MG42412090001,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antananambo I,MG42412090002,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimadiro,MG42412090003,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Miandrarivo,MG42412090004,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Samotretry Bas,MG42412090005,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maetsamena,MG42412090006,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalafotaka,MG42412090007,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Soamiangona Bas,MG42412090008,,,,Maroamalona,MG42412090,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Tsarahonenana,MG42412110001,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Betaimby,MG42412110002,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Malainkolemby,MG42412110003,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimitsinjo,MG42412110004,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsatrana,MG42412110005,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodivoarahely,MG42412110006,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambato,MG42412110007,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Farafanga,MG42412110008,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambiky,MG42412110009,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antananambo,MG42412110010,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andrafiatsara,MG42412110011,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Betsitindry,MG42412110012,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andambalo,MG42412110013,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodisely,MG42412110014,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsahalemaka,MG42412110015,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maevahiaka,MG42412110016,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsakoamivanditra,MG42412110017,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambovobe,MG42412110018,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambatomironkona,MG42412110019,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambobaka,MG42412110020,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimanarihely,MG42412110021,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsahono,MG42412110022,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalihabe,MG42412110023,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Beronono,MG42412110024,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andranovato,MG42412110025,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anantaka,MG42412110026,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Betomorona,MG42412110027,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalafary,MG42412110028,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Beriana,MG42412110029,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanambao Haut,MG42412110030,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanambao Bas Beriana,MG42412110031,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsara II,MG42412110032,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimotso Belo,MG42412110033,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Belo,MG42412110034,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Bejabora,MG42412110035,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anketrakabe,MG42412110036,,,,Tsarahonenana,MG42412110,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsakanalabe,MG42412130001,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimandresy,MG42412130002,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambarijeby,MG42412130003,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andohaniambala,MG42412130004,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maevalakana,MG42412130005,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anengitra,MG42412130006,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankijanibe,MG42412130007,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodisakoana,MG42412130008,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsanira,MG42412130009,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Analanambe,MG42412130010,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalavelombe,MG42412130011,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Mahalina,MG42412130012,,,,Antsakanalabe,MG42412130,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambararata I,MG42412150001,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalamanary,MG42412150002,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andilamboay,MG42412150003,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanambe,MG42412150004,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambararata II,MG42412150005,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimadiro Nord,MG42412150006,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Betaimboraka,MG42412150007,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambingivato,MG42412150008,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andampimena,MG42412150009,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsoriabe,MG42412150010,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankofio Haut,MG42412150011,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimadiro Est,MG42412150012,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Mahadera,MG42412150013,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Berentsina,MG42412150014,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anivorano,MG42412150015,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankofio Bas,MG42412150016,,,,Ambararata,MG42412150,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambolidibe Est,MG42412170001,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Beanala,MG42412170002,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Benara,MG42412170003,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Mangankana,MG42412170004,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maetsamainty,MG42412170005,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambilany,MG42412170006,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalakofafa,MG42412170007,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Bemanevika Haut,MG42412170008,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodisikidy,MG42412170009,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Sahantona,MG42412170010,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Sahalafa Haut,MG42412170011,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankosibe Bas,MG42412170012,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodiamontana,MG42412170013,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambinaninantakotako,MG42412170014,,,,Ambolidibe Est,MG42412170,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankarongana,MG42412190001,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsatrana,MG42412190002,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambatonaisodrano,MG42412190003,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsiradrano,MG42412190004,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodifamba,MG42412190005,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambaladera,MG42412190006,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maroadabo,MG42412190007,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimena,MG42412190008,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Lohaniromba,MG42412190009,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambatoharanana,MG42412190010,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanantanana,MG42412190011,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Marivorano,MG42412190012,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimahasoa,MG42412190013,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Tsarabajina,MG42412190014,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Mainampango,MG42412190015,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Malamamaina,MG42412190016,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anjozoro,MG42412190017,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andilambe,MG42412190018,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Fandrakotra,MG42412190019,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimadiro Sud,MG42412190020,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Maromandroso,MG42412190021,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodirengitra,MG42412190022,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambinanikiajobo,MG42412190023,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Matahitiry,MG42412190024,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankijanilava,MG42412190025,,,,Ankarongana,MG42412190,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsakabary,MG42412210001,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankosilava,MG42412210002,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Bezono,MG42412210003,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambendrana,MG42412210004,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andrafia,MG42412210005,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodifinesy,MG42412210006,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambinanindrano,MG42412210007,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodisikidy II,MG42412210008,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankisingy,MG42412210009,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalavary,MG42412210010,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimitsinjo,MG42412210011,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankazomeva,MG42412210012,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Sinjabe,MG42412210013,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Marovotry,MG42412210014,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Lavavozona,MG42412210015,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andranonahoatra,MG42412210016,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antafiambe,MG42412210017,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andapanomby,MG42412210018,,,,Antsakabary,MG42412210,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Matsondakana,MG42412230001,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antetezantany,MG42412230002,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodimanga Bemarambonga,MG42412230003,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Nosimbendrana,MG42412230004,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanibe,MG42412230005,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohimarina,MG42412230006,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Manandriana Station,MG42412230007,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsahabe L,MG42412230008,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalapaiso,MG42412230009,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Belalona,MG42412230010,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambavala,MG42412230011,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Marojao,MG42412230012,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antananivo Ambatofotsy,MG42412230013,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Amparihy,MG42412230014,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalarivo,MG42412230015,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanambaobe,MG42412230016,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambohitsara I,MG42412230017,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Bemanevika Bas,MG42412230018,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Analavory,MG42412230019,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Andranomena,MG42412230020,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Lanjarivo,MG42412230021,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambodisikidy I,MG42412230022,,,,Matsondakana,MG42412230,Befandriana Nord,MG42412,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Haute Ville,MG42413010001,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antafiantsivakina,MG42413010002,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankiririky Nord,MG42413010003,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalakida,MG42413010004,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankiririky Sud,MG42413010005,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalabe Est,MG42413010006,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambalabe Ouest,MG42413010007,,,,Antsohihy,MG42413010,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankerika Centre,MG42413030001,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ambiky,MG42413030002,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ampanihira,MG42413030003,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanimbaribe,MG42413030004,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antsaonjo,MG42413030005,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Androibe,MG42413030006,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anjiajia,MG42413030007,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antafiandakana,MG42413030008,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankerika Nord,MG42413030009,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankerika Sud,MG42413030010,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Antanambao,MG42413030011,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Anjobony,MG42413030012,,,,Ankerika,MG42413030,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ampandriankilandy,MG42413051001,,,,Ampandriankilandy,MG42413051,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
Ankazobetsihay,MG42413051002,,,,Ampandriankilandy,MG42413051,Antsohihy,MG42413,Sofia,MG42,Madagascar,MG,2010-12-31,2020-02-20,
