#adm2+name+i_en,#adm2+name+i_fa,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_fa,#adm2+name+alt2+i_fa,#adm1+name+i_en,#adm1+name+i_fa,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fa,#country+code+v_iso2,#date+start,#date+updated,#date+end
Sonqor,شهرستان سنقر,IR014014,,,,,,Kermanshah,کرمانشاه,IR014,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Abadan,شهرستان آبادان,IR015001,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Aghajari,شهرستان آغاجاری,IR015002,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ahvaz,شهرستان اهواز,IR015003,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Andika,شهرستان اندیکا,IR015004,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Andimeshk,شهرستان اندیمشک,IR015005,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Baghmalek,شهرستان باغ‌ملک,IR015006,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mahshahr,شهرستان بندر ماهشهر,IR015007,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bavi,شهرستان باوی,IR015008,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Behbahan,شهرستان بهبهان,IR015009,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dasht-e-Azadegan,شهرستان دشت آزادگان,IR015010,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dezful,شهرستان دزفول,IR015011,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Guotvand,شهرستان گتوند,IR015012,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Haftgol,شهرستان هفتکل,IR015013,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Hamidieh,شهرستان حمیدیه,IR015014,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Hendijan,شهرستان هندیجان,IR015015,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Hoveizeh,شهرستان هویزه,IR015016,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Izeh,شهرستان ایذه,IR015017,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Karoun,شهرستان کارون,IR015018,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khorramshahr,شهرستان خرمشهر,IR015019,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Lali,شهرستان لالی,IR015020,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Masjed-Soleyman,شهرستان مسجدسلیمان,IR015021,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Omidiyeh,شهرستان امیدیه,IR015022,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ramhormoz,شهرستان رامهرمز,IR015023,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ramshir,شهرستان رامشیر,IR015024,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shadegan,شهرستان شادگان,IR015025,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shush,شهرستان شوش,IR015026,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shushtar,شهرستان شوشتر,IR015027,,,,,,Khuzestan,خوزستان,IR015,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bahmai,شهرستان بهمئی,IR016001,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Basht,شهرستان باشت,IR016002,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Yasooj_x000D_,شهرستان بویراحمد,IR016003,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Charam,شهرستان چرام,IR016004,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dena,شهرستان دنا,IR016005,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Gachsaran,شهرستان گچساران,IR016006,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Kohgeluyeh,شهرستان کهگیلویه,IR016007,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Landeh,شهرستان لنده,IR016008,,,,,,Kohgiluyeh and Boyer-Ahmad,کهگیلویه و بویراحمد,IR016,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Baneh,شهرستان بانه,IR017001,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bijar,شهرستان بیجار,IR017002,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dehgolan,شهرستان دهگلان,IR017003,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Divandarreh,شهرستان دیواندره,IR017004,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Qorveh,شهرستان قروه,IR017005,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Kamyaran,شهرستان کامیاران,IR017006,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Marivan,شهرستان مریوان,IR017007,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sannandaj,شهرستان سنندج,IR017008,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Saqqez,شهرستان سقز,IR017009,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sarvabad,شهرستان سروآباد,IR017010,,,,,,Kurdistan,کردستان,IR017,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Aligudarz,شهرستان الیگودرز,IR018001,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Azna,شهرستان ازنا,IR018002,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Borujerd,شهرستان بروجرد,IR018003,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Delfan,شهرستان دلفان,IR018004,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Doureh,شهرستان دوره,IR018005,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dorud,شهرستان دورود,IR018006,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khorramabad,شهرستان خرم‌آباد,IR018007,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Kuhdasht,شهرستان کوهدشت,IR018008,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Poldokhtar,شهرستان پلدختر,IR018009,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Romeshkan,شهرستان رومشکان,IR018010,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Selseleh,شهرستان سلسله,IR018011,,,,,,Lorestan,لرستان,IR018,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Arak,شهرستان اراک,IR019001,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ashtian,شهرستان آشتیان,IR019002,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Delijan,شهرستان دلیجان,IR019003,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Farahan,شهرستان فراهان,IR019004,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khomein,شهرستان خمین,IR019005,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khondab,شهرستان خنداب,IR019006,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Komeijan,شهرستان کمیجان,IR019007,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mahallat,شهرستان محلات,IR019008,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Saveh,شهرستان ساوه,IR019009,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shazand,شهرستان شازند,IR019010,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Tafresh,شهرستان تفرش,IR019011,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zarandieh,شهرستان زرندیه,IR019012,,,,,,Markazi,مرکزی,IR019,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Abbasabad,شهرستان عباس آباد,IR020001,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Amol,شهرستان آمل,IR020002,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Babol,شهرستان بابل,IR020003,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Babolsar,شهرستان بابلسر,IR020004,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Behshahr,شهرستان بهشهر,IR020005,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Chalus,شهرستان چالوس,IR020006,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Feredunkenar,شهرستان فریدونکنار,IR020007,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Galugah,شهرستان گلوگاه,IR020008,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Qaemshahr,شهرستان قائم‌شهر,IR020009,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Juybar,شهرستان جویبار,IR020010,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Kelardasht,شهرستان کلاردشت,IR020011,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mahmudabad,شهرستان محمودآباد,IR020012,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Miandorud,شهرستان میاندورود,IR020013,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Neka,شهرستان نکا,IR020014,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Noshahr,شهرستان نوشهر,IR020015,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Nur,شهرستان نور,IR020016,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Ramsar,شهرستان رامسر,IR020017,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sari,شهرستان ساری,IR020018,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Northern Savadkooh,شهرستان سوادکوه شمالی,IR020019,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Savadkuh,شهرستان سوادکوه,IR020020,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Simorgh,شهرستان سیمرغ,IR020021,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Tonekabon,شهرستان تنکابن,IR020022,,,,,,Mazandaran,مازندران,IR020,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bojnurd,شهرستان بجنورد,IR021001,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Esfarayen,شهرستان اسفراین,IR021002,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Faroj,شهرستان فاروج,IR021003,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Germeh,شهرستان گرمه,IR021004,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Jajrom,شهرستان جاجرم,IR021005,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Maneh-o-Samalqan,شهرستان مانه وسملقان,IR021006,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Razo Jalgelan,شهرستان رازوجرگلان,IR021007,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shirvan,شهرستان شیروان,IR021008,,,,,,North Khorasan,خراسان شمالی,IR021,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Abyek,شهرستان آبیک,IR022001,,,,,,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Alborz,شهرستان البرز,IR022002,,,,,,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Avaj,شهرستان آوج,IR022003,,,,,,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Buin-Zahra,شهرستان بوئین زهرا,IR022004,,,,,,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Qazvin,شهرستان قزوین,IR022005,,,,,,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Takestan,شهرستان تاکستان,IR022006,,,,,,Qazvin,قزوین,IR022,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Qom,شهرستان قم,IR023001,,,,,,Qom,قم,IR023,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bajestan,شهرستان بجستان,IR024001,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bakharz,شهرستان باخرز,IR024002,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Bardaskan,شهرستان بردسکن,IR024003,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Torghabe-o-Shandiz,شهرستان بینالود,IR024004,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Chenaran,شهرستان چناران,IR024005,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dargaz,شهرستان درگز,IR024006,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Davarzan,شهرستان داورزن,IR024007,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Fariman,شهرستان فریمان,IR024008,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Firuzeh,شهرستان فیروزه,IR024009,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Gonabad,شهرستان گناباد,IR024010,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Joghatai,شهرستان جغتای,IR024011,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Jowayin,شهرستان جوین,IR024012,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Kalat,شهرستان کلات,IR024013,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Kashmar,شهرستان کاشمر,IR024014,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khaf,شهرستان خواف,IR024015,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khalilabad,شهرستان خلیل آباد,IR024016,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khoshab,شهرستان خوشاب,IR024017,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mahvelat,شهرستان مه ولات,IR024018,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mashhad,شهرستان مشهد,IR024019,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Nishapur,شهرستان نیشابور,IR024020,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Quchan,شهرستان قوچان,IR024021,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Rashtkhar,شهرستان رشتخوار,IR024022,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sabzevar,شهرستان سبزوار,IR024023,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sarakhs,شهرستان سرخس,IR024024,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Taybad,شهرستان تایباد,IR024025,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Torbat-e-Heydarieh,شهرستان تربت حیدریه,IR024026,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Torbat-e-Jam,شهرستان تربت جام,IR024027,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Zave,شهرستان زاوه,IR024028,,,,,,Razavi Khorasan,خراسان رضوی,IR024,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Aradan,شهرستان آرادان,IR025001,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Damghan,شهرستان دامغان,IR025002,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Garmsar,شهرستان گرمسار,IR025003,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Mehdishahr,شهرستان مهدی شهر,IR025004,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Meyami,شهرستان میامی,IR025005,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Semnan,شهرستان سمنان,IR025006,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Shahrud,شهرستان شاهرود,IR025008,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Sorkheh,شهرستان سرخه,IR025009,,,,,,Semnan,سمنان,IR025,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Chabahar,شهرستان چابهار,IR026001,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Dalgan,شهرستان دلگان,IR026002,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Fanouj,شهرستان فنوج,IR026003,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Hamoun,شهرستان هامون,IR026004,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Hirmand,شهرستان هیرمند,IR026005,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Iranshahr,شهرستان ایرانشهر,IR026006,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
Khash,شهرستان خاش,IR026007,,,,,,Sistan and Baluchestan,سیستان و بلوچستان,IR026,Iran (Islamic Republic of),ایران (جمهوری اسلامی),IR,2019-04-09,2019-05-14,
