#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:704:2:71703,71703,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71703,Ba Ria,TP. Bà Rịa,VN71703,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71705,71705,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71705,Chau Duc,Huyện Châu Đức,VN71705,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71707,71707,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71707,Xuyen Moc,Huyện Xuyên Mộc,VN71707,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71709,71709,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71709,Tan Thanh,Huyện Tân Thành,VN71709,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71711,71711,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71711,Dat Do,Huyện Đất Đỏ,VN71711,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71712,71712,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71712,Long Dien,Huyện Long Điền,VN71712,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:71714,71714,1603:45:16:704:0,1603:45:16:704:1:717,1603:45:16:704:2:71714,Con Dao,Huyện Côn Đảo,VN71714,,,,,,Ba Ria - Vung Tau,Bà Rịa - Vũng Tàu,VN717,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80101,80101,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80101,Tan An,TP. Tân An,VN80101,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80103,80103,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80103,Tan Hung,Huyện Tân Hưng,VN80103,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80105,80105,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80105,Vinh Hung,Huyện Vĩnh Hưng,VN80105,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80107,80107,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80107,Moc Hoa,Huyện Mộc Hóa,VN80107,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80109,80109,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80109,Tan Thanh,Huyện Tân Thạnh,VN80109,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80111,80111,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80111,Thanh Hoa,Huyện Thạnh Hóa,VN80111,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80113,80113,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80113,Duc Hue,Huyện Đức Huệ,VN80113,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80115,80115,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80115,Duc Hoa,Huyện Đức Hòa,VN80115,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80117,80117,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80117,Ben Luc,Huyện Bến Lức,VN80117,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80119,80119,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80119,Thu Thua,Huyện Thủ Thừa,VN80119,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80121,80121,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80121,Chau Thanh,Huyện Châu Thành,VN80121,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80123,80123,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80123,Tan Tru,Huyện Tân Trụ,VN80123,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80125,80125,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80125,Can Duoc,Huyện Cần Đước,VN80125,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80127,80127,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80127,Can Giuoc,Huyện Cần Giuộc,VN80127,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80128,80128,1603:45:16:704:0,1603:45:16:704:1:801,1603:45:16:704:2:80128,Kien Tuong,Thị xã Kiến Tường,VN80128,,,,,,Long An,Long An,VN801,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80301,80301,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80301,Thi xa Cao Lanh,TP. Cao Lãnh,VN80301,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80303,80303,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80303,Sa Dec,TP. Sa Đéc,VN80303,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80305,80305,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80305,Tan Hong,Huyện Tân Hồng,VN80305,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80307,80307,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80307,Huyen Hong Ngu,Huyện Hồng Ngự,VN80307,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80308,80308,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80308,Thi xa Hong Ngu,Thị xã Hồng Ngự,VN80308,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80309,80309,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80309,Tam Nong,Huyện Tam Nông,VN80309,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80311,80311,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80311,Thanh Binh,Huyện Thanh Bình,VN80311,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80313,80313,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80313,Thap Muoi,Huyện Tháp Mười,VN80313,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80315,80315,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80315,Huyen Cao Lanh,Huyện Cao Lãnh,VN80315,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80317,80317,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80317,Lap Vo,Huyện Lấp Vò,VN80317,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80319,80319,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80319,Lai Vung,Huyện Lai Vung,VN80319,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80321,80321,1603:45:16:704:0,1603:45:16:704:1:803,1603:45:16:704:2:80321,Chau Thanh,Huyện Châu Thành,VN80321,,,,,,Dong Thap,Đồng Tháp,VN803,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80501,80501,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80501,Long Xuyen,TP. Long Xuyên,VN80501,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80503,80503,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80503,Chau Doc,TP. Châu Đốc,VN80503,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80505,80505,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80505,An Phu,Huyện An Phú,VN80505,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80507,80507,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80507,Tan Chau,Thị xã Tân Châu,VN80507,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80509,80509,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80509,Phu Tan,Huyện Phú Tân,VN80509,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80511,80511,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80511,Chau Phu,Huyện Châu Phú,VN80511,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80513,80513,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80513,Tinh Bien,Huyện Tịnh Biên,VN80513,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80515,80515,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80515,Tri Ton,Huyện Tri Tôn,VN80515,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80517,80517,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80517,Cho Moi,Huyện Chợ Mới,VN80517,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80519,80519,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80519,Chau Thanh,Huyện Châu Thành,VN80519,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80521,80521,1603:45:16:704:0,1603:45:16:704:1:805,1603:45:16:704:2:80521,Thoai Son,Huyện Thoại Sơn,VN80521,,,,,,An Giang,An Giang,VN805,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80701,80701,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80701,My Tho,TP. Mỹ Tho,VN80701,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80703,80703,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80703,Go Cong,Thị xã Gò Công,VN80703,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80705,80705,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80705,Tan Phuoc,Huyện Tân Phước,VN80705,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80707,80707,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80707,Chau Thanh,Huyện Châu Thành,VN80707,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80709,80709,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80709,Thi xa Cai Lay,Thị xã Cai Lậy,VN80709,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80711,80711,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80711,Cho Gao,Huyện Chợ Gạo,VN80711,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80713,80713,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80713,Cai Be,Huyện Cái Bè,VN80713,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80715,80715,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80715,Go Cong Tay,Huyện Gò Công Tây,VN80715,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80717,80717,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80717,Go Cong Dong,Huyện Gò Công Đông,VN80717,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80718,80718,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80718,Tan Phu Dong,Huyện Tân Phú Đông,VN80718,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80719,80719,1603:45:16:704:0,1603:45:16:704:1:807,1603:45:16:704:2:80719,Huyen Cai Lay,Huyện Cai Lậy,VN80719,,,,,,Tien Giang,Tiền Giang,VN807,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80901,80901,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80901,Vinh Long,TP. Vĩnh Long,VN80901,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80903,80903,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80903,Long Ho,Huyện Long Hồ,VN80903,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80905,80905,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80905,Mang Thit,Huyện Mang Thít,VN80905,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80907,80907,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80907,Binh Minh,Thị xã Bình Minh,VN80907,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80908,80908,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80908,Binh Tan,Huyện Bình Tân,VN80908,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80909,80909,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80909,Tam Binh,Huyện Tam Bình,VN80909,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80911,80911,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80911,Tra On,Huyện Trà Ôn,VN80911,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:80913,80913,1603:45:16:704:0,1603:45:16:704:1:809,1603:45:16:704:2:80913,Vung Liem,Huyện Vũng Liêm,VN80913,,,,,,Vinh Long,Vĩnh Long,VN809,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81101,81101,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81101,Ben Tre,TP. Bến Tre,VN81101,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81102,81102,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81102,Mo Cay Nam,Huyện Mỏ Cày Nam,VN81102,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81103,81103,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81103,Chau Thanh,Huyện Châu Thành,VN81103,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81105,81105,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81105,Cho Lach,Huyện Chợ Lách,VN81105,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81107,81107,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81107,Mo Cay Bac,Huyện Mỏ Cày Bắc,VN81107,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81109,81109,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81109,Giong Trom,Huyện Giồng Trôm,VN81109,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81111,81111,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81111,Binh Dai,Huyện Bình Đại,VN81111,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81113,81113,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81113,Ba Tri,Huyện Ba Tri,VN81113,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81115,81115,1603:45:16:704:0,1603:45:16:704:1:811,1603:45:16:704:2:81115,Thanh Phu,Huyện Thạnh Phú,VN81115,,,,,,Ben Tre,Bến Tre,VN811,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81301,81301,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81301,Rach Gia,TP. Rạch Giá,VN81301,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81303,81303,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81303,Ha Tien,Thị xã Hà Tiên,VN81303,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81304,81304,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81304,Kien Luong,Huyện Kiên Lương,VN81304,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81305,81305,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81305,Hon Dat,Huyện Hòn Đất,VN81305,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81307,81307,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81307,Tan Hiep,Huyện Tân Hiệp,VN81307,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81309,81309,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81309,Chau Thanh,Huyện Châu Thành,VN81309,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81311,81311,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81311,Giong Rieng,Huyện Giồng Riềng,VN81311,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81313,81313,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81313,Go Quao,Huyện Gò Quao,VN81313,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81315,81315,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81315,An Bien,Huyện An Biên,VN81315,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81317,81317,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81317,An Minh,Huyện An Minh,VN81317,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81319,81319,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81319,Vinh Thuan,Huyện Vĩnh Thuận,VN81319,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81321,81321,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81321,Phu Quoc,Huyện Phú Quốc,VN81321,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81323,81323,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81323,Kien Hai,Huyện Kiên Hải,VN81323,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81325,81325,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81325,U Minh Thuong,Huyện U Minh Thượng,VN81325,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81326,81326,1603:45:16:704:0,1603:45:16:704:1:813,1603:45:16:704:2:81326,Giang Thanh,Huyện Giang Thành,VN81326,,,,,,Kien Giang,Kiên Giang,VN813,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81501,81501,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81501,Ninh Kieu,Quận Ninh Kiều,VN81501,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81503,81503,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81503,O Mon,Quận Ô Môn,VN81503,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81505,81505,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81505,Binh Thuy,Quận Bình Thủy,VN81505,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81507,81507,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81507,Cai Rang,Quận Cái Răng,VN81507,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81509,81509,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81509,Thot Not,Quận Thốt Nốt,VN81509,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81511,81511,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81511,Vinh Thanh,Huyện Vĩnh Thạnh,VN81511,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81513,81513,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81513,Co Do,Huyện Cờ Đỏ,VN81513,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81514,81514,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81514,Thoi Lai,Huyện Thới Lai,VN81514,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
