#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip402,#item+rem+i_qcc+is_zxxx+ix_wikip1566,#item+rem+i_qcc+is_zxxx+ix_wikip1937,#item+rem+i_qcc+is_zxxx+ix_wikip6555,#item+rem+i_qcc+is_zxxx+ix_wikip8119
3148905,Q1754822,314878,3454532,,49778,
3149002,Q1754934,314865,3454530,,49794,
3149101,Q612995,314855,6321653|3454519,,49816,
3149150,Q1789584,314937,3454424,,40541,
3149200,Q1754720,314922,3454384,,49832,
3149309,Q1638732,368793,3454358|6321656,,49859,
3149408,Q1608543,314907,3454340|6321657,,49875,
3149507,Q1789537,314903,3454179,,49891,
3149606,Q1813066,314988,6321659|3454177,,49913,
3149705,Q948637,314997,3454161,,49930,
3149804,Q1749830,314962,3454157|6321661,,49956,
3149903,Q1789707,314945,6321662,,49972,
3149952,Q1798051,314952,3454105,,40568,
3150000,Q629223,314950,6321664|3454053,,49999,
3150109,Q1790460,314623,6321665,,50016,
3150158,Q1780206,314635,6317946,,41343,
3150208,Q1789621,314602,3453920,,50032,
3150307,Q1790344,314667,3453918,,50059,
3150406,Q1789608,314676,3453917,,50075,
3150505,Q1635025,314683,6321670|3453882,,50091,
3150539,Q1789616,314689,6321671,,41360,
3150570,Q1789595,314756,6317974,,41386,
3150604,Q1802239,314755,6321673,,50113,
3150703,Q1789546,314749,3453607,,50130,
3150802,Q1789518,314722,6321675|3453597,,50156,
3150901,Q1789559,314794,3453592,,50172,
3151008,Q1755816,314796,3453591,,50199,
3151107,Q1790309,314780,3453574,,50210,
3151206,Q1756358,315277,3453546|6321679,,50237,
3151305,Q1789588,315269,3453514,,50253,
3151404,Q749248,315300,3453457|6321681,,50270,
3151503,Q1755744,315319,3453439,,50296,
3151602,Q1755797,314451,3453411,,50318,
3151701,Q1754967,315316,3453324,,50334,
3151800,Q817216,315315,3453303|6321685,,50350,
3151909,Q1789697,315360,3453297,,50377,
3152006,Q1789633,315359,3453240|6321687,,50393,
3152105,Q999139,315380,3453078|6321688,,50415,
3152131,Q1789626,315372,6318018,,41408,
3152170,Q1755571,315374,6318020,,40584,
3152204,Q1789713,315387,3452956|6321691,,50431,
3152303,Q1789579,315414,3452774,,50458,
3152402,Q1755522,315443,3452552,,50474,
3152501,Q949798,315431,3452525,,50490,
3152600,Q1789528,315004,3452514|6321695,,50512,
3152709,Q1779977,315030,3452477|6321696,,50539,
3152808,Q22066969,315065,3452440|6324234,,50555,
3152907,Q1789690,315072,3452380,,50571,
3153004,Q1755576,315080,3452370,,50598,
3153103,Q1804762,315082,6321699,,50610,
3153202,Q948550,315119,6318058|6321700,,50636,
3153301,Q1789682,315142,6318064,,50652,
3153400,Q1750034,315177,6321702,,50679,
3153509,Q443518,315167,6316361|6321703,,50695,
3153608,Q1755006,368833,6321704|3452217,,50717,
3153707,Q629087,315200,3452170,,50733,
3153806,Q1790319,315198,3452050,,50750,
3153905,Q1780289,368823,6321707|3451812,,50776,
3154002,Q920002,314892,3451791,,50792,
3154101,Q614267,314890,6321709,,50814,
3154150,Q1789501,314884,3451718,,41424,
3154200,Q1789305,314862,3451667,,50830,
3154309,Q986252,314845,3451650|6321712,,50857,
3154408,Q1754957,314851,3451637,,50873,
3154457,Q1789472,314985,6318120|6321714,,40606,
3154507,Q1754708,314971,3451428,,50890,
3154606,Q737689,368780,6321716,,50911,
3154705,Q1754727,314967,3451327|6321717,,50938,
3154804,Q732563,368800,3451270|6321718,,50954,
3154903,Q1789345,314914,6321719|3451236,,50970,
3155009,Q1780194,314679,6321720,,50997,
3155108,Q1755699,314694,3451164|6321721,,51012,
3155207,Q1789479,314645,3451146|6321722,,51039,
3155306,Q1780188,314644,3451126|6321723,,51055,
3155405,Q1789460,314640,6321724,,51071,
3155504,Q22065225,314621,6321725,,51098,
3155603,Q1789409,314595,3451100|6321726,,51110,
3155702,Q22065223,314800,3451095|6321727,,51136,
3155801,Q22065221,314764,6321728|3451094,,51152,
3155900,Q1789450,314750,3451088|6321729,,51179,
3156007,Q1789441,314708,3451049|6321730,,51195,
3156106,Q1789434,314723,6318173,,51217,
3156205,Q304119,315330,6321732|3451001,,51233,
3156304,Q748047,315322,3450977,,51250,
3156403,Q1789399,315323,3450952|6321734,,51276,
3156452,Q1789508,315313,6321735|3450876,,40622,
3156502,Q1789418,315352,6321736|3450847,,51292,
3156601,Q1755566,315332,3450841,,51314,
3156700,Q1451808,368808,3450817,,51330,
3156809,Q1755810,315285,3450806|6321739,,51357,
3156908,Q22065210,315434,3450759|6321740,,51373,
3157005,Q22065209,315368,6321741|3450671,,51390,
3157104,Q1755556,315073,3450566|6321742,,51411,
3157203,Q22065207,315081,3450440|6321743,,51438,
3157252,Q1789488,315106,6318218|6321744,,40649,
3157278,Q1789425,315098,6321745|3450403,,41440,
3157302,Q1754948,315099,6318220,,51454,
3157336,Q1752740,315008,6318227,,41467,
3157377,Q1770708,315001,6321747|3450280,,41483,
3157401,Q1124627,315025,6321748|3450279,,51470,
3157500,Q1789393,315014,6321749,,51497,
3157609,Q1755784,315055,6321750|6318241,,51519,
3157658,Q970778,315054,6318247|6321751,,41505,
3157708,Q1789496,315044,3450170|6321752,,51535,
3157807,Q942235,368834,3450144,,51551,
3157906,Q1789137,315217,3450116,,51578,
3158003,Q1789237,315216,3450061,,51594,
3158102,Q1749736,315229,3450058,,51616,
3158201,Q385048,315110,3450057|6321757,,51632,
3158300,Q22065194,315152,6321758|3449952,,51659,
3158409,Q1789181,315148,3449950|6321759,,51675,
3158508,Q1789173,315165,3449945,,51691,
3158607,Q1789205,315178,3449940|6321761,,51713,
3158706,Q1755777,315186,3449939,,51730,
3158805,Q678998,315190,3449937|6321763,,51756,
3158904,Q675814,315228,3449935|6321764,,51772,
3158953,Q929590,315227,6321765,,40681,
3159001,Q1755714,315225,6318329,,51799,
3159100,Q1789163,315223,3449930,,51810,
3159209,Q1755160,315222,3449860|6321768,,51837,
3159308,Q1789193,315237,3449859,,51853,
3159357,Q1789077,315236,6318288|6321770,,40665,
3159407,Q1789091,315239,6321771|3461548,,51870,
3159506,Q375274,315238,3449852,,51896,
3159605,Q1650861,315250,3449847|6321773,,51918,
3159704,Q1789257,315136,6321774|6318297,,51934,
3159803,Q22065178,315182,3449749|6321775,,51950,
3159902,Q986277,315189,3449516|6321776,,51977,
3160009,Q522097,315068,6318352|6321777,,51993,
3160108,Q1789248,315061,3449509|6321778,,52019,
3160207,Q1788666,315088,3449506,,52035,
3160306,Q1772714,315095,3449505,,52051,
3160405,Q956065,315006,3449500|6321781,,52078,
3160454,Q732719,315005,6321782|6318365,,41521,
3160504,Q1789213,315022,3449487,,52094,
3160603,Q1754904,315021,3449461,,52116,
3160702,Q1754760,315026,6321785,,52132,
3160801,Q1755164,315018,6321786|6318384,,52159,
3160900,Q1788539,315019,3449333,,52175,
3160959,Q1754673,315035,6318406|6321787,,41548,
3161007,Q635947,315034,3449219|6321788,,52191,
3161056,Q1788630,315056,6321789|6318413,,41564,
3161106,Q22066968,315057,3449176|6324235,,52213,
3161205,Q2382290,315042,6324241,,52230,
3161304,Q643392,315045,6321790|3449118,,52256,
3161403,Q1788549,315052,3449115|6321791,,52272,
3161502,Q1788508,315422,6321792,,52299,
3161601,Q1754651,315424,3449084,,52310,
3161650,Q1788615,315423,3449082,,41580,
3161700,Q959440,315375,3449062,,52337,
3161809,Q1788460,315373,3449060|6321796,,52353,
3161908,Q1788395,315376,3449059,,52370,
3162005,Q952405,315383,6321798|3449056,,52396,
3162104,Q1788283,315397,6321799|3449053,,52418,
3162203,Q1787319,315386,3448905|6321800,,52434,
3162252,Q785452,315384,6321801|3448897,,40703,
3162302,Q1787264,315395,3448895|6321802,,52450,
3162401,Q1787105,315310,6321803|3448892,,52477,
3162450,Q1787226,315304,6318453,,41602,
3162500,Q740965,315356,3448879|6321805,,52493,
3162559,Q1787194,315358,3448866|6321806,,40720,
3162575,Q1787661,315355,3448878|6321807,,40746,
3162609,Q733528,315343,3448863,,52515,
3162658,Q1787332,315342,6321809|3448862,,40762,
3162708,Q22065096,315265,3448861|6321810,,52531,
3162807,Q22065095,315253,3448850|6321811,,52558,
3162906,Q919616,315255,3448846|6321812,,52574,
3162922,Q666247,368768,6321813|3448824,,41629,
3162948,Q1780266,315258,3448697,,41645,
3162955,Q1787340,368797,6321815,,40789,
3163003,Q1787414,315298,3448688|6321816,,52590,
3163102,Q1755771,315297,3448681,,52612,
3163201,Q1788432,315296,6321818|3448674,,52639,
3163300,Q22065088,315289,3448664|6321819,,52655,
3163409,Q1787250,315295,3448662,,52671,
3163508,Q1788487,314788,6321821|3448656,,52698,
3163607,Q1760621,314789,6321822|3448653,,52710,
3163706,Q985496,314792,6321823,,52736,
3163805,Q1755544,314801,6321824|3448456,,52752,
3163904,Q1788043,314810,3448346|6321825,,52779,
3164001,Q979308,314807,6321826|3448334,,52795,
3164100,Q1787699,314806,3448333|6321827,,52817,
3164209,Q539353,314770,3448320|6321828,,52833,
3164308,Q1755169,314754,6318593|6321829,,52850,
3164407,Q954848,314711,3448239|6321830,,52876,
3164431,Q1787237,314710,6318605|6321831,,42340,
3164472,Q1787309,314714,6318609|6321832,,42366,
3164506,Q1788027,314713,3448224|6321833,,52892,
3164605,Q1787492,314715,6318617|6321834,,52914,
3164704,Q1755708,314725,3448221|6321835,,52930,
3164803,Q1787288,314724,3448217,,52957,
3164902,Q1787301,314719,3448216|6321837,,52973,
3165008,Q1787130,314733,3448184|6321838,,52990,
3165107,Q1788424,314735,6321839|3448177,,53015,
3165206,Q1638397,314668,3448159,,53031,
3165305,Q1770722,314673,3448117,,53058,
3165404,Q1789154,314672,3448014,,53074,
3165503,Q1789104,314671,3447977|6321843,,53090,
3165537,Q1789187,368801,3447969|6321844,,40800,
3165552,Q588111,314688,6321845,,42404,
3165560,Q1789146,314690,6321846,,40827,
3165578,Q1788677,314691,6321847|3447856,,40843,
3165602,Q1789116,314684,6321848|3447853,,53112,
3165701,Q1789127,314699,6321849|3447852,,53139,
3165800,Q921202,314701,6321850|3447851,,53155,
3165909,Q1788519,314703,6318656,,53171,
3166006,Q1788595,314692,6321852|3447843,,53198,
3166105,Q1788604,314693,3447841|6321853,,53210,
3166204,Q1788643,314695,3447840,,53236,
3166303,Q1788651,314698,3447796,,53252,
3166402,Q1789225,314681,6321856|3447789,,53279,
3166501,Q432447,314642,6318667,,53295,
3166600,Q1754911,314648,3447738|6321858,,53317,
3166709,Q543282,314652,6321859|3447731,,53333,
3166808,Q1788636,314655,3447730|6321860,,53350,
3166907,Q593028,314654,3447714|6321861,,53376,
3166956,Q683882,314657,3447713,,42382,
3167004,Q1788624,314656,3447711|6321863,,53392,
3167103,Q919904,314659,3447672|6321864,,53414,
3167202,Q841226,314658,3447624,,53430,
3167301,Q1788659,314661,6321866|3447574,,53457,
3167400,Q1788562,314619,3447565,,53473,
3167509,Q1788499,314613,3447559|6321868,,53490,
3167608,Q767863,314614,3447556|6321869,,53511,
3167707,Q1788529,314609,3447450,,53538,
3167806,Q1788572,314606,3447417|6321871,,53554,
3167905,Q608059,314608,3447117|6321872,,53570,
3168002,Q1787178,314637,3447059|6321873,,53597,
3168051,Q1787155,314636,3446926|6321874,,42420,
3168101,Q22065032,314639,3446874|6321875,,53619,
3168200,Q22081071,314638,6321876|3446871,,53635,
3168309,Q1787098,368774,6318745,,53651,
3168408,Q737667,314632,3446713,,53678,
3168507,Q616133,314631,3446660|6321879,,53694,
3168606,Q1637552,314625,6321880|3446621,,53716,
3168705,Q737237,314626,3446445|6321881,,53732,
3168804,Q1003423,314628,6321882,,53759,
3168903,Q516274,314583,3446406|6321883,,53775,
3169000,Q22065025,314598,6321884|3446392,,53791,
3169059,Q1788440,314599,3446386,,42587,
3169109,Q22065023,314600,6321886|3446371,,53813,
3169208,Q2007466,314989,6321887|3446341,,53830,
3169307,Q1439211,314973,6321888|3446138,,53856,
3169356,Q1815539,314977,6318793,,41157,
3169406,Q1749754,314959,3446077|6321890,,53872,
3169505,Q1788450,314961,3445950,,53899,
3169604,Q1787184,314933,3445941|6321892,,53910,
3169703,Q22065016,314924,3445912|6321893,,53937,
3169802,Q1788481,314923,6318821|6321894,,53953,
3169901,Q922944,314927,3445859,,53970,
3170008,Q952767,314929,6321896|3445855,,53996,
3170057,Q1788403,314930,3445852|6321897,,40860,
3170107,Q381733,314874,3445839|6321898,,54011,
3170206,Q194328,314875,3445831,,54038,
3170305,Q1754681,314863,3445792|6321900,,54054,
3170404,Q1780258,315129,6321901|3445764,,54070,
3170438,Q1787713,315130,6318830|6321902,,42447,
3170479,Q1787170,315132,6318837,,42463,
3170503,Q1787686,315120,3445695,,54097,
3170529,Q1788050,315123,3445689,,40886,
3170578,Q1805295,315126,3445543,,40908,
3170602,Q1787582,315127,6321907|3445531,,54119,
3170651,Q1787599,315112,6318863|6321908,,42480,
3170701,Q983524,315111,3445487,,54135,
3170750,Q1787279,315117,6318866|6321910,,42501,
3170800,Q1787088,315114,6321911|3445459,,54151,
3170909,Q1787139,315156,3445442|6321912,,54178,
3171006,Q1754786,315155,3445418|6321913,,54194,
3171030,Q1788238,315154,6321914|6318881,,42528,
3171071,Q1755586,315153,3445227,,42544,
3171105,Q22064998,315151,3445222|6321916,,54232,
3171154,Q1754736,315150,3445177|6321917,,42560,
3171204,Q1012546,368778,3445162,,54259,
3171303,Q1780182,315147,3445133|6321919,,54275,
3171402,Q1788420,315146,6321920|3445113,,54291,
3171501,Q1790428,315145,6317563,,54313,
3171600,Q744690,315143,3444992,,54330,
3171709,Q1787215,315141,6321923,,54356,
3171808,Q1787121,315140,6321924|3444982,,54372,
3171907,Q1787203,315138,3444981,,54399,
3172004,Q1754796,315137,3444969|6321926,,54410,
3172103,Q1778624,315179,3444882|6321927,,54437,
3172202,Q658813,315180,6318961|6321928,,54216,
3200102,Q1793672,1831575,3473129|6321929,,56014,
3200136,Q1982827,1842988,3472820|6321930,,57991,
3200169,Q652959,1833461,6316318,,56022,
3200201,Q1807909,1829622,6324236|3472666,,56030,
3200300,Q596538,1825376,6321932|3472596,,56057,
3200359,Q973430,1832493,3472432,,56065,
3200409,Q2019024,1823480,6321934,,56073,
3200508,Q2021210,1828254,3471930,,56090,
3200607,Q1794219,1843539,3471848|6321936,,56111,
3200706,Q648890,1828251,6316458,,56138,
3200805,Q804041,1831586,3471061,,56154,
3200904,Q1794183,1832495,6321939,,56170,
3201001,Q2089691,1837757,6321940|3469942,,56197,
3201100,Q1807022,1828257,6321941,,56219,
3201159,Q1982959,1831573,3468991,,56146,
3201209,Q1439193,1828250,3468376,,56235,
3201308,Q841222,1825819,3466954,,56251,
3201407,Q1794952,1840271,3466723|6321945,,56278,
3201506,Q933380,1838598,3465944,,56294,
3201605,Q1998957,1834956,6321946,,56316,
3201704,Q1795227,1840788,6321947,,56332,
3201803,Q1807012,1828867,6317016,,56359,
3201902,Q616475,1840925,3464556|6321949,,56375,
3202009,Q993623,1828866,3464684,,56391,
3202108,Q1794439,1833465,3464364|6321951,,56413,
3202207,Q593133,1842951,6321952,,56430,
3202256,Q1985082,1838530,6324153,,56308,
3202306,Q1807792,1828865,6321953,,56456,
3202405,Q267439,1823223,3461888,,56472,
3202454,Q1795195,1830501,6321955|3461624,,57096,
3202504,Q1807804,1842848,3461579,,56499,
3202553,Q1807726,1828868,6321957,,56502,
3202603,Q595222,1826741,6321958,,56510,
3202652,Q1807920,1829725,3460991|6321959,,56049,
3202702,Q1793795,1842144,3460901|6321960,,56537,
3202801,Q1806710,1826751,3460738|6321961,,56553,
3202900,Q1806714,1842157,3460623|6321962,,56570,
3203007,Q1793709,1829623,6321963|3460505,,56596,
3203056,Q668992,1837214,3460412,,57134,
3203106,Q1806739,1829621,6321965,,56618,
3203130,Q1982819,1842888,3459795|6321966,,56626,
3203163,Q616506,1831581,6321967|3458805,,57916,
3203205,Q1755402,1843541,3458498,,56634,
3203304,Q1806721,1832494,3457928|6321969,,56650,
3203320,Q1806661,1827270,6321970,,56120,
3203346,Q1806664,1826738,6321971|3457770,,56103,
3203353,Q1806633,1838561,6321972,,57070,
3203403,Q1795062,1827273,6321973,,56677,
3203502,Q2013818,1833473,6321974|3456905,,56693,
3203601,Q339532,1833466,3456591|6321975,,56715,
3203700,Q1797483,1830502,3456530|6321976,,56731,
3203809,Q739272,1828252,6321977|3456509,,56758,
3203908,Q734635,1837772,6321978|3456110,,56774,
3204005,Q505326,1832492,6321979|3455277,,56790,
3204054,Q549543,1834404,6317915,,57150,
3204104,Q2018987,1837756,6321981,,56812,
3204203,Q1806645,1826739,3453435|6321982,,56839,
3204252,Q1806678,1837247,6318017,,56200,
3204302,Q2021405,1827271,6318063|6321984,,56855,
3204351,Q1806671,1838488,3451263|6321985,,57118,
3204401,Q1994852,1828126,6321986,,56871,
3204500,Q678885,1842672,6324202|3450166,,56898,
3204559,Q616486,1842175,6318278,,57932,
3204609,Q2039418,1842745,3449782|6321987,,56910,
3204658,Q1806625,1838487,6321988,,56006,
3204708,Q1798735,1837825,6321989,,56936,
3204807,Q1806727,1828258,6319100,,56952,
3204906,Q1763574,1834958,3448519|6321990,,56979,
3204955,Q1806620,1841179,6318594,,56162,
3205002,Q927537,1826737,6321992,,56995,
3205010,Q1806732,1837215,6321993|6318712,,56189,
3205036,Q762224,1828127,6321994,,57959,
3205069,Q1806745,1840859,6318874,,57975,
3205101,Q2020315,1825818,6321996,,57010,
3205150,Q505266,1837770,6318925,,56081,
3205176,Q1806653,1837218,6318939,,56227,
3205200,Q334197,1825815,3445026,,57037,
3205309,Q168376,1825817,3444924,,57053,
3300100,Q542829,2217370,3472177,,58017,
3300159,Q1787636,2215535,3471936,,58181,
3300209,Q1761549,2215536,3471715,,58033,
3300225,Q1761573,2215537,3471665|6319101,,58220,
3300233,Q680119,2215538,3471487|6319102,,58408,
3300258,Q1750235,2215539,3471451|6322004,,59277,
3300308,Q1750175,2217372,3470691,,58050,
3300407,Q808797,2217371,3470636,,58076,
3300456,Q737636,2220781,3470142,,58041,
3300506,Q628978,2215540,6322008|3469481,,58092,
3300605,Q1750011,2213687,3469425|6322009,,58114,
3300704,Q735025,2215541,3468615,,58130,
3300803,Q1983181,2219086,3468425|6322011,,58157,
3300902,Q1787650,2215542,6322012|3467962,,58173,
3300936,Q1787642,2212558,3467003,,58300,
3300951,Q684387,2215546,3480620,,58165,
3301009,Q689868,2211795,6316751,,58190,
3301108,Q1763072,2215543,3467445,,58211,
3301157,Q1807668,2211796,3466961,,58068,
3301207,Q1765089,2215544,3466913|6324204,,58238,
3301306,Q1761688,8259411,3466763|6322017,,58254,
3301405,Q601169,2212559,3465757,,58270,
3301504,Q534937,2215547,3465527|6322018,,58297,
3301603,Q1786966,2215548,3464411,,58319,
3301702,Q193021,2220782,3464374,,58335,
3301801,Q1787607,2219087,3464194,,58351,
3301850,Q1761565,2220783,6322021,,58106,
3301876,Q1761488,2215549,3461477|6322022,,58262,
3301900,Q841244,2220784,3460950,,58378,
3302007,Q730437,2219088,3460899,,58394,
3302056,Q1804116,2213765,3460827,,59293,
3302106,Q1804085,2215550,3460774|6322026,,58416,
3302205,Q1675245,2213766,6322027|3460733,,58432,
3302254,Q817223,2217373,6322028,,58440,
3302270,Q1787673,2220785,6322029|3460132,,58149,
3302304,Q519652,2213767,6322030,,58459,
3302403,Q473250,2212560,3458266,,58475,
3302452,Q1787503,2215551,3458185|6322032,,58386,
3302502,Q841218,2220786,3458142,,58491,
3302601,Q988680,2219089,3457991,,58513,
3302700,Q847037,2220787,6322035,,58530,
3302809,Q1798722,2219090,6322036,,58556,
3302858,Q984780,2709108,6319201,,58467,
3302908,Q1798731,2219091,6322037|3457191,,58572,
3303005,Q1804056,2215552,3457133|6322038,,58599,
3303104,Q2057463,2213768,6322039|3456377,,58610,
3303203,Q983459,2220788,3456290|6322040,,58637,
3303302,Q178725,2220789,3456283|6322041,,58653,
3303401,Q468563,2215553,3456166,,58670,
3303500,Q188897,2709115,6319198|3456160,,58696,
3303609,Q1802179,2219092,3447049|6322043,,58718,
3303708,Q304947,2215554,6322044,,58734,
3303807,Q926729,1277591,6322045,,58750,
3303856,Q955927,2219093,3454827|6322046,,59315,
3303906,Q189043,2219094,6322047|3454031,,58777,
3303955,Q1843603,2217374,3453767|6322048,,58246,
3304003,Q1015780,2217375,3453635|6322049,,58793,
3304102,Q1802244,2213688,6322050|3453010,,58815,
3304110,Q765477,2217376,3452672|6322051,,58327,
3304128,Q1800698,2217377,6322052|3452148,,58025,
3304144,Q1800756,2220791,3452073,,58122,
3304151,Q1803183,2212561,3451927,,58009,
3304201,Q913390,2217378,3451668,,58831,
3304300,Q1802187,2219095,6322056,,58858,
3304409,Q953901,2217379,3451232|6322057,,58874,
3304508,Q1761758,2217380,6322058|3451208,,58890,
3304524,Q1787668,8259410,3451205,,58203,
3304557,Q8678,2697338,3451190,BRRIO,60011,BR.RJ.RJ
3304607,Q2013108,2215556,3450055,,58912,
3304706,Q1788412,2215557,6322062,,58939,
3304755,Q1787681,2211798,6322063,,58289,
3304805,Q1787793,2211797,3449195|6322064,,58955,
3304904,Q83114,2220792,3449072,,58971,
3305000,Q923201,2211799,3448903|6322066,,58998,
3305109,Q459690,2220793,3448877,,59013,
3305133,Q1802262,2215561,3448676,,58343,
3305158,Q941236,2219097,6318518,,59331,
3305208,Q581213,2215562,6322070|3448351,,59030,
3305307,Q1803089,2215563,3448230,,59056,
3305406,Q748985,2215558,6322072,,59072,
3305505,Q653716,2215573,3448011|6322073,,59099,
3305554,Q988677,2219096,3447785|6322074,,58424,
3305604,Q927311,2215559,3447591|6322075,,59110,
3305703,Q1787520,2215560,3447249,,59137,
3305752,Q1787049,2220794,6322077,,58360,
3305802,Q622836,2219098,3446606|6322078,,59153,
3305901,Q1803189,2215564,3446233,,59170,
3306008,Q1787655,2215565,3446065|6322080,,59196,
3306107,Q1005931,2217381,3445596|6322081,,59218,
3306156,Q1803142,2213689,6322082,,58084,
3306206,Q1806430,2219099,6322083|3445433,,59234,
3306305,Q276176,2217382,3444876,,59250,
3500105,Q1637498,298151,3473156,,61018,
3500204,Q676044,298302,6322085,,61034,
3500303,Q1760037,298431,3472968,,61050,
3500402,Q1647805,298075,3472873|3472872,,61077,
3500501,Q249869,298061,6322086|3472869,,61093,
3500550,Q22066,298349,6322087|6316325,,70190,
3500600,Q249900,297918,3472868,BRASO,61115,
3500709,Q1750166,298016,3472825|3472824,,61131,
3500758,Q513601,298120,3472761|6322088,,61581,
3500808,Q596678,298398,3472590,,61158,
3500907,Q305132,298035,3472502|6322089,,61174,
3501004,Q1112482,298422,3472484,,61190,
3501103,Q1806762,298202,3472477,,61212,
3501152,Q642894,298114,6322090,,61220,
3501202,Q1754608,298519,3472418|3472419,,61239,
3501301,Q1750446,298508,3472417,,61255,
3501400,Q1749940,298212,3472413|3472414,,61271,
3501509,Q1750195,297906,3472408|6322091,,61298,
3501608,Q467421,297977,3472342,,61310,
3501707,Q376503,298452,3472338,,61336,
3501806,Q964181,297945,3472337,,61352,
3501905,Q930321,298494,3472311,,61379,
3502002,Q1754575,297984,3472295,,61395,
3502101,Q1646937,298128,6322093|3472248,,61417,
3502200,Q1750222,298408,6322094|3472234,,61433,
3502309,Q942392,298420,6322095,,61450,
3502408,Q22066885,298190,6324331,,61476,
3502507,Q617702,298160,6322096,,61492,
3502606,Q1759370,298023,6322097,,61514,
3502705,Q1760259,298507,6322098,,61530,
3502754,Q765185,298287,3471868|6322099,,61263,
3502804,Q626835,297930,3471859,,61557,
3502903,Q1754621,298446,3471849,,61573,
3503000,Q930883,298091,6322102|3471819,,61590,
3503109,Q1754457,298067,6322103|3471816,,61611,
3503158,Q1749953,298468,6322104|3471804,,61646,
3503208,Q626247,298395,3471766,,61638,
3503307,Q580366,298532,3471758,,61654,
3503356,Q1750192,298391,6322107,,62065,
3503406,Q1647782,298269,3471659,,61670,
3503505,Q1800701,298125,3471579,,61697,
3503604,Q1750214,298221,3471553,,61719,
3503703,Q1750254,298460,3471520,,61735,
3503802,Q1754345,298163,3471395|6322111,,61751,
3503901,Q1750250,297934,3471393,,61778,
3503950,Q268193,298084,6316448,,61522,
3504008,Q742227,298317,3471374,,61794,
3504107,Q1637405,298253,3471335|6322114,,61816,
3504206,Q268956,298185,3471309,,61832,
3504305,Q371734,298324,3471299,,61859,
3504404,Q1646956,298393,3471296,,61875,
3504503,Q782812,297963,6322118,,61891,
3504602,Q268782,298279,3471210,,61913,
3504701,Q268906,298465,3471049,,61930,
3504800,Q1750436,298297,6322121,,61956,
3504909,Q268774,298081,3470992|6322122,,61972,
3505005,Q430127,298094,3470883,,62014,
3505104,Q1795422,298209,3470843,,61999,
3505203,Q1759107,298502,3470825,,62030,
3505302,Q1759461,298357,6322125,,62057,
3505351,Q1760579,297996,3470715,,61360,
3505401,Q1760650,298368,3470669,,62073,
3505500,Q1637488,297907,3470451,,62090,
3505609,Q1760074,298127,3470428,,62111,
3505708,Q461773,298021,3470353,,62138,
3505807,Q971397,298423,6322131|3470341,,62154,
3505906,Q650500,298266,6322132,,62170,
3506003,Q241645,298315,3470279,BRBAU,62197,
3506102,Q1817181,298041,3470264,,62219,
3506201,Q1750448,298387,3470075,,62235,
3506300,Q920204,298318,6322136,,62251,
3506359,Q828319,297935,3470052,,61280,
3506409,Q1648315,298238,3469998,,62278,
3506508,Q963648,298335,3469989,,62294,
3506607,Q518845,298405,3469984,,62316,
3506706,Q268938,298320,3469910,,62332,
3506805,Q1759088,298229,6322142,,62359,
3506904,Q1749936,298079,3469587,,62375,
3507001,Q1759350,298000,3469540,,62391,
3507100,Q1760959,297980,3469421,,62413,
3507159,Q734464,298103,6316616,,61786,
3507209,Q568394,298358,3469189,,62430,
3507308,Q776912,298168,3469181,,62456,
3507407,Q978870,298062,3469173,,62472,
3507456,Q544311,297923,3469166|6322150,,61026,
3507506,Q1625598,297987,3469136,,62499,
3507605,Q897232,298179,3469092,,62510,
3507704,Q1222856,298045,3469045,,62553,
3507753,Q1754561,298031,3468966,,62081,
3507803,Q924792,298137,3468902|6322155,,62570,
3507902,Q1648408,298359,3468899,,62596,
3508009,Q1816107,298489,3468802,,62618,
3508108,Q1750100,297967,3468789,,62634,
3508207,Q764489,297961,3468723,,62650,
3508306,Q268806,298053,3468600,,62677,
3508405,Q1760058,298426,3468592,,62693,
3508504,Q1759103,298443,3468562,,62715,
3508603,Q1760112,298401,6322163,,62731,
3508702,Q983521,297947,3468353,,62758,
3508801,Q1759688,298341,6322165,,62774,
3508900,Q958717,298069,3468250,,62790,
3509007,Q1750069,298176,6322167,,62812,
3509106,Q769984,298538,3468186,,62839,
3509205,Q1760376,298462,6322169,,62855,
3509254,Q1760947,298010,3468157,,61484,
3509304,Q1750207,298414,3468147,,62871,
3509403,Q1760370,298232,3468121,,62898,
3509452,Q1759806,298294,3467882,,61506,
3509502,Q171617,298227,3467865,,62910,
3509601,Q1754452,298214,6316741,,62936,
3509700,Q851253,298038,3467684,,62952,
3509809,Q1760953,298218,3467676,,62979,
3509908,Q1751347,298196,6322176,,62995,
3509957,Q1795838,298005,6322177,,62103,
3510005,Q1761075,298059,3467542,,63010,
3510104,Q737416,298366,3467540,,63037,
3510153,Q383979,298219,3467493,,61344,
3510203,Q1798802,298192,3467371,,63053,
3510302,Q610390,298143,3467314,,63070,
3510401,Q1750439,298223,3467197,,63096,
3510500,Q983498,298259,3467081,,63118,
3510609,Q176891,298480,6322185,,63134,
3510708,Q1649954,298050,6322186,,63150,
3510807,Q1760459,298104,6322187,,63177,
3510906,Q1760292,297992,3466751,,63193,
3511003,Q607594,298376,3466708,,63215,
3511102,Q983683,298080,3466692,,63231,
