#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip402,#item+rem+i_qcc+is_zxxx+ix_wikip1566,#item+rem+i_qcc+is_zxxx+ix_wikip1937,#item+rem+i_qcc+is_zxxx+ix_wikip6555,#item+rem+i_qcc+is_zxxx+ix_wikip8119
4309407,Q1758136,242386,6323465,,86878,
4309506,Q1758128,242500,3461891,,86894,
4309555,Q1151685,242556,6323467,,85189,
4309571,Q1758745,242684,3464038,,88323,
4309605,Q785177,242370,3461659,,86916,
4309654,Q1750097,242409,3461653,,86800,
4309704,Q1008223,242629,3461649|6323471,,86959,
4309753,Q1785844,242533,3461627,,84972,
4309803,Q1784309,242440,3461619,,86975,
4309902,Q956087,242714,3461578,,86991,
4309951,Q1774765,242674,3461569,,84964,
4310009,Q194423,242414,3461559|6323474,,87017,
4310108,Q926647,242498,3461481|6323475,,87033,
4310207,Q194374,242352,6324122|3461444,,87050,
4310306,Q1757392,242587,3461400,,87076,
4310330,Q592652,242558,6317277,,85685,
4310363,Q736649,242744,6319208,,85782,
4310405,Q2077905,242576,6324248,,87092,
4310413,Q348258,242371,6323478,,86827,
4310439,Q741764,242506,6323479,,84999,
4310462,Q1786472,242312,6318988,,85243,
4310504,Q1757726,242327,3461052,,87114,
4310538,Q1757446,242662,3460976,,88382,
4310553,Q1757590,242653,6323483,,85901,
4310579,Q1757396,242331,6317332,,86843,
4310603,Q1750103,242425,3460629|6323485,,87130,
4310652,Q1785875,242315,6319207|3460605,,89249,
4310702,Q1758338,242462,6317334,,87157,
4310751,Q1757439,242328,3460486,,85626,
4310801,Q983487,242783,6323488|3460484,,87173,
4310850,Q1758334,242549,6323489,,84786,
4310876,Q194286,242739,6324129,,89265,
4310900,Q2077978,242330,6319206,,87190,
4311007,Q942201,242390,3460232|6323490,,87211,
4311106,Q634501,242329,3460221,,87238,
4311122,Q947648,242485,3460112,,84905,
4311130,Q984569,242775,6323492,,88587,
4311155,Q194507,242614,3459713,,98299,
4311205,Q1754330,242550,6323494,,87254,
4311239,Q1785881,242448,6319204,,89281,
4311254,Q1774445,242432,6323495,,85260,
4311270,Q586905,242486,6317440,,86886,
4311304,Q22040124,242482,3459125|3459126,,87270,
4311403,Q1012550,242487,3459035|6319203,,87297,
4311429,Q1758290,242365,6317454,,86860,
4311502,Q1750149,242760,6323498,,87319,
4311601,Q1784434,242332,3458616,,87335,
4311627,Q1648535,242307,6323500,,86908,
4311643,Q733173,242659,6323501,,86924,
4311700,Q1757409,242584,3458217,,87351,
4311718,Q1750082,242667,3457562,,88447,
4311734,Q1750179,242590,6317511,,88943,
4311759,Q1750110,242553,6323505,,86940,
4311775,Q983509,242344,3457874,,86967,
4311791,Q1750080,242638,3457821,,86983,
4311809,Q1784401,242572,3457817|6323507,,87378,
4311908,Q1757733,242474,3457792,,87394,
4311981,Q957142,242378,3457734,,87009,
4312005,Q1786003,242521,6317542,,87416,
4312054,Q985567,242464,3457623,,88820,
4312104,Q960563,242730,6323511,,87432,
4312138,Q1784286,242582,6317564,,87025,
4312153,Q1758925,242383,3457519,,87041,
4312179,Q1785815,242345,6317569,,89303,
4312203,Q1757239,242403,3457373,,87459,
4312252,Q1750029,242465,6323515,,87068,
4312302,Q1786369,242671,6323516,,87475,
4312351,Q1757423,242289,3456902,,85820,
4312377,Q985495,242664,6317621,,88803,
4312385,Q1757428,242636,6318973,,87084,
4312401,Q1001470,242695,3456826|6319200,,87491,
4312427,Q1757400,242769,6319142,,87106,
4312443,Q1750064,242310,6317645,,87122,
4312450,Q505340,242706,6323520,,86185,
4312476,Q749214,242588,345666,,87149,
4312500,Q1754551,242394,3456629,,87513,
4312609,Q776428,242316,3456596,,87530,
4312617,Q985572,242534,3456586,,88544,
4312625,Q1785451,242658,3456579,,87165,
4312658,Q600814,242456,6323526|3456397,,87556,
4312674,Q956006,242527,6317680,,87181,
4312708,Q941207,242522,6323528,,87572,
4312757,Q1758157,242729,6317703,,86169,
4312807,Q1757678,242615,3456199,,87599,
4312906,Q985493,242317,3456192,,87610,
4312955,Q1758296,242429,6317714,,87203,
4313003,Q1758820,242523,3456190,,87637,
4313011,Q734270,242430,6319144,,88226,
4313037,Q520098,242598,6323532,,85120,
4313060,Q984557,242694,6317742,,84816,
4313086,Q1750269,3622355,3456136,,87220,
4313102,Q1758164,242437,3456134,,87653,
4313201,Q983710,242705,3456127|6323536,,87670,
4313300,Q1758146,242661,6323537|3456125,,87696,
4313334,Q348265,242644,6317761,,88560,
4313359,Q1772678,242441,6317763,,84751,
4313375,Q985571,242738,6323540,,87246,
4313391,Q1758800,242777,6317779,,88684,
4313409,Q321331,242616,3456068,,87718,
4313425,Q1784419,242773,6317793,,87289,
4313441,Q1786019,242712,6317805,,87300,
4313466,Q2007711,242382,6324114,,89320,
4313490,Q1758121,242311,6317778,,87262,
4313508,Q983519,242718,6323545,,87734,
4313607,Q1784411,242693,3455545,,87750,
4313656,Q1750076,242469,3455461|6323547,,89672,
4313706,Q1750240,242604,3455416|6319195,,87777,
4313805,Q653410,242559,3455309,,87793,
4313904,Q348206,242418,3455281|6323549,,87815,
4313953,Q1758814,242372,3455222|6323550,,84980,
4314001,Q1757405,242675,6323551,,87831,
4314027,Q972360,242468,6323552,,85987,
4314035,Q936625,242343,3454996,,87327,
4314050,Q983702,242501,6323554|3454954,,98256,
4314068,Q1758907,242319,6317877,,88889,
4314076,Q677252,242736,3454859,,87343,
4314100,Q525647,242585,3454857,,87858,
4314134,Q2007799,242525,6319193,,89346,
4314159,Q1758766,242780,3454642,,85146,
4314175,Q1785825,242605,3454426|6324119,,89567,
4314209,Q1749863,242502,6317920,,87874,
4314308,Q348237,242624,3454255,,87890,
4314407,Q109188,361756,3454244,,87912,
4314423,Q958545,242408,6323561,,87360,
4314456,Q1785855,242676,6317956|6323562,,85340,
4314464,Q2007765,242670,6324141,,89362,
4314472,Q1757154,242396,3453793,,87386,
4314498,Q550186,242607,6317964,,87408,
4314506,Q590279,242479,6324120|3453741,,87939,
4314548,Q10349880,3059155,8581574,,89540,
4314555,Q596649,242557,6323565,,84778,
4314605,Q1638441,242415,3453524,,87955,
4314704,Q1950470,242384,6323567|3453415,,87971,
4314753,Q538120,242579,3453353,,86126,
4314779,Q1757433,242594,6318008,,87424,
4314787,Q1803155,242426,6318014,,87440,
4314803,Q985582,242443,3452982|6323570,,87998,
4314902,Q40269,242397,3452925,,88013,
4315008,Q1784701,242672,3452734,,88030,
4315057,Q658425,242483,3452721,,87467,
4315073,Q1784253,242552,6318036,,87483,
4315107,Q430313,242320,3452608,,88056,
4315131,Q1758919,242351,3452503,,85421,
4315149,Q224690,242528,6318065,,87505,
4315156,Q1803253,242505,6319190,,84760,
4315172,Q1757450,242402,3452226,,85405,
4315206,Q1757456,242679,3452191,,88072,
4315305,Q1637478,242701,3452179|6323580,,88099,
4315313,Q596343,242400,6319189,,89389,
4315321,Q1785797,242401,3452033,,87521,
4315354,Q194362,242340,3451942,,84875,
4315404,Q1786499,242364,3451738,,88110,
4315453,Q1758900,242508,3451692,,85766,
4315503,Q1757460,242560,3451632,,88137,
4315552,Q1758315,242603,6323585,,87548,
4315602,Q869571,242762,3451136|3451138,,88153,
4315701,Q514256,242626,6323586|3451102,,88170,
4315750,Q983513,242632,6323587|3451044,,85740,
4315800,Q785702,242518,3451017,,88196,
4315909,Q679055,242422,3450980,,88218,
4315958,Q1802196,242686,3450965,,89400,
4316006,Q984550,242747,6323589|3450963,,88234,
4316105,Q949556,242609,3450920,,88250,
4316204,Q946941,242727,3450917,,88277,
4316303,Q985566,242690,3450901,,88293,
4316402,Q266960,242476,3450873|6323593,,88315,
4316428,Q2007720,242721,6323594,,87564,
4316436,Q195200,242627,3450724,,85561,
4316451,Q194389,242298,6318207,,89753,
4316477,Q1758176,242592,6318210,,87580,
4316501,Q519083,242696,6318976,,88331,
4316600,Q1110228,242359,6323597|3450496,,88358,
4316709,Q194357,242309,3450401,,88374,
4316733,Q2007657,242350,6324138,,89247,
4316758,Q601869,242413,3450357,,87602,
4316808,Q781510,242631,3450269,,88390,
4316907,Q740833,242595,3450083,,88412,
4316956,Q379483,242649,3450060,,86207,
4316972,Q730999,242599,6319184,,89443,
4317004,Q1749815,242776,3449954,,88439,
4317103,Q917693,242451,6323603,,88455,
4317202,Q995326,242472,3449822|6323604,,88471,
4317251,Q1757691,242406,6323605,,87629,
4317301,Q984562,242299,3449747|6323606,,88498,
4317400,Q996716,242308,6319183,,88510,
4317509,Q824031,242640,3449696,,88536,
4317558,Q1784920,242435,6318358,,87645,
4317608,Q984547,242719,3449614,,88552,
4317707,Q1784305,242512,6318348,,88579,
4317756,Q1749870,242460,6318359,,87661,
4317806,Q347700,242660,6323612|3449476,,88595,
4317905,Q988779,242473,6323613,,88617,
4317954,Q1784442,242405,6318375,,87688,
4318002,Q385327,242294,6323615|3449340,,88633,
4318051,Q1785981,242583,3449218,,84832,
4318101,Q1750146,242434,3449124|6323617,,88650,
4318200,Q22035149,242503,3449120|3449121,,88676,
4318309,Q929890,242490,6324171,,88692,
4318408,Q1639741,242348,3449045|6323618,,88714,
4318424,Q1786488,242495,3448885,,84859,
4318432,Q1750271,242577,6318464,,87700,
4318440,Q2006981,242687,6323621,,84794,
4318457,Q958481,242713,6318490,,87769,
4318465,Q1786387,242741,3448663,,85588,
4318481,Q179219,242410,3448660,,85324,
4318499,Q588156,242646,3448659,,87742,
4318507,Q1749857,242366,3448652,,88730,
4318606,Q1786428,242381,3448651,,88757,
4318614,Q944254,242704,6318995,,89460,
4318622,Q984564,242433,6318520,,87726,
4318705,Q688275,242399,3448622,,88773,
4318804,Q326349,242742,3448596,,88790,
4318903,Q647406,242296,3448552|6319170,,88811,
4319000,Q671925,242743,6323631,,88838,
4319109,Q1803249,242322,3448525|6323632,,88854,
4319125,Q1757137,242318,6318545,,87785,
4319158,Q2107884,242428,3448457|6319181,,85480,
4319208,Q2008008,242772,6323634|3448450,,88870,
4319307,Q1758286,242703,6318560,,88897,
4319356,Q1750059,242650,6323636,,87807,
4319364,Q1802212,242678,6319180,,89486,
4319372,Q1758141,242354,6318572,,87823,
4319406,Q2007743,242532,3448332|6323638,,88919,
4319505,Q1750236,242540,3448227|6323639,,88935,
4319604,Q1757144,242673,6323640|3448207,,88951,
4319703,Q1803245,242301,6323641,,88978,
4319711,Q1757583,242417,6318626,,87840,
4319737,Q347722,242763,6318627,,87866,
4319752,Q680577,242731,3448153,,85383,
4319802,Q606638,242293,3462486,,86754,
4319901,Q983717,242566,6323646|3448063,,88994,
4320008,Q942122,242471,6318977,,89010,
4320107,Q430538,242683,6323648|3447997,,89036,
4320206,Q1784912,242655,3447909,,89052,
4320230,Q1784935,242475,3447883,,85707,
4320263,Q577838,242463,6318648,,85529,
4320305,Q1785790,242751,6323652|3447865,,89079,
4320321,Q533379,242535,6318658,,88765,
4320354,Q1750201,242333,6318661,,87882,
4320404,Q1757416,242562,3447812,,89095,
4320453,Q1758932,242517,3447790,,87904,
4320503,Q2077786,242290,3447656|6323657,,89117,
4320552,Q1750021,242732,3447654,,87920,
4320578,Q601766,242509,3447630,,88706,
4320602,Q523277,242545,3456152,,89133,
4320651,Q1757698,242420,3447575,,84956,
4320677,Q523701,242488,3447545,,87947,
4320701,Q2008068,242569,6319177,,89176,
4320800,Q1785706,242387,3447423,,89192,
4320859,Q1758828,242391,3447210,,88722,
4320909,Q2045002,242478,6324136,,89214,
4321006,Q1749888,242548,3446904|6323664,,89230,
4321105,Q1785886,242361,6323665|3446880,,89257,
4321204,Q967715,242539,6323666,,89273,
4321303,Q1646949,242591,3446783|6323667,,89290,
4321329,Q1785461,242782,6318750,,85669,
4321352,Q1803256,242454,6323669,,89710,
4321402,Q1784447,242761,3446634,,89311,
4321436,Q1750218,242544,3446591,,85162,
4321451,Q985568,242628,3446556|6319175,,98213,
4321469,Q617526,242494,6324132,,89508,
4321477,Q1803162,242602,6318979,,87963,
4321493,Q672721,242457,3446313,,88900,
4321501,Q952674,242436,6323673|3446295,,89338,
4321600,Q187160,242710,6323674,,89354,
4321626,Q1785809,242520,6318788,,87980,
4321634,Q1785530,242357,3446189,,84743,
4321667,Q1750024,242561,3446143,,85367,
4321709,Q984552,242446,3446137|6323678,,89370,
4321808,Q1786482,242530,3446130|6323679,,89397,
4321832,Q1750233,242573,6318792,,88005,
4321857,Q531078,242416,6318794,,86142,
4321907,Q728608,242715,6323682|3446087,,89419,
4321956,Q986519,242513,6318801,,85006,
4322004,Q606083,242531,3446019|6323684,,89435,
4322103,Q1785493,242639,3445972,,89451,
4322152,Q1803262,242424,3445947|6323686,,84840,
4322186,Q1784425,242575,6318813,,88021,
4322202,Q1756630,242665,3445939|6323688,,89478,
4322251,Q744647,242733,3445938,,85723,
4322301,Q1784901,242648,3445933,,89494,
4322327,Q1749856,242302,6318818,,88501,
4322343,Q1774466,242771,3445827,,88609,
4322350,Q1754333,242668,6318829,,88048,
4322376,Q1754325,242781,3445742,,88480,
4322400,Q622823,242685,6323695|3445679,,89516,
4322509,Q941580,242481,6323696|3445630,,89532,
4322525,Q594012,242621,6323697|6318854,,88668,
4322533,Q1758912,242374,6318849,,88064,
4322541,Q1758328,242519,6318852,,88080,
4322558,Q1788290,242637,6318857|6323700,,84913,
4322608,Q983517,242360,6323701|3445350,,89559,
4322707,Q1802230,242600,6318878|6323702,,89575,
4322806,Q1101945,242554,3445299|6323703,,89591,
4322855,Q1758738,242663,3445161,,88781,
4322905,Q772750,242449,3445157,,89613,
4323002,Q732905,242581,3445156|6323706,,89630,
4323101,Q1758321,242774,3445140,,89656,
4323200,Q1185250,242697,6318891,,89699,
4323309,Q941364,242393,3445071,,86061,
4323358,Q1785542,242734,6318907,,88749,
4323408,Q1784456,242596,6323710,,85642,
4323457,Q1754351,242753,6318918,,88102,
4323507,Q1774451,242334,6318943|6323712,,85600,
4323606,Q1754318,242619,6318945,,85863,
4323705,Q1774460,242379,6323714,,85847,
4323754,Q1774423,242565,6323715,,88129,
4323770,Q961485,242453,6319174,,89524,
4323804,Q546227,242347,6323716,,88145,
5000203,Q1796727,334028,6323717|3473042,,90034,
5000252,Q2012238,333978,6316333,,55018,
5000609,Q453479,333991,3472391,,90115,
5000708,Q10854988,334013,3472284|6323720,,90131,
5000807,Q1806340,334050,3472278,,90158,
5000856,Q1793031,334047,6316392|6323722,,91693,
5000906,Q22067430,333994,6323723,,90174,
5001003,Q22067429,334020,3471940|6323724,,90190,
5001102,Q1792157,334007,6323725,,90212,
5001243,Q22067428,334023,6323726,,91715,
5001508,Q2012476,333986,3470917|6323727,,90298,
5001904,Q1805582,334052,3470339,,90379,
5002001,Q1796657,334012,3470338,,90395,
5002100,Q1148023,334011,6323730|3470177,,90417,
5002159,Q966840,334019,6316594,,98019,
5002209,Q768535,334027,3469294,,90433,
5002308,Q1805829,334005,6316644,,90450,
5002407,Q279492,334036,3466993,,90557,
5002605,Q1797146,333980,6323735,,90492,
5002704,Q168929,334022,3467747,,90514,
5002803,Q2289933,334024,6323737|3467104,,90530,
5002902,Q1806605,334046,6323738|3466750,,90573,
5002951,Q1805278,334038,6316864,,91782,
5003108,Q2012367,334021,3465517|6323740,,90611,
5003157,Q1806310,333999,6316926,,98590,
5003207,Q271215,2697064,3465342,,90638,
5003256,Q1024894,334016,6323743|6316937,,98035,
5003306,Q1793013,334029,3465228|6323744,,90654,
5003454,Q1805488,333996,6317001,,91758,
5003488,Q777024,334009,6317024,,91804,
5003504,Q1805588,334030,6323747,,98051,
5003702,Q651874,334017,3464460,,90735,
5003751,Q2019293,333998,3464343,,91731,
5003801,Q597397,334003,6317114,,90751,
5003900,Q2289863,334015,8463414,,55069,
5004007,Q1806358,334037,6317201,,90794,
5004106,Q1793002,333979,3461750|6323752,,90816,
5004304,Q431778,333983,6323753|3461455,,90859,
5004403,Q1805505,334025,3461180,,90875,
5004502,Q1805496,333989,3460669,,90891,
5004601,Q1805021,334041,6317333,,98078,
5004700,Q2011871,334008,6317342,,90930,
5004809,Q1805419,334026,6317363,,55034,
5004908,Q1805001,334031,3460101,,90972,
5005004,Q927504,333992,6324263|3460087,,90999,
5005103,Q971568,334002,3460045,,91014,
5005152,Q991137,334004,6323761,,91820,
5005202,Q1798712,2697039,3459352|6323762,,91030,
5005251,Q384939,334033,3459092,,55026,
5005400,Q1792127,334000,3457859,,91073,
5005608,Q519471,333988,6323765|3457113,,91111,
5005681,Q2289881,333985,6323766,,91790,
5005707,Q1793018,333981,6323767|3456368,,91138,
5005806,Q1805437,333982,3456288,,91154,
5006002,Q1806336,334001,6317704,,55000,
5006200,Q746291,334054,6317707,,91235,
5006259,Q1805007,333984,6317790,,55042,
5006275,Q3910285,6626705,8581577,,55050,
5006309,Q925758,334049,6323772|3455065,,91251,
5006358,Q522494,334014,3455049|6323773,,91847,
5006408,Q1804993,333997,3454363,,91278,
5006606,Q928094,334010,3453150|6323775,,91316,
5006903,Q1792999,333987,6323776|3452712,,91375,
5007109,Q691658,334006,6323777|3451399,,91413,
5007208,Q1793219,333993,6323778|3451241,,91430,
5007307,Q2167306,334053,6323779,,91456,
5007406,Q1805638,334018,3451051|6323780,,91472,
5007505,Q2012023,334032,6323781|3451004,,91499,
5007554,Q1806537,334035,6318291,,91863,
5007695,Q1805031,334034,6318433,,98094,
5007703,Q1794989,333990,6318689,,98132,
5007802,Q1806509,333995,6318649,,98116,
5007901,Q1792185,334042,3447597|6324215,,91570,
5007935,Q2022558,334040,6323786|6318711,,91880,
5007950,Q1805286,334039,3447088,,98159,
5007976,Q2082853,334048,6318751,,98175,
5008008,Q22067369,334045,3446619|6323789,,91596,
5008305,Q22067368,334044,3446098|6323790,,91650,
5008404,Q1793009,334043,6318888,,91901,
5100102,Q507567,333683,6323792,,90018,
5100201,Q1988205,333693,6316314|6319223,BRABO,91910,
5100250,Q433574,333692,6316343,,89877,
5100300,Q22067364,333623,3472473|6323794,,90050,
5100359,Q612610,333704,6316352,,90042,
5100409,Q443458,333724,6323795,,90077,
5100508,Q676719,333632,3472442,,90093,
5100607,Q1805426,333736,6316370,,98612,
5100805,Q2103560,333723,6316411,,90263,
5101001,Q1792161,333628,6323799|3471834,,98639,
5101209,Q1806527,333680,3471833,,90239,
5101258,Q1806505,333720,6316428,,89893,
5101308,Q1806305,333619,6323802|3471551,,90255,
5101407,Q1805412,333630,6324143|6316432,,90271,
5101605,Q1806364,333718,6323803|3470871,,90310,
5101704,Q1805676,333638,3470718|6323804,,90336,
5101803,Q577720,333659,3470709,,90352,
5101852,Q2012959,333634,6319218,,90905,
5101902,Q1806329,333688,6316648,,90468,
5102504,Q986526,333703,6319228|3468551,,90476,
5102603,Q955067,333646,6323807,,98655,
5102637,Q1793164,333696,6316745,,90484,
5102678,Q1891475,333677,6316748,,90506,
5102686,Q1805540,333645,6316750,,90743,
5102694,Q1805653,333662,6323811,,90085,
5102702,Q519706,333639,6323812,,91936,
5102793,Q1806323,333676,6316811,,90760,
5102850,Q749396,333708,6316824|6323813,,90549,
5103007,Q986247,333644,3466307|6323814,,90590,
5103056,Q2065373,333678,6316876|6323815,,90522,
5103106,Q1793037,333665,3465999,,98671,
5103205,Q1805608,333614,6316881,,89796,
5103254,Q2065396,333631,6316885,,89788,
5103304,Q1221976,333621,6323817|3474501,,99015,
5103353,Q1805601,333717,6316908,,90280,
5103361,Q2089624,333670,6324147,,91006,
5103379,Q2013031,333625,6323819,,90425,
5103403,Q170762,333734,3465038|6323820,,90670,
5103437,Q2066057,333654,6319227,,89800,
5103452,Q1847425,333674,6323821|6317000,,98337,
5103502,Q1259020,333600,6323822|3464724,,90697,
5103601,Q528293,333695,6317026,,90719,
5103700,Q930196,333735,6317134,,90786,
5103809,Q2013037,333598,6323825,,99031,
5103858,Q1805569,333669,6317189,,90824,
5103908,Q548635,333661,3462499|6323827,,90778,
5103957,Q2012397,333612,6323828,,90204,
5104104,Q2012390,333663,6317237,,99058,
5104203,Q2011948,333657,6323829|3461733,,90832,
5104500,Q781642,333701,6317287,,99074,
5104526,Q2089652,333711,7932387,,91081,
5104542,Q2089697,333641,7932508,,91103,
5104559,Q2012214,333712,6317336,,98698,
5104609,Q2020525,333656,3460557,,90913,
5104807,Q1805634,333616,3460355|6323832,,90956,
5104906,Q678587,333721,3460165|6323833,,90565,
5105002,Q2012195,333699,6317376,,89915,
5105101,Q1806599,333666,6317397,,98191,
5105150,Q1880608,333633,6317400,,98310,
5105176,Q1869664,333716,6317407,,90581,
5105200,Q1805629,333660,6317410,,91898,
5105234,Q1871942,333620,6319226,,90301,
5105259,Q2012618,333671,3462986,,90603,
5105309,Q1805614,333635,3458382,,91057,
5105507,Q732088,333664,3457426,,91090,
5105580,Q2012355,333679,6324164,,98710,
5105606,Q2012202,333706,6317574,,90620,
5105622,Q2012414,333719,6319225,,91774,
5105903,Q1805596,333725,3456277|6324162,,91170,
5106000,Q1805662,333627,3456248|6323840,,91197,
5106109,Q2107985,333615,3456226|6323841,,91219,
5106158,Q515107,333651,6317710,,90387,
5106174,Q2012379,333685,6319197,,90964,
5106182,Q744302,333686,6317747,,90867,
5106190,Q2012034,333667,6324165,,89826,
5106208,Q773466,333737,6317715,,89818,
5106216,Q1805557,333698,6317720,,98752,
5106224,Q263731,333715,6317755,,90646,
5106232,Q2103607,333682,3456137|6323846,,98736,
5106240,Q1806494,333618,6317771,,90883,
5106257,Q1806546,333640,6317775,,91952,
5106265,Q2095122,333658,6317795,,90808,
