#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:12:2:43036,43036,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43036,Sougueur,,DZ043036,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43037,43037,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43037,Tagdemt,,DZ043037,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43038,43038,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43038,Takhmaret,,DZ043038,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43039,43039,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43039,Tiaret,,DZ043039,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43040,43040,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43040,Tidda,,DZ043040,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43041,43041,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43041,Tousnina,,DZ043041,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43042,43042,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43042,Zmalet Emir Abdelkader,,DZ043042,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:44001,44001,1603:45:16:12:0,1603:45:16:12:1:44,1603:45:16:12:2:44001,Oum El Assel,,DZ044001,,,,,,Tindouf,تندوف,DZ044,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:44002,44002,1603:45:16:12:0,1603:45:16:12:1:44,1603:45:16:12:2:44002,Tindouf,,DZ044002,,,,,,Tindouf,تندوف,DZ044,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45001,45001,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45001,Aghbal,,DZ045001,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45002,45002,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45002,Ahmer El Ain,,DZ045002,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45003,45003,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45003,Ain Tagourait,,DZ045003,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45004,45004,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45004,Beni Milleuk,,DZ045004,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45005,45005,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45005,Bou Ismail,,DZ045005,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45006,45006,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45006,Bouharoun,,DZ045006,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45007,45007,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45007,Bourkika,,DZ045007,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45008,45008,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45008,Chaiba,,DZ045008,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45009,45009,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45009,Cherchel,,DZ045009,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45010,45010,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45010,Damous,,DZ045010,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45011,45011,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45011,Douaouda,,DZ045011,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45012,45012,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45012,Fouka,,DZ045012,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45013,45013,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45013,Gouraya,,DZ045013,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45014,45014,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45014,Hadjeret Ennous,,DZ045014,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45015,45015,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45015,Hadjout,,DZ045015,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45016,45016,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45016,Hattatba,,DZ045016,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45017,45017,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45017,Khemisti,,DZ045017,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45018,45018,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45018,Kolea,,DZ045018,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45019,45019,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45019,Larhat,,DZ045019,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45020,45020,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45020,Menaceur,,DZ045020,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45021,45021,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45021,Messelmoun,,DZ045021,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45022,45022,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45022,Meurad,,DZ045022,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45023,45023,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45023,Nador,,DZ045023,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45024,45024,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45024,Sidi Amar,,DZ045024,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45025,45025,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45025,Sidi Ghiles,,DZ045025,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45026,45026,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45026,Sidi Rached,,DZ045026,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45027,45027,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45027,Sidi Semiane,,DZ045027,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:45028,45028,1603:45:16:12:0,1603:45:16:12:1:45,1603:45:16:12:2:45028,Tipaza,,DZ045028,,,,,,Tipaza,تيبازة,DZ045,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46001,46001,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46001,Ammari,,DZ046001,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46002,46002,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46002,Beni Chaib,,DZ046002,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46003,46003,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46003,Beni Lahcene,,DZ046003,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46004,46004,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46004,Bordj Bounaama,,DZ046004,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46005,46005,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46005,Bordj El Emir Abdelkader,,DZ046005,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46006,46006,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46006,Boucaid,,DZ046006,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46007,46007,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46007,Khemisti,,DZ046007,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46008,46008,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46008,Larbaa,,DZ046008,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46009,46009,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46009,Lardjem,,DZ046009,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46010,46010,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46010,Layoune,,DZ046010,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46011,46011,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46011,Lazharia,,DZ046011,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46012,46012,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46012,Maacem,,DZ046012,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46013,46013,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46013,Melaab,,DZ046013,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46014,46014,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46014,Ouled Bessem,,DZ046014,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46015,46015,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46015,Sidi Abed,,DZ046015,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46016,46016,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46016,Sidi Boutouchent,,DZ046016,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46017,46017,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46017,Sidi Lantri,,DZ046017,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46018,46018,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46018,Sidi Slimane,,DZ046018,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46019,46019,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46019,Tamalaht,,DZ046019,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46020,46020,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46020,Theniet El Had,,DZ046020,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46021,46021,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46021,Tissemsilt,,DZ046021,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:46022,46022,1603:45:16:12:0,1603:45:16:12:1:46,1603:45:16:12:2:46022,Youssoufia,,DZ046022,,,,,,Tissemsilt,تسمسيلت,DZ046,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47001,47001,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47001,Abi Youcef,,DZ047001,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47002,47002,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47002,Aghni Goughran,,DZ047002,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47003,47003,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47003,Aghrib,,DZ047003,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47004,47004,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47004,Ain El Hammam,,DZ047004,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47005,47005,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47005,Ain Zaouia,,DZ047005,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47006,47006,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47006,Ait Aggouacha,,DZ047006,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47007,47007,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47007,Ait Aissa Mimoun,,DZ047007,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47008,47008,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47008,Ait Bouadou,,DZ047008,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47009,47009,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47009,Ait Boumahdi,,DZ047009,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47010,47010,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47010,Ait Chaffaa,,DZ047010,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47011,47011,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47011,Ait Khelili,,DZ047011,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47012,47012,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47012,Ait Mahmoud,,DZ047012,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47013,47013,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47013,Ait Oumalou,,DZ047013,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47014,47014,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47014,Ait Toudert,,DZ047014,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47015,47015,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47015,Ait Yahia,,DZ047015,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47016,47016,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47016,Ait Yahia Moussa,,DZ047016,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47017,47017,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47017,Akbil,,DZ047017,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47018,47018,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47018,Akerrou,,DZ047018,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47019,47019,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47019,Assi Youcef,,DZ047019,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47020,47020,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47020,Azazga,,DZ047020,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47021,47021,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47021,Azeffoun,,DZ047021,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47022,47022,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47022,Beni Aissi,,DZ047022,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47023,47023,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47023,Beni Douala,,DZ047023,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47024,47024,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47024,Beni Yenni,,DZ047024,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47025,47025,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47025,Beni Ziki,,DZ047025,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47026,47026,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47026,Beni Zmenzer,,DZ047026,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47027,47027,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47027,Boghni,,DZ047027,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47028,47028,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47028,Boudjima,,DZ047028,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47029,47029,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47029,Bounouh,,DZ047029,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47030,47030,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47030,Bouzguen,,DZ047030,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47031,47031,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47031,Draa Ben Khedda,,DZ047031,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47032,47032,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47032,Draa El Mizan,,DZ047032,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47033,47033,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47033,Freha,,DZ047033,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47034,47034,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47034,Frikat,,DZ047034,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47035,47035,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47035,Iboudraren,,DZ047035,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47036,47036,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47036,Idjeur,,DZ047036,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47037,47037,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47037,Iferhounene,,DZ047037,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47038,47038,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47038,Ifigha,,DZ047038,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47039,47039,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47039,Iflissen,,DZ047039,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47040,47040,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47040,Illilten,,DZ047040,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47041,47041,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47041,Iloula Oumalou,,DZ047041,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47042,47042,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47042,Imsouhal,,DZ047042,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47043,47043,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47043,Irdjen,,DZ047043,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47044,47044,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47044,Larba Nait Irathen,,DZ047044,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47045,47045,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47045,Maatka,,DZ047045,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:47046,47046,1603:45:16:12:0,1603:45:16:12:1:47,1603:45:16:12:2:47046,Makouda,,DZ047046,,,,,,Tizi Ouzou,تيزي وزو,DZ047,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
