#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:454:3:21067,21067,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21067,Area 37,MW21067,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21068,21068,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21068,Area 38,MW21068,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21069,21069,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21069,Area 39,MW21069,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21070,21070,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21070,Area 40,MW21070,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21071,21071,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21071,Area 41,MW21071,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21072,21072,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21072,Area 42,MW21072,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21073,21073,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21073,Area 43,MW21073,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21074,21074,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21074,Area 44,MW21074,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21075,21075,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21075,Area 45,MW21075,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21076,21076,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21076,Area 46,MW21076,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21077,21077,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21077,Area 47,MW21077,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21078,21078,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21078,Area 48,MW21078,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21079,21079,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21079,Area 49,MW21079,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21080,21080,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21080,Area 50,MW21080,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21081,21081,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21081,Area 51,MW21081,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21082,21082,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21082,Area 52,MW21082,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21083,21083,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21083,Area 53,MW21083,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21084,21084,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21084,Area 54,MW21084,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21085,21085,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21085,Area 55,MW21085,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21086,21086,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21086,Area 56,MW21086,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21087,21087,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21087,Area 57,MW21087,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:21088,21088,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:210,1603:45:16:454:3:21088,Area 58,MW21088,,,,Lilongwe City,MW210,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30101,30101,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30101,TA Mponda,MW30101,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30102,30102,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30102,TA Chimwala,MW30102,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30103,30103,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30103,TA Nankumba,MW30103,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30104,30104,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30104,TA Jalasi,MW30104,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30105,30105,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30105,SC Mbwana Nyambi,MW30105,,TA Mbwana Nyambi,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30106,30106,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30106,SC Chowe,MW30106,,TA Chowe,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30107,30107,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30107,TA Katuli,MW30107,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30108,30108,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30108,TA Makanjila,MW30108,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30109,30109,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30109,SC Namabvi,MW30109,,STA Namabvi,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30111,30111,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30111,Lake Malawi Natl. Park - Mangochi,MW30111,,Lake Malawi National Park,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30120,30120,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30120,Mangochi Town,MW30120,,Mangochi Township,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30121,30121,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30121,Monkey Bay Urban,MW30121,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30199,30199,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:301,1603:45:16:454:3:30199,Lake Malombe,MW30199,,,,Mangochi,MW301,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30201,30201,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30201,TA Liwonde,MW30201,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30202,30202,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30202,SC Sitola,MW30202,,TA Sitola,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30203,30203,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30203,TA Kawinga,MW30203,,Senior TA Kawinga,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30204,30204,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30204,SC Chamba,MW30204,,TA Chamba,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30205,30205,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30205,SC Mposa,MW30205,,TA Mposa,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30206,30206,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30206,SC Mlomba,MW30206,,TA Mlomba,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30207,30207,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30207,SC Chikweo,MW30207,,TA Chikweo,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30208,30208,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30208,SC Ngokwe,MW30208,,TA Ngokwe,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30209,30209,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30209,SC Chiwalo,MW30209,,STA Chiwalo,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30210,30210,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30210,TA Nyambi,MW30210,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30213,30213,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30213,Liwonde National Park,MW30213,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30220,30220,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30220,Machinga Boma,MW30220,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30222,30222,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30222,Liwonde Town,MW30222,,Liwonde Township,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30299,30299,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:302,1603:45:16:454:3:30299,Lake Chiuta,MW30299,,,,Machinga,MW302,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30301,30301,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30301,TA Kuntumanji,MW30301,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30302,30302,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30302,TA Mwambo,MW30302,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30303,30303,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30303,SC Mkumbira,MW30303,,TA Mkumbira,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30304,30304,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30304,TA Chikowi,MW30304,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30305,30305,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30305,SC Mbiza,MW30305,,STA Mbiza,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30306,30306,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30306,TA Mlumbe,MW30306,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30307,30307,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30307,TA Malemia,MW30307,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30399,30399,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:303,1603:45:16:454:3:30399,Lake Chilwa,MW30399,,,,Zomba,MW303,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30401,30401,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30401,TA Mpama,MW30401,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30402,30402,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30402,TA Likoswe,MW30402,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30403,30403,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30403,TA Kadewere,MW30403,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30404,30404,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30404,TA Nkalo,MW30404,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30405,30405,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30405,TA Chitera,MW30405,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30406,30406,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30406,TA Nchema,MW30406,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30420,30420,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:304,1603:45:16:454:3:30420,Chiradzulu Boma,MW30420,,,,Chiradzulu,MW304,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30501,30501,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30501,TA Kapeni,MW30501,,Senior TA Kapeni,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30502,30502,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30502,TA Lundu,MW30502,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30503,30503,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30503,TA Chigaru,MW30503,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30504,30504,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30504,TA Kunthembwe,MW30504,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30505,30505,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30505,TA Makata,MW30505,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30506,30506,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30506,TA Kuntaja,MW30506,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30507,30507,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30507,TA Machinjili,MW30507,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30508,30508,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:305,1603:45:16:454:3:30508,TA Somba,MW30508,,,,Blantyre,MW305,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30601,30601,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:306,1603:45:16:454:3:30601,TA Kanduku,MW30601,,,,Mwanza,MW306,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30602,30602,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:306,1603:45:16:454:3:30602,TA Nthache,MW30602,,,,Mwanza,MW306,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30620,30620,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:306,1603:45:16:454:3:30620,Mwanza Boma,MW30620,,,,Mwanza,MW306,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30701,30701,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30701,TA Nsabwe,MW30701,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30702,30702,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30702,SC Thukuta,MW30702,,STA Thukuta,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30703,30703,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30703,SC Mbawela,MW30703,,STA Mbawela,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30704,30704,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30704,TA Changata,MW30704,,STA Chingata,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30705,30705,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30705,SC Mphuka,MW30705,,STA Mphuka,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30706,30706,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30706,SC Kwethemule,MW30706,,STA Kwethemule,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30707,30707,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30707,TA Kapichi,MW30707,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30708,30708,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30708,TA Nchilamwela,MW30708,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30709,30709,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30709,TA Chimaliro,MW30709,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30710,30710,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30710,TA Bvumbwe,MW30710,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30711,30711,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30711,TA Thomas,MW30711,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30720,30720,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30720,Thyolo Boma,MW30720,,,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30721,30721,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:307,1603:45:16:454:3:30721,Luchenza Town,MW30721,,Luchenza Township,,Thyolo,MW307,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30801,30801,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30801,TA Mabuka,MW30801,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30802,30802,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30802,SC Laston Njema,MW30802,,Laston Njema,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30803,30803,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30803,TA Chikumbu,MW30803,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30804,30804,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30804,TA Nthiramanja,MW30804,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30805,30805,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30805,TA Nkanda,MW30805,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30806,30806,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30806,SC Juma,MW30806,,TA Juma,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30807,30807,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30807,Mulanje Mountain Reserve,MW30807,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30820,30820,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:308,1603:45:16:454:3:30820,Mulanje Boma,MW30820,,,,Mulanje,MW308,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30901,30901,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:309,1603:45:16:454:3:30901,TA Mkhumba,MW30901,,,,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30902,30902,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:309,1603:45:16:454:3:30902,TA Nazombe,MW30902,,,,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30903,30903,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:309,1603:45:16:454:3:30903,TA Chiwalo,MW30903,,STA Chiwalo (STA Chiwalo) (TA Nazom,,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30904,30904,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:309,1603:45:16:454:3:30904,Lake Chilwa,MW30904,,,,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:30920,30920,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:309,1603:45:16:454:3:30920,Phalombe Boma,MW30920,,Phalombe,,Phalombe,MW309,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:31001,31001,1603:45:16:454:0,1603:45:16:454:1:3,1603:45:16:454:2:310,1603:45:16:454:3:31001,TA Ngabu,MW31001,,,,Chikwawa,MW310,Southern,MW3,Malawi,MW,2018-10-22,2020-02-20,
