#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:454:3:10204,10204,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:102,1603:45:16:454:3:10204,TA Wasambo,MW10204,,,,Karonga,MW102,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10205,10205,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:102,1603:45:16:454:3:10205,SC Mwirang'ombe,MW10205,SC Mwirangombe,STA Mwirang'ombe,,Karonga,MW102,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10206,10206,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:102,1603:45:16:454:3:10206,Nyika National Park - Karonga,MW10206,,,,Karonga,MW102,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10220,10220,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:102,1603:45:16:454:3:10220,Karonga Town,MW10220,,,,Karonga,MW102,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10301,10301,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10301,TA Kabunduli,MW10301,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10302,10302,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10302,TA Fukamapiri,MW10302,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10303,10303,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10303,TA Malenga Mzoma,MW10303,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10304,10304,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10304,SC Malanda,MW10304,,STA Malanda,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10305,10305,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10305,SC Zilakoma,MW10305,,STA Zilakoma,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10306,10306,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10306,TA Mankhambira,MW10306,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10307,10307,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10307,SC Fukamalaza,MW10307,,STA Fukamalaza,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10308,10308,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10308,SC Mkumbira,MW10308,,STA Mkumbira,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10309,10309,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10309,TA Musisya,MW10309,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10310,10310,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10310,SC Nyaluwanga,MW10310,,STA Nyaluwanga,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10311,10311,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10311,SC Mkondowe,MW10311,,STA Mkondowe,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10312,10312,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10312,TA Timbiri,MW10312,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10313,10313,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10313,TA Boghoyo,MW10313,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10320,10320,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:103,1603:45:16:454:3:10320,Nkhata Bay Boma,MW10320,,,,Nkhata Bay,MW103,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10401,10401,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10401,TA Chikulamayembe,MW10401,,,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10402,10402,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10402,TA Mwamlowe,MW10402,,,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10403,10403,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10403,SC Mwahenga,MW10403,,S/C Mwahenga,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10404,10404,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10404,SC Mwalweni,MW10404,,S/C Mwalweni,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10405,10405,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10405,SC Kachulu,MW10405,,S/C Kachulu,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10406,10406,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10406,SC Chapinduka,MW10406,,S/C Chapinduka,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10407,10407,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10407,SC Mwankhunikira,MW10407,,S/C Mwankhunikira,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10408,10408,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10408,TA Katumbi,MW10408,,,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10409,10409,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10409,TA Zolokere,MW10409,,S/C Zolokere,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10410,10410,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10410,Nyika National Park - Rumphi,MW10410,,,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10411,10411,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10411,Vwaza Marsh Reserve - Rumphi,MW10411,,Vwaza Game Reserve,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10420,10420,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:104,1603:45:16:454:3:10420,Rumphi Boma,MW10420,,,,Rumphi,MW104,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10501,10501,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10501,TA M'Mbelwa,MW10501,TA MMbelwa,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10502,10502,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10502,TA Mtwalo,MW10502,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10503,10503,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10503,SC Kampingo Sibande,MW10503,,S/C Kampingo Sibande,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10504,10504,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10504,SC Jaravikuba Munthali,MW10504,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10505,10505,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10505,TA Chindi,MW10505,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10506,10506,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10506,TA Mzikubola,MW10506,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10507,10507,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10507,TA Mabulabo,MW10507,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10508,10508,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10508,SC Khosolo Gwaza Jere,MW10508,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10509,10509,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10509,TA Mpherembe,MW10509,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10510,10510,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10510,TA Mzukuzuku,MW10510,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10511,10511,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10511,Vwaza Marsh Reserve - Mzimba,MW10511,,Vwaza G.Reserve,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10520,10520,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:105,1603:45:16:454:3:10520,Mzimba Boma,MW10520,,,,Mzimba,MW105,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10601,10601,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:106,1603:45:16:454:3:10601,TA Mkumpha,MW10601,,,,Likoma,MW106,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10620,10620,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:106,1603:45:16:454:3:10620,Likoma Boma,MW10620,,,,Likoma,MW106,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10731,10731,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10731,Nkhorongo Ward,MW10731,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10732,10732,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10732,Lupaso Ward,MW10732,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10733,10733,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10733,Zolozolo Ward,MW10733,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10734,10734,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10734,Chiputula Ward,MW10734,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10735,10735,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10735,Chibanja Ward,MW10735,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10736,10736,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10736,Mchengautuwa Ward,MW10736,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10737,10737,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10737,Katoto Ward,MW10737,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10738,10738,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10738,Jombo Ward,MW10738,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10739,10739,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10739,Muzilawayingwe Ward,MW10739,,Mzilawayingwe ward,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10740,10740,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10740,Chasefu Ward,MW10740,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10741,10741,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10741,Katawa Ward,MW10741,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10742,10742,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10742,Masasa Ward,MW10742,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10743,10743,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10743,Kaning'ina Ward,MW10743,Kaningina Ward,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10744,10744,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10744,Viphya Ward,MW10744,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10745,10745,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10745,Msongwe Ward,MW10745,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:10746,10746,1603:45:16:454:0,1603:45:16:454:1:1,1603:45:16:454:2:107,1603:45:16:454:3:10746,New Airport Site Ward,MW10746,,,,Mzuzu City,MW107,Northern,MW1,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20101,20101,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20101,TA Kaluluma,MW20101,,,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20102,20102,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20102,SC Simlemba,MW20102,,STA Simlemba,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20103,20103,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20103,SC M'nyanja,MW20103,SC Mnyanja,STA M'nyanja,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20104,20104,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20104,SC Chisikwa,MW20104,,STA Chisikwa,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20105,20105,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20105,TA Kaomba,MW20105,,,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20106,20106,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20106,SC Lukwa,MW20106,,TA Lukwa,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20107,20107,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20107,SC Kawamba,MW20107,,STA Kawamba,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20108,20108,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20108,SC Njombwa,MW20108,,STA Njombwa,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20109,20109,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20109,SC Chilowamatambe,MW20109,,STA Chilowamatambe,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20110,20110,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20110,TA Chulu,MW20110,,,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20111,20111,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20111,TA Santhe,MW20111,,,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20112,20112,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20112,TA Wimbe,MW20112,,,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20113,20113,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20113,TA Kapelula,MW20113,,,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20114,20114,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20114,TA Mwase,MW20114,,Kasungu National Park,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20115,20115,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20115,Kasungu National Park,MW20115,,TA Mwase,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20120,20120,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:201,1603:45:16:454:3:20120,Kasungu Boma,MW20120,,Kasungu Township,,Kasungu,MW201,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20201,20201,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20201,TA Kanyenda,MW20201,,,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20202,20202,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20202,SC Kafuzila,MW20202,,STA Kafuzila,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20203,20203,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20203,TA Malenga Chanzi,MW20203,,,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20204,20204,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20204,SC Mphonde,MW20204,,STA Mphonde,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20205,20205,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20205,TA Mwadzama,MW20205,,,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20206,20206,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20206,SC Mwansambo,MW20206,,TA Mwansambo,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
1603:45:16:454:3:20207,20207,1603:45:16:454:0,1603:45:16:454:1:2,1603:45:16:454:2:202,1603:45:16:454:3:20207,Nkhotakota Game Reserve,MW20207,,,,Nkhotakota,MW202,Central,MW2,Malawi,MW,2018-10-22,2020-02-20,
