#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tha+is_thai,#adm2+name+alt2+i_tha+is_thai,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:764:2:8416,8416,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8416,Phrasaeng,พระแสง,TH8416,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8417,8417,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8417,Phunphin,พุนพิน,TH8417,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8418,8418,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8418,Chai Buri,ชัยบุรี,TH8418,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8419,8419,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8419,Vibhavadi,วิภาวดี,TH8419,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8501,8501,1603:45:16:764:0,1603:45:16:764:1:85,1603:45:16:764:2:8501,Mueang Ranong,เมืองระนอง,TH8501,,,,,,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8502,8502,1603:45:16:764:0,1603:45:16:764:1:85,1603:45:16:764:2:8502,La-Un,ละอุ่น,TH8502,,,,,,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8503,8503,1603:45:16:764:0,1603:45:16:764:1:85,1603:45:16:764:2:8503,Kapoe,กะเปอร์,TH8503,,,,,,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8504,8504,1603:45:16:764:0,1603:45:16:764:1:85,1603:45:16:764:2:8504,Kra Buri,กระบุรี,TH8504,,,,,,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8505,8505,1603:45:16:764:0,1603:45:16:764:1:85,1603:45:16:764:2:8505,Suk Samran,สุขสำราญ,TH8505,,,,,,Ranong,ระนอง,TH85,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8601,8601,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8601,Mueang Chumphon,เมืองชุมพร,TH8601,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8602,8602,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8602,Tha Sae,ท่าแซะ,TH8602,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8603,8603,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8603,Pathio,ปะทิว,TH8603,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8604,8604,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8604,Lang Suan,หลังสวน,TH8604,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8605,8605,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8605,Lamae,ละแม,TH8605,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8606,8606,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8606,Phato,พะโต๊ะ,TH8606,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8607,8607,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8607,Sawi,สวี,TH8607,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8608,8608,1603:45:16:764:0,1603:45:16:764:1:86,1603:45:16:764:2:8608,Thung Tako,ทุ่งตะโก,TH8608,,,,,,Chumphon,ชุมพร,TH86,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9001,9001,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9001,Mueang Songkhla,เมืองสงขลา,TH9001,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9002,9002,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9002,Sathing Phra,สทิงพระ,TH9002,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9003,9003,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9003,Chana,จะนะ,TH9003,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9004,9004,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9004,Na Thawi,นาทวี,TH9004,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9005,9005,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9005,Thepha,เทพา,TH9005,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9006,9006,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9006,Saba Yoi,สะบ้าย้อย,TH9006,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9007,9007,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9007,Ranot,ระโนด,TH9007,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9008,9008,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9008,Krasae Sin,กระแสสินธุ์,TH9008,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9009,9009,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9009,Rattaphum,รัตภูมิ,TH9009,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9010,9010,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9010,Sadao,สะเดา,TH9010,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9011,9011,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9011,Hat Yai,หาดใหญ่,TH9011,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9012,9012,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9012,Na Mom,นาหม่อม,TH9012,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9013,9013,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9013,Khuan Niang,ควนเนียง,TH9013,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9014,9014,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9014,Bang Klam,บางกล่ำ,TH9014,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9015,9015,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9015,Singhanakhon,สิงหนคร,TH9015,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9016,9016,1603:45:16:764:0,1603:45:16:764:1:90,1603:45:16:764:2:9016,Khlong Hoi Khong,คลองหอยโข่ง,TH9016,,,,,,Songkhla,สงขลา,TH90,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9101,9101,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9101,Mueang Satun,เมืองสตูล,TH9101,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9102,9102,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9102,Khuan Don,ควนโดน,TH9102,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9103,9103,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9103,Khuan Kalong,ควนกาหลง,TH9103,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9104,9104,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9104,Tha Phae,ท่าแพ,TH9104,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9105,9105,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9105,La-Ngu,ละงู,TH9105,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9106,9106,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9106,Thung Wa,ทุ่งหว้า,TH9106,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9107,9107,1603:45:16:764:0,1603:45:16:764:1:91,1603:45:16:764:2:9107,Manang,มะนัง,TH9107,,,,,,Satun,สตูล,TH91,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9201,9201,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9201,Mueang Trang,เมืองตรัง,TH9201,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9202,9202,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9202,Kantang,กันตัง,TH9202,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9203,9203,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9203,Yan Ta Khao,ย่านตาขาว,TH9203,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9204,9204,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9204,Palian,ปะเหลียน,TH9204,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9205,9205,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9205,Sikao,สิเกา,TH9205,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9206,9206,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9206,Huai Yot,ห้วยยอด,TH9206,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9207,9207,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9207,Wang Wiset,วังวิเศษ,TH9207,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9208,9208,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9208,Na Yong,นาโยง,TH9208,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9209,9209,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9209,Ratsada,รัษฎา,TH9209,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9210,9210,1603:45:16:764:0,1603:45:16:764:1:92,1603:45:16:764:2:9210,Hat Samran,หาดสำราญ,TH9210,,,,,,Trang,ตรัง,TH92,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9301,9301,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9301,Mueang Phatthalung,เมืองพัทลุง,TH9301,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9302,9302,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9302,Kong Ra,กงหรา,TH9302,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9303,9303,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9303,Khao Chaison,เขาชัยสน,TH9303,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9304,9304,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9304,Tamot,ตะโหมด,TH9304,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9305,9305,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9305,Khuan Khanun,ควนขนุน,TH9305,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9306,9306,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9306,Pak Phayun,ปากพะยูน,TH9306,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9307,9307,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9307,Si Banphot,ศรีบรรพต,TH9307,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9308,9308,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9308,Pa Bon,ป่าบอน,TH9308,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9309,9309,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9309,Bang Kaeo,บางแก้ว,TH9309,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9310,9310,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9310,Pa Phayom,ป่าพะยอม,TH9310,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9311,9311,1603:45:16:764:0,1603:45:16:764:1:93,1603:45:16:764:2:9311,Srinagarindra,ศรีนครินทร์,TH9311,,,,,,Phatthalung,พัทลุง,TH93,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9401,9401,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9401,Mueang Pattani,เมืองปัตตานี,TH9401,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9402,9402,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9402,Khok Pho,โคกโพธิ์,TH9402,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9403,9403,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9403,Nong Chik,หนองจิก,TH9403,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9404,9404,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9404,Panare,ปะนาเระ,TH9404,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9405,9405,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9405,Mayo,มายอ,TH9405,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9406,9406,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9406,Thung Yang Daeng,ทุ่งยางแดง,TH9406,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9407,9407,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9407,Sai Buri,สายบุรี,TH9407,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9408,9408,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9408,Mai Kaen,ไม้แก่น,TH9408,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9409,9409,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9409,Yaring,ยะหริ่ง,TH9409,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9410,9410,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9410,Yarang,ยะรัง,TH9410,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9411,9411,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9411,Kapho,กะพ้อ,TH9411,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9412,9412,1603:45:16:764:0,1603:45:16:764:1:94,1603:45:16:764:2:9412,Mae Lan,แม่ลาน,TH9412,,,,,,Pattani,ปัตตานี,TH94,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9501,9501,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9501,Mueang Yala,เมืองยะลา,TH9501,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9502,9502,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9502,Betong,เบตง,TH9502,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9503,9503,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9503,Bannang Sata,บันนังสตา,TH9503,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9504,9504,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9504,Than To,ธารโต,TH9504,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9505,9505,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9505,Yaha,ยะหา,TH9505,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9506,9506,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9506,Raman,รามัน,TH9506,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9507,9507,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9507,Kabang,กาบัง,TH9507,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9508,9508,1603:45:16:764:0,1603:45:16:764:1:95,1603:45:16:764:2:9508,Krong Pinang,กรงปินัง,TH9508,,,,,,Yala,ยะลา,TH95,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9601,9601,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9601,Mueang Narathiwat,เมืองนราธิวาส,TH9601,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9602,9602,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9602,Tak Bai,ตากใบ,TH9602,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9603,9603,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9603,Bacho,บาเจาะ,TH9603,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9604,9604,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9604,Yi-Ngo,ยี่งอ,TH9604,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9605,9605,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9605,Ra-Ngae,ระแงะ,TH9605,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9606,9606,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9606,Rueso,รือเสาะ,TH9606,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9607,9607,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9607,Si Sakhon,ศรีสาคร,TH9607,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9608,9608,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9608,Waeng,แว้ง,TH9608,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9609,9609,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9609,Sukhirin,สุคิริน,TH9609,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9610,9610,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9610,Su-Ngai Kolok,สุไหงโก-ลก,TH9610,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:9611,9611,1603:45:16:764:0,1603:45:16:764:1:96,1603:45:16:764:2:9611,Su-Ngai Padi,สุไหงปาดี,TH9611,,,,,,Narathiwat,นราธิวาส,TH96,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
