#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tha+is_thai,#adm2+name+alt2+i_tha+is_thai,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:764:2:4403,4403,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4403,Kosum Phisai,โกสุมพิสัย,TH4403,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4404,4404,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4404,Kantharawichai,กันทรวิชัย,TH4404,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4405,4405,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4405,Chiang Yuen,เชียงยืน,TH4405,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4406,4406,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4406,Borabue,บรบือ,TH4406,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4407,4407,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4407,Na Chueak,นาเชือก,TH4407,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4408,4408,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4408,Phayakkhaphum Phisai,พยัคฆภูมิพิสัย,TH4408,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4409,4409,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4409,Wapi Pathum,วาปีปทุม,TH4409,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4410,4410,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4410,Na Dun,นาดูน,TH4410,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4411,4411,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4411,Yang Sisurat,ยางสีสุราช,TH4411,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4412,4412,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4412,Kut Rang,กุดรัง,TH4412,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4413,4413,1603:45:16:764:0,1603:45:16:764:1:44,1603:45:16:764:2:4413,Chuen Chom,ชื่นชม,TH4413,,,,,,Maha Sarakham,มหาสารคาม,TH44,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4501,4501,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4501,Mueang Roi Et,เมืองร้อยเอ็ด,TH4501,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4502,4502,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4502,Kaset Wisai,เกษตรวิสัย,TH4502,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4503,4503,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4503,Pathum Rat,ปทุมรัตต์,TH4503,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4504,4504,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4504,Chaturaphak Phiman,จตุรพักตรพิมาน,TH4504,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4505,4505,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4505,Thawat Buri,ธวัชบุรี,TH4505,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4506,4506,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4506,Phanom Phrai,พนมไพร,TH4506,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4507,4507,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4507,Phon Thong,โพนทอง,TH4507,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4508,4508,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4508,Pho Chai,โพธิ์ชัย,TH4508,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4509,4509,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4509,Nong Phok,หนองพอก,TH4509,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4510,4510,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4510,Selaphum,เสลภูมิ,TH4510,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4511,4511,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4511,Suwannaphum,สุวรรณภูมิ,TH4511,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4512,4512,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4512,Mueang Suang,เมืองสรวง,TH4512,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4513,4513,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4513,Phon Sai,โพนทราย,TH4513,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4514,4514,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4514,At Samat,อาจสามารถ,TH4514,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4515,4515,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4515,Moei Wadi,เมยวดี,TH4515,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4516,4516,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4516,Si Somdet,ศรีสมเด็จ,TH4516,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4517,4517,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4517,Changhan,จังหาร,TH4517,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4518,4518,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4518,Chiang Khwan,เชียงขวัญ,TH4518,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4519,4519,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4519,Nong Hi,หนองฮี,TH4519,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4520,4520,1603:45:16:764:0,1603:45:16:764:1:45,1603:45:16:764:2:4520,Thung Khao Luang,ทุ่งเขาหลวง,TH4520,,,,,,Roi Et,ร้อยเอ็ด,TH45,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4601,4601,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4601,Mueang Kalasin,เมืองกาฬสินธุ์,TH4601,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4602,4602,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4602,Na Mon,นามน,TH4602,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4603,4603,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4603,Kamalasai,กมลาไสย,TH4603,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4604,4604,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4604,Rong Kham,ร่องคำ,TH4604,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4605,4605,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4605,Kuchinarai,กุฉินารายณ์,TH4605,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4606,4606,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4606,Khao Wong,เขาวง,TH4606,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4607,4607,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4607,Yang Talat,ยางตลาด,TH4607,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4608,4608,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4608,Huai Mek,ห้วยเม็ก,TH4608,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4609,4609,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4609,Sahatsakhan,สหัสขันธ์,TH4609,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4610,4610,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4610,Kham Muang,คำม่วง,TH4610,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4611,4611,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4611,Tha Khantho,ท่าคันโท,TH4611,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4612,4612,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4612,Nong Kung Si,หนองกุงศรี,TH4612,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4613,4613,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4613,Somdet,สมเด็จ,TH4613,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4614,4614,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4614,Huai Phueng,ห้วยผึ้ง,TH4614,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4615,4615,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4615,Sam Chai,สามชัย,TH4615,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4616,4616,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4616,Na Khu,นาคู,TH4616,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4617,4617,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4617,Don Chan,ดอนจาน,TH4617,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4618,4618,1603:45:16:764:0,1603:45:16:764:1:46,1603:45:16:764:2:4618,Khong Chai,ฆ้องชัย,TH4618,,,,,,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4701,4701,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4701,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4702,4702,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4702,Kusuman,กุสุมาลย์,TH4702,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4703,4703,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4703,Kut Bak,กุดบาก,TH4703,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4704,4704,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4704,Phanna Nikhom,พรรณานิคม,TH4704,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4705,4705,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4705,Phang Khon,พังโคน,TH4705,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4706,4706,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4706,Waritchaphum,วาริชภูมิ,TH4706,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4707,4707,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4707,Nikhom Nam Un,นิคมน้ำอูน,TH4707,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4708,4708,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4708,Wanon Niwat,วานรนิวาส,TH4708,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4709,4709,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4709,Kham Ta Kla,คำตากล้า,TH4709,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4710,4710,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4710,Ban Muang,บ้านม่วง,TH4710,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4711,4711,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4711,Akat Amnuai,อากาศอำนวย,TH4711,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4712,4712,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4712,Sawang Daen Din,สว่างแดนดิน,TH4712,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4713,4713,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4713,Song Dao,ส่องดาว,TH4713,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4714,4714,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4714,Tao Ngoi,เต่างอย,TH4714,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4715,4715,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4715,Khok Si Suphan,โคกศรีสุพรรณ,TH4715,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4716,4716,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4716,Charoen Sin,เจริญศิลป์,TH4716,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4717,4717,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4717,Phon Na Kaeo,โพนนาแก้ว,TH4717,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4718,4718,1603:45:16:764:0,1603:45:16:764:1:47,1603:45:16:764:2:4718,Phu Phan,ภูพาน,TH4718,,,,,,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4801,4801,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4801,Mueang Nakhon Phanom,เมืองนครพนม,TH4801,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4802,4802,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4802,Pla Pak,ปลาปาก,TH4802,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4803,4803,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4803,Tha Uthen,ท่าอุเทน,TH4803,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4804,4804,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4804,Ban Phaeng,บ้านแพง,TH4804,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4805,4805,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4805,That Phanom,ธาตุพนม,TH4805,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4806,4806,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4806,Renu Nakhon,เรณูนคร,TH4806,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4807,4807,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4807,Na Kae,นาแก,TH4807,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4808,4808,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4808,Si Songkhram,ศรีสงคราม,TH4808,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4809,4809,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4809,Na Wa,นาหว้า,TH4809,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4810,4810,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4810,Phon Sawan,โพนสวรรค์,TH4810,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4811,4811,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4811,Na Thom,นาทม,TH4811,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4812,4812,1603:45:16:764:0,1603:45:16:764:1:48,1603:45:16:764:2:4812,Wang Yang,วังยาง,TH4812,,,,,,Nakhon Phanom,นครพนม,TH48,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4901,4901,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4901,Mueang Mukdahan,เมืองมุกดาหาร,TH4901,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4902,4902,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4902,Nikhom Kham Soi,นิคมคำสร้อย,TH4902,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4903,4903,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4903,Don Tan,ดอนตาล,TH4903,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4904,4904,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4904,Dong Luang,ดงหลวง,TH4904,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4905,4905,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4905,Khamcha-I,คำชะอี,TH4905,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4906,4906,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4906,Wan Yai,หว้านใหญ่,TH4906,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:4907,4907,1603:45:16:764:0,1603:45:16:764:1:49,1603:45:16:764:2:4907,Nong Sung,หนองสูง,TH4907,,,,,,Mukdahan,มุกดาหาร,TH49,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5001,5001,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5001,Mueang Chiang Mai,เมืองเชียงใหม่,TH5001,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5002,5002,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5002,Chom Thong,จอมทอง,TH5002,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5003,5003,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5003,Mae Chaem,แม่แจ่ม,TH5003,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5004,5004,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5004,Chiang Dao,เชียงดาว,TH5004,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5005,5005,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5005,Doi Saket,ดอยสะเก็ด,TH5005,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5006,5006,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5006,Mae Taeng,แม่แตง,TH5006,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5007,5007,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5007,Mae Rim,แม่ริม,TH5007,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5008,5008,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5008,Samoeng,สะเมิง,TH5008,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5009,5009,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5009,Fang,ฝาง,TH5009,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5010,5010,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5010,Mae Ai,แม่อาย,TH5010,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5011,5011,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5011,Phrao,พร้าว,TH5011,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5012,5012,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5012,San Pa Tong,สันป่าตอง,TH5012,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5013,5013,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5013,San Kamphaeng,สันกำแพง,TH5013,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:5014,5014,1603:45:16:764:0,1603:45:16:764:1:50,1603:45:16:764:2:5014,San Sai,สันทราย,TH5014,,,,,,Chiang Mai,เชียงใหม่,TH50,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
