#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq
61433,Q1750222
61441,Q605693
61450,Q942392
61468,Q1750070
61476,Q22066885
61484,Q1760947
61492,Q617702
61506,Q1759806
61514,Q1759370
61522,Q268193
61530,Q1760259
61549,Q1760599
61557,Q626835
61565,Q1795824
61573,Q1754621
61581,Q513601
61590,Q930883
61603,Q1760856
61611,Q1754457
61620,Q22064397
61638,Q626247
61646,Q1749953
61654,Q580366
61662,Q738934
61670,Q1647782
61689,Q952726
61697,Q1800701
61700,Q667439
61719,Q1750214
61727,Q952617
61735,Q1750254
61743,Q1638389
61751,Q1754345
61760,Q928262
61778,Q1750250
61786,Q734464
61794,Q742227
61808,Q617400
61816,Q1637405
61824,Q523550
61832,Q268956
61840,Q1759820
61859,Q371734
61867,Q1759832
61875,Q1646956
61883,Q967110
61891,Q782812
61905,Q581348
61913,Q268782
61921,Q1760645
61930,Q268906
61948,Q1761081
61956,Q1750436
61964,Q1759241
61972,Q268774
61980,Q946930
61999,Q1795422
62006,Q1645056
62014,Q430127
62022,Q679297
62030,Q1759107
62049,Q1759645
62057,Q1759461
62065,Q1750192
62073,Q1760650
62081,Q1754561
62090,Q1637488
62103,Q1795838
62111,Q1760074
62120,Q1761735
62138,Q461773
62146,Q944467
62154,Q971397
62162,Q1795680
62170,Q650500
62189,Q1760390
62197,Q241645
62200,Q1649808
62219,Q1817181
62227,Q1750221
62235,Q1750448
62243,Q1648118
62251,Q920204
62260,Q22064411
62278,Q1648315
62286,Q301590
62294,Q963648
62308,Q673597
62316,Q518845
62324,Q1649822
62332,Q268938
62340,Q1119526
62359,Q1759088
62367,Q282667
62375,Q1749936
62383,Q1649670
62391,Q1759350
62405,Q1648436
62413,Q1760959
62421,Q1760983
62430,Q568394
62448,Q22064400
62456,Q776912
62472,Q978870
62499,Q1625598
62510,Q897232
62553,Q1222856
62570,Q924792
62596,Q1648408
62618,Q1816107
62634,Q1750100
62650,Q764489
62677,Q268806
62693,Q1760058
62715,Q1759103
62731,Q1760112
62758,Q983521
62774,Q1759688
62790,Q958717
62812,Q1750069
62839,Q769984
62855,Q1760376
62871,Q1750207
62898,Q1760370
62910,Q171617
62936,Q1754452
62952,Q851253
62979,Q1760953
62995,Q1751347
63010,Q1761075
63037,Q737416
63053,Q1798802
63070,Q610390
63096,Q1750439
63118,Q983498
63134,Q176891
63150,Q1649954
63177,Q1760459
63193,Q1760292
63215,Q607594
63231,Q983683
63258,Q578408
63274,Q1658493
63290,Q1750093
63312,Q1759399
63339,Q593009
63355,Q983515
63371,Q1795758
63398,Q1796388
63410,Q1761606
63436,Q1760531
63452,Q1759722
63479,Q1760352
63495,Q1750107
63517,Q1761110
63533,Q1759784
63550,Q1750113
63576,Q1754569
63592,Q1800779
63614,Q669305
63630,Q1798797
63657,Q1759841
63673,Q787070
63690,Q1003429
63711,Q817954
63738,Q1003456
63754,Q1761089
63770,Q651891
63797,Q588987
63819,Q1750204
63835,Q685613
63851,Q1750096
63878,Q1761435
63894,Q1762529
63916,Q303413
63932,Q270048
63959,Q1759751
63975,Q921644
63991,Q1750262
64017,Q651860
64033,Q1749956
64050,Q1648136
64076,Q1795726
64092,Q536230
64114,Q1648179
64130,Q595318
64157,Q1646968
64173,Q1761725
64190,Q1760305
64211,Q1761450
64238,Q1761119
64254,Q504587
64270,Q1646103
64297,Q657199
64319,Q765636
64335,Q1795526
64351,Q940614
64378,Q1760507
64394,Q1649675
64416,Q390022
64432,Q1649685
64459,Q1759801
64475,Q1759791
64491,Q2013622
64513,Q1649865
64530,Q1798851
64556,Q985569
64572,Q1750066
64599,Q986503
64610,Q1649834
64637,Q1649691
64653,Q739292
64670,Q404820
64696,Q905157
64718,Q1798860
64734,Q1759773
64750,Q271374
64777,Q184409
64793,Q1648425
64815,Q1759097
64831,Q1648361
64858,Q1759390
64874,Q1760989
64890,Q1751341
64912,Q1760903
64939,Q1649661
64955,Q1795639
64971,Q967899
64998,Q1760911
65013,Q1120318
65030,Q578124
65056,Q1759478
65072,Q1646941
65099,Q945061
65110,Q616650
65137,Q2287960
65153,Q1649876
65170,Q1761742
65196,Q1648200
65218,Q1760282
65234,Q1648184
65250,Q593535
65277,Q1759394
65293,Q733787
65315,Q1800682
65331,Q748218
65358,Q920242
65374,Q1648305
65390,Q1759769
65412,Q926176
65439,Q983491
65455,Q926662
65471,Q942071
65498,Q1808590
65510,Q955510
65536,Q1760028
65552,Q745307
65579,Q1808177
65595,Q1759716
65617,Q1649848
65633,Q330202
65650,Q985581
65676,Q579753
65692,Q773065
65714,Q1648194
65730,Q1759703
65757,Q1760228
65773,Q1648420
65790,Q957653
65811,Q734333
65838,Q1649852
65854,Q1808261
65870,Q938162
65897,Q655363
65919,Q1760848
65935,Q985506
65951,Q1645067
65978,Q1649949
65994,Q1759377
66010,Q1646970
66036,Q1798789
66052,Q639848
66079,Q1759235
66095,Q550446
66117,Q1760327
66133,Q1760921
66150,Q595976
66176,Q1759758
66192,Q275109
66214,Q1754616
66230,Q1760417
66257,Q1760410
66273,Q1759587
66290,Q1795659
66311,Q1648319
66338,Q1760064
66354,Q582880
66370,Q1649601
66397,Q841241
66419,Q1439170
66435,Q1750605
66451,Q1948966
66478,Q1795673
66494,Q1761493
66516,Q1649645
66532,Q1760024
66559,Q1761054
66575,Q1796418
66591,Q1649656
66613,Q1653558
66630,Q1649831
66656,Q522002
66672,Q1796340
66699,Q1760053
66710,Q931560
66737,Q1800707
66753,Q1760917
66770,Q1760928
66796,Q1795750
66818,Q737660
66834,Q1648293
66850,Q1800770
66877,Q1649629
66893,Q331300
66915,Q1800752
66931,Q946326
66958,Q1759485
66974,Q1759649
66990,Q1760269
67016,Q1649682
67032,Q1645072
67059,Q383765
67075,Q648757
67091,Q953341
67113,Q1760484
67130,Q194332
67156,Q956172
67172,Q600310
67199,Q745014
67210,Q1774484
67237,Q983529
67253,Q1750211
67270,Q1760626
67296,Q1648289
67318,Q1800695
67334,Q510736
67350,Q1760453
67377,Q784207
67393,Q1759626
67415,Q985507
67431,Q1649943
67458,Q1760403
67474,Q1759364
67490,Q1760585
67512,Q1648196
67539,Q1649650
67555,Q1649872
67571,Q1648146
67598,Q1761695
67610,Q1648342
67636,Q1760106
67652,Q1649857
67679,Q1648351
67695,Q1648345
67717,Q1815907
67733,Q664158
67750,Q773141
67776,Q658024
67792,Q636096
67814,Q1760526
67830,Q677348
67857,Q1648416
67873,Q1759384
67890,Q4035
67911,Q1759798
67938,Q1761462
67954,Q985605
67970,Q1815951
67997,Q1795852
68012,Q1816305
68039,Q1760543
68055,Q1645095
68071,Q1760365
68098,Q955544
68110,Q1760760
68136,Q1759639
68152,Q1760478
68179,Q1760996
68195,Q633898
68217,Q1761717
68233,Q933191
68250,Q1760286
68276,Q1759984
68292,Q1649677
68314,Q40706
68330,Q1648123
68357,Q1795537
68373,Q1649666
68390,Q952230
68411,Q1760087
68438,Q786140
68454,Q570464
68470,Q986508
68497,Q928154
68519,Q1795718
68535,Q912136
68551,Q1795562
68578,Q1800748
68594,Q1800635
68616,Q974642
68632,Q1648152
68659,Q1649813
68675,Q1649843
68691,Q1761094
68713,Q1760068
68730,Q1760752
68756,Q330175
68772,Q1795515
68799,Q985494
68810,Q1759848
68837,Q1760867
68853,Q1760765
68870,Q1750431
68896,Q1648432
68918,Q939666
68934,Q1795617
68950,Q1808246
68977,Q377601
68993,Q1760554
69019,Q1759694
69035,Q728178
69051,Q1759836
69078,Q743048
69094,Q1759221
69116,Q1759470
69132,Q1645090
69159,Q1772643
69175,Q1648299
69191,Q1649607
69213,Q851292
69230,Q1750185
69256,Q1816203
69272,Q983495
69299,Q525618
69310,Q1645733
69337,Q431377
69353,Q1760383
69370,Q1759072
69396,Q1816194
69418,Q951645
69434,Q544881
69450,Q1760603
69477,Q1759632
69493,Q1760843
69515,Q958001
69531,Q1798084
69558,Q1795805
69574,Q1808722
69590,Q1760595
69612,Q734937
69639,Q682868
69655,Q1761103
69671,Q927935
69698,Q188892
69710,Q985613
69736,Q1760079
69752,Q744399
69779,Q1761556
69795,Q291277
69817,Q1760134
69833,Q663633
69850,Q1759077
69876,Q1648728
69892,Q602128
69914,Q1648190
69930,Q1760536
69957,Q1796404
69973,Q584240
69990,Q1649639
70017,Q1645107
70033,Q1761702
70050,Q1994826
70076,Q1760043
70092,Q1760400
70114,Q597804
70130,Q1760559
70157,Q1648356
70173,Q983747
70190,Q22066
70211,Q1759617
70238,Q1649614
70254,Q922039
70270,Q1648129
70297,Q1646321
70319,Q1760235
70335,Q1648142
70351,Q1222916
70378,Q952830
70394,Q1948975
70416,Q1759992
70432,Q1649817
70459,Q587790
70475,Q526318
70491,Q1649615
70513,Q1649619
70530,Q1097771
70556,Q1800625
70572,Q191652
70599,Q584881
70610,Q1760121
70637,Q1658504
70653,Q1760210
70670,Q1798847
70696,Q1760320
70718,Q81882
70734,Q1760047
70750,Q184403
70777,Q967648
70793,Q194338
70815,Q1759712
70831,Q925419
70858,Q1750087
70874,Q1760232
70890,Q1759699
70912,Q1759853
70939,Q1750230
70955,Q984555
70971,Q192181
70998,Q191642
71013,Q1646919
71030,Q1760298
71056,Q1808286
71072,Q174
71099,Q924342
71110,Q1760853
71137,Q1815958
71153,Q587013
71170,Q1648307
71196,Q1808922
71218,Q272254
71234,Q1760099
71250,Q1760940
71277,Q1649838
71293,Q1760125
71315,Q374548
71331,Q1439179
71358,Q1795634
71374,Q738959
71390,Q1760500
71412,Q1761063
71439,Q1797503
71455,Q188901
71471,Q1761710
71498,Q942135
71510,Q737670
71536,Q301283
71552,Q22064419
71579,Q841231
71595,Q22064418
71617,Q1760276
71633,Q1760116
71650,Q1760091
71676,Q650146
71692,Q923862
71714,Q22064413
71730,Q1658532
71757,Q1645082
71773,Q1759780
71790,Q22064407
71811,Q1795613
71838,Q170540
71854,Q1760311
71870,Q13109202
71897,Q1759814
71919,Q542815
71935,Q1760263
71951,Q1751333
71978,Q22064399
71994,Q1750027
72010,Q961143
72036,Q1760131
72052,Q22064394
72079,Q1762903
72095,Q596931
72117,Q1646327
72133,Q1658522
72150,Q1658483
72176,Q1759227
72192,Q13109246
72214,Q1759763
72230,Q947263
72257,Q983511
72273,Q13109251
72311,Q767854
72338,Q1759112
72354,Q22066862
72370,Q983534
72397,Q1760032
72419,Q1759858
72435,Q942083
72451,Q1759612
72737,Q1750075
73008,Q1784836
73016,Q962028
73024,Q2197944
73032,Q1801100
73040,Q1801156
73059,Q1801042
73067,Q2289907
73075,Q2011594
73083,Q523587
73091,Q1801753
73105,Q1801186
73113,Q1801591
73121,Q599288
73130,Q522587
73148,Q1801587
73156,Q1801094
73164,Q1800947
73172,Q1801252
73180,Q1800932
73199,Q1801070
73202,Q1800939
73210,Q2116769
73229,Q1801075
73237,Q1801621
73245,Q1801749
73253,Q374444
73261,Q2085357
73270,Q1801064
73288,Q1801161
73296,Q977277
73300,Q1801690
73318,Q957649
73326,Q1801654
73334,Q1801778
73342,Q1801142
73350,Q991120
73369,Q1801212
73377,Q2011603
73385,Q1801577
73393,Q1800952
73407,Q2085548
73415,Q580856
73423,Q1801716
73431,Q1801085
73440,Q178993
73458,Q1801526
73466,Q1801609
73474,Q773264
73482,Q1801647
73504,Q1801633
73512,Q1802133
73520,Q1801642
73539,Q929170
73547,Q1801241
73555,Q1801175
73563,Q2011582
73571,Q1801581
73580,Q2011614
73598,Q946408
73601,Q1801192
73610,Q512635
74004,Q1804247
74012,Q784855
74020,Q1804322
74039,Q1779965
74047,Q1804201
74055,Q398170
74063,Q1803907
74071,Q1650078
74080,Q1803495
74098,Q2075653
74101,Q970744
74110,Q1804740
74128,Q1205078
74136,Q1805380
74144,Q1804747
74152,Q1773369
74160,Q2004481
74179,Q2004241
74187,Q1804776
74195,Q1804315
74209,Q2003753
74217,Q599068
74225,Q594784
74233,Q1809601
74241,Q1804194
74250,Q1638385
74268,Q1803619
74276,Q1650073
74284,Q1803939
74292,Q1805391
74306,Q1803557
74314,Q2034168
74322,Q2004440
74330,Q1779883
74349,Q1773344
74357,Q1773313
74365,Q687445
74373,Q2005491
74381,Q2322834
74390,Q2007427
74403,Q587203
74411,Q607931
74420,Q1779892
74438,Q1804262
74446,Q2004535
74454,Q2064780
74462,Q2003741
74470,Q1773359
74489,Q1803623
74497,Q628639
74500,Q1803540
74519,Q2005216
74527,Q1803881
74535,Q1805395
74543,Q1779945
74551,Q1805140
74560,Q957375
74578,Q963673
74586,Q1804305
74594,Q1805304
74608,Q2005130
74616,Q2355826
74624,Q1803627
74632,Q1804272
74640,Q372406
74659,Q1773377
74667,Q2077794
74675,Q2077893
74683,Q1803513
74691,Q2007353
74705,Q1803492
74713,Q1773340
74721,Q2004390
74730,Q509067
74748,Q1803367
74756,Q1804924
74764,Q2077843
74772,Q1773372
74780,Q2003671
74799,Q2007378
74802,Q1995037
74810,Q1026376
74829,Q2003719
74837,Q1773327
74845,Q2003820
74853,Q1803993
74861,Q2003681
74870,Q2004588
74888,Q2004599
74896,Q1803932
74900,Q1803276
74918,Q2005169
74926,Q2064812
74934,Q205681
74942,Q660697
74950,Q2077411
74969,Q522096
74977,Q528463
74985,Q2237581
74993,Q1775764
75000,Q1803946
75019,Q2201300
75027,Q518649
75035,Q972174
75043,Q1788891
75051,Q1803580
75060,Q2004500
75078,Q2003747
75086,Q958067
75094,Q1773364
75108,Q1804297
75116,Q1992575
75124,Q1804834
75132,Q926688
75140,Q1804766
75159,Q2077965
75167,Q1998947
75175,Q2007563
75183,Q1804781
75191,Q582743
75205,Q1804821
75213,Q2004462
75221,Q1803923
75230,Q1804001
75248,Q2004227
75256,Q2007572
75264,Q1803591
75272,Q1803573
75280,Q1803915
75299,Q2003794
75302,Q732793
75310,Q604656
75329,Q1803585
75337,Q2004256
75345,Q2004472
75353,Q4361
75361,Q1804288
75370,Q2007405
75388,Q1803874
75396,Q1773337
75400,Q1804009
75418,Q1803648
75426,Q2004248
75434,Q1773318
75442,Q2097856
75450,Q1804240
75469,Q1803860
75477,Q1803653
75485,Q1803569
75493,Q2005159
75507,Q2004093
75515,Q2064853
75523,Q1803813
75531,Q734222
75540,Q1803346
75558,Q2007339
75566,Q2007391
75574,Q1863917
75582,Q2004523
75590,Q2077862
75604,Q1803317
75612,Q1803593
75620,Q1803505
75639,Q202316
75647,Q1803292
75655,Q985577
75663,Q2006415
75671,Q785711
75698,Q1780032
75710,Q2004082
75736,Q1804280
75744,Q1803485
75752,Q1008311
75760,Q1803571
75779,Q779633
75787,Q2104137
75795,Q744471
75809,Q1804169
75817,Q1803606
75833,Q326354
75850,Q374648
75876,Q1779983
75892,Q2005227
75914,Q2006392
75930,Q1972297
75957,Q672863
75973,Q2004428
75990,Q1804176
76015,Q2065963
76031,Q2064845
76058,Q2027403
76074,Q2064763
76090,Q1804230
76112,Q1775800
76139,Q2007594
76155,Q2283708
76171,Q2004451
76198,Q1803867
76210,Q2004234
76236,Q652176
76252,Q628412
76279,Q2007454
76295,Q1814491
76317,Q1775783
76333,Q1803599
76350,Q1779910
76376,Q1803564
76392,Q2011680
76414,Q2104210
76430,Q1804185
76457,Q1803889
76473,Q2004546
76490,Q2005178
76511,Q765253
76538,Q1025757
76554,Q1775827
76570,Q2064788
76597,Q1803900
76619,Q978473
76635,Q1804157
76651,Q303107
76678,Q192387
76694,Q1773309
76716,Q741333
76732,Q1803549
76759,Q675706
76775,Q1803633
76791,Q2004489
76813,Q1803614
76830,Q2003833
76856,Q2003784
76872,Q1003473
76899,Q2003711
76910,Q208669
76937,Q1803821
76953,Q1773350
76970,Q1803525
76996,Q1803927
77011,Q375318
77038,Q930390
77054,Q1113191
77070,Q2005476
77097,Q781087
77119,Q1775819
77135,Q2139450
77151,Q2004065
77178,Q2007583
77194,Q2004555
77216,Q936233
77232,Q2472564
77259,Q2004101
77275,Q2063986
77291,Q952277
77313,Q2005187
77330,Q928397
77356,Q2039438
77372,Q2355843
77399,Q949670
77410,Q2003802
77437,Q592011
77453,Q503852
77470,Q2004112
77496,Q1773355
77518,Q1772650
77534,Q1803769
77550,Q677042
77577,Q1803641
77593,Q1803472
77615,Q1803835
77631,Q2005059
77658,Q935946
77674,Q1803311
77690,Q2004395
77712,Q1802922
77739,Q927206
77755,Q608674
77771,Q242906
77798,Q2007362
77810,Q2005152
77836,Q1985148
77852,Q1803844
77879,Q2077944
77895,Q1803826
77917,Q751491
77933,Q743136
77950,Q650514
77976,Q2004160
77992,Q1802877
78018,Q1988300
78034,Q730276
78050,Q1802916
78077,Q1991021
78093,Q1773323
78115,Q177325
78131,Q1967081
78158,Q2007630
78174,Q1964938
78190,Q1802892
78212,Q2004402
78239,Q1878476
78255,Q1008266
78271,Q2003693
78298,Q2083352
78310,Q1775808
78336,Q637930
78352,Q580298
78379,Q1803499
78395,Q2007640
78417,Q2005109
78433,Q2003729
78450,Q1811171
78476,Q2283744
78492,Q2003762
78514,Q1803324
78530,Q2065952
78557,Q2006435
78573,Q1803373
78590,Q929328
78611,Q375907
78638,Q2007649
78654,Q1775771
78670,Q2003690
78697,Q2005069
78719,Q2101599
78735,Q2004153
78751,Q1803358
78778,Q2006406
78794,Q1773332
78816,Q1803364
78832,Q2006425
78859,Q478818
78875,Q1803791
78891,Q1773060
78913,Q1802884
78930,Q2003774
78956,Q2007441
78972,Q2019197
78999,Q2005483
79014,Q1803479
79030,Q2064911
79057,Q2005080
79073,Q2064771
79090,Q930867
79111,Q22064023
79138,Q2004218
79154,Q391843
79170,Q956038
79197,Q1814454
79219,Q22064018
79235,Q987328
79251,Q1803774
79278,Q1776774
79294,Q2006399
79316,Q1830118
79332,Q2004566
79359,Q593948
79375,Q988869
79391,Q1775795
79413,Q2005140
79430,Q2006930
79456,Q1803304
79472,Q2004576
79499,Q2003811
79510,Q1805388
79537,Q383890
79553,Q1802867
79570,Q1804163
79596,Q1803568
79618,Q2050304
79634,Q206105
79650,Q2283757
79677,Q2355791
79693,Q1781000
79715,Q2355851
79731,Q1966758
79758,Q2064871
79774,Q1804212
79790,Q1803534
79812,Q1804828
79839,Q676325
79855,Q2040790
79871,Q1803338
79898,Q1803331
79910,Q1802900
79936,Q2003701
79952,Q1803517
79979,Q2064891
79995,Q2004142
80004,Q1815693
80012,Q1637506
80020,Q1757758
80039,Q397387
80047,Q1757818
80055,Q1754594
80063,Q1758008
80071,Q1750762
80080,Q1784602
80098,Q1750761
80101,Q1784463
80110,Q249844
80128,Q1784631
80136,Q1754557
80144,Q1758015
80152,Q1935710
80160,Q1765034
80179,Q22063988
80187,Q1758989
80195,Q617657
80209,Q614626
80217,Q22063986
80225,Q1637414
80233,Q22063985
80241,Q1799409
80250,Q607184
80268,Q1750758
80276,Q626231
80284,Q1757812
80292,Q1764990
80306,Q1765012
80314,Q1758088
80322,Q1758973
80330,Q1758057
80349,Q2314224
80357,Q1815704
80365,Q1799318
80373,Q2012016
80381,Q1799348
80390,Q598016
80403,Q1799402
80411,Q808787
80420,Q1784745
80438,Q817098
80446,Q549349
80454,Q1754582
80462,Q22063756
80470,Q155557
80489,Q374753
80497,Q891740
80500,Q1796824
80519,Q894929
80527,Q1784804
80535,Q903373
80543,Q1758995
80551,Q329488
80560,Q691288
80578,Q986540
80586,Q1784377
80594,Q1758966
80608,Q1765047
80616,Q744097
80624,Q1799357
80632,Q2087030
80640,Q599623
80659,Q1765051
80667,Q1784723
80675,Q1757768
80683,Q1764948
80691,Q1764972
80705,Q428892
80713,Q957908
80721,Q2020284
80730,Q1799304
80748,Q1799364
80756,Q780452
80764,Q926081
80772,Q2087108
80780,Q1757994
80799,Q1758980
80802,Q1758063
80810,Q817387
80829,Q647194
80837,Q749798
80845,Q1994858
80853,Q1758946
80861,Q767579
80870,Q1020408
80888,Q1759017
80896,Q1439157
80900,Q1815712
80918,Q1758938
80926,Q1777271
80934,Q1765072
80942,Q639952
80950,Q1784557
80969,Q609989
80977,Q1757773
80985,Q891934
80993,Q986564
81000,Q945132
81019,Q927128
81027,Q1750765
81035,Q1799399
81043,Q1758999
81051,Q132997
81060,Q1784729
81078,Q543046
81086,Q1784594
81094,Q1784498
81108,Q1784467
81116,Q1765043
81124,Q1799384
81132,Q612191
81140,Q1815648
81159,Q1784623
81167,Q1815677
81175,Q856583
81183,Q1750756
81191,Q1764998
81205,Q1758231
81213,Q1764929
81221,Q1765028
81230,Q1758034
81248,Q1112283
81256,Q1799361
81264,Q1764975
81272,Q1799377
81280,Q1750759
81299,Q986566
81302,Q1758023
81310,Q1784481
81329,Q1765020
81337,Q1799339
81345,Q22063766
81353,Q747403
81361,Q1784584
81370,Q1764963
81388,Q769692
81396,Q1799373
81400,Q1784512
81418,Q1750764
81426,Q1815627
81434,Q986545
81442,Q1758019
81450,Q1815721
81469,Q616028
81477,Q1784570
81485,Q1758962
81493,Q968703
81507,Q1759023
81515,Q1758047
81523,Q2011982
81531,Q732916
81540,Q664255
81558,Q1784615
81566,Q1784383
81574,Q1774437
81582,Q941669
81590,Q1796811
81604,Q1758986
81612,Q842713
81620,Q1759005
81639,Q1750776
81647,Q960413
81655,Q595033
81663,Q1758956
81671,Q1758267
81680,Q1758053
81698,Q612795
81701,Q1784522
81710,Q1799312
81728,Q1758002
81736,Q1764984
81744,Q1757752
81752,Q849584
81760,Q1815639
81779,Q1758467
81787,Q1765062
81795,Q156819
81809,Q1758351
81817,Q1799404
81825,Q1648503
81833,Q762009
81850,Q1615291
81876,Q1784534
81892,Q651077
81914,Q1799343
81930,Q1765068
81957,Q1784684
81973,Q1784358
81990,Q1020414
82015,Q1765004
82031,Q1799281
82058,Q1815756
82066,Q1815686
82074,Q980131
82090,Q1784736
82112,Q1799434
82139,Q1796806
82155,Q1758042
82171,Q2011999
82198,Q1758949
82210,Q1010299
82236,Q955577
82252,Q1637513
82279,Q961509
82295,Q1784752
82317,Q1784491
82333,Q973513
82350,Q1799425
82376,Q588170
82392,Q1796797
82414,Q1750773
82430,Q1121962
82457,Q1784611
82473,Q1758031
82490,Q747168
82511,Q285815
82538,Q2011993
82554,Q1799392
82570,Q952174
82597,Q326651
82619,Q1764920
82635,Q1784813
82651,Q1799285
82678,Q1784679
82694,Q1796818
82716,Q1822575
82732,Q1815669
82759,Q1757828
82775,Q1799367
82791,Q2012005
82813,Q1764967
82830,Q606838
82856,Q1784673
82872,Q775857
82899,Q1784005
82910,Q1784001
82937,Q1765038
82953,Q1784714
82970,Q2012010
82996,Q1757763
83011,Q1784692
83038,Q289981
83054,Q931280
83070,Q706547
83097,Q327210
83119,Q1765057
83135,Q1784638
83151,Q1815617
83178,Q617155
83194,Q986536
83216,Q2023825
83232,Q1799427
83259,Q904782
83275,Q173849
83291,Q545508
83313,Q1764954
83330,Q1759029
83356,Q2662610
83372,Q2065307
83399,Q1757748
83410,Q1757999
83437,Q398844
83453,Q1784472
83470,Q1759010
83496,Q1784827
83518,Q1759213
83534,Q22063771
83550,Q951660
83577,Q773783
83593,Q22063767
83615,Q1764936
83631,Q339414
83658,Q1784066
83674,Q1815730
83682,Q1758036
83690,Q1833591
83712,Q1646925
83739,Q22063758
83755,Q1758111
83771,Q1784642
83798,Q1799400
83810,Q1000671
83836,Q22063751
83852,Q923208
83879,Q1751322
83895,Q939572
83909,Q2881477
83917,Q1799325
83925,Q3136609
83933,Q1799417
83950,Q1764914
83976,Q956998
84514,Q2133488
84530,Q1899023
84557,Q1804753
84573,Q2029914
84590,Q1804254
84611,Q2351325
84638,Q1803956
84654,Q2472540
84670,Q1802908
84697,Q2004121
84719,Q2004131
84735,Q1786460
84743,Q1785530
84751,Q1772678
84760,Q1803253
84778,Q596649
84786,Q1758334
84794,Q2006981
84808,Q1806753
84816,Q984557
84824,Q588452
84832,Q1785981
84840,Q1803262
84859,Q1786488
84867,Q1785836
84875,Q194362
84883,Q1785476
84891,Q642247
84905,Q947648
84913,Q1788290
84921,Q1758759
84930,Q1786383
84948,Q249795
84956,Q1757698
84964,Q1774765
84972,Q1785844
84980,Q1758814
84999,Q741764
85006,Q986519
85014,Q398173
85022,Q174286
85030,Q413408
85049,Q1784407
85057,Q995308
85065,Q1750187
85073,Q851276
85081,Q776015
85090,Q957796
85103,Q590326
85111,Q449593
85120,Q520098
85138,Q33944
85146,Q1758766
85154,Q33949
85162,Q1750218
85170,Q33961
85189,Q1151685
85197,Q1758806
85200,Q1758309
85219,Q1750199
85227,Q1758274
85235,Q33964
85243,Q1786472
85251,Q950879
85260,Q1774445
85278,Q1749878
85286,Q1803196
85294,Q600118
85308,Q1648525
85316,Q119140
85324,Q179219
85332,Q1786792
85340,Q1785855
85359,Q970961
85367,Q1750024
85375,Q808802
85383,Q680577
85391,Q1786797
85405,Q1757450
85413,Q548652
85421,Q1758919
85430,Q1786675
85448,Q1784295
85456,Q891720
85464,Q2662293
85472,Q1758844
85480,Q2107884
85499,Q1786682
85502,Q985511
85510,Q614230
85529,Q577838
85537,Q640384
85545,Q601127
85553,Q1749869
85561,Q195200
85570,Q1757709
85588,Q1786387
85596,Q166378
85600,Q1774451
85618,Q957697
85626,Q1757439
85634,Q1786666
85642,Q1784456
85650,Q742521
85669,Q1785461
85677,Q1786846
85685,Q592652
85693,Q986275
85707,Q1784935
85715,Q612092
85723,Q744647
85731,Q1786644
85740,Q983513
85758,Q1807790
85766,Q1758900
85774,Q388073
85782,Q736649
85790,Q1786685
85804,Q1749883
85812,Q1786799
85820,Q1757423
85839,Q942053
85847,Q1774460
85855,Q995318
85863,Q1754318
85871,Q984559
85880,Q950522
85898,Q194325
85901,Q1757590
85910,Q772910
85928,Q749754
85936,Q1757704
85944,Q684946
85952,Q1786658
85960,Q1822931
85979,Q592766
85987,Q972360
85995,Q110017
86010,Q1786013
86029,Q1758357
86037,Q1758303
86045,Q33955
86053,Q600802
86061,Q941364
86070,Q1784232
86088,Q1758795
86096,Q1185008
86100,Q523535
86118,Q600843
86126,Q538120
86134,Q1996363
86142,Q531078
86150,Q600830
86169,Q1758157
86177,Q279130
86185,Q505340
86193,Q985966
86207,Q379483
86215,Q2008079
86223,Q1758344
86231,Q612650
86240,Q1754600
86258,Q783009
86274,Q1750443
86282,Q33958
86290,Q1749875
86304,Q33945
86312,Q1757149
86320,Q33953
86339,Q226009
86347,Q1750098
86355,Q600808
86363,Q1757715
86371,Q642088
86380,Q1112822
86398,Q1756956
86401,Q584762
86410,Q590650
86428,Q1758280
86436,Q1785508
86444,Q570340
86452,Q1803126
86460,Q1031008
86479,Q1749871
86487,Q1749864
86495,Q985499
86509,Q1758752
86517,Q958661
86525,Q1758557
86533,Q779064
86541,Q387167
86550,Q535531
86568,Q1803097
86576,Q1758171
86584,Q1759203
86592,Q1750056
86606,Q1749866
86614,Q1757597
86622,Q600835
86630,Q630520
86649,Q671644
86657,Q1784334
86665,Q638794
86673,Q375650
86681,Q1784275
86690,Q385465
86703,Q1786448
86711,Q1785519
86720,Q1754446
86738,Q1754588
86746,Q1252673
86754,Q606638
86762,Q1786434
86770,Q1750452
86789,Q1758731
86797,Q1785990
86800,Q1750097
86819,Q694833
86827,Q348258
86835,Q694822
86843,Q1757396
86851,Q957668
86860,Q1758290
86878,Q1758136
86886,Q586905
86894,Q1758128
86908,Q1648535
86916,Q785177
86924,Q733173
86932,Q1751344
86940,Q1750110
86959,Q1008223
86967,Q983509
86975,Q1784309
86983,Q1750080
86991,Q956087
87009,Q957142
87017,Q194423
87025,Q1784286
87033,Q926647
87041,Q1758925
87050,Q194374
87068,Q1750029
87076,Q1757392
87084,Q1757428
87092,Q2077905
87106,Q1757400
87114,Q1757726
87122,Q1750064
87130,Q1750103
87149,Q749214
87157,Q1758338
87165,Q1785451
87173,Q983487
87181,Q956006
87190,Q2077978
87203,Q1758296
87211,Q942201
87220,Q1750269
87238,Q634501
