qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,eng-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:598:3:60102,60102,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:601,1603:45:16:598:3:60102,Tufi Rural LLG,PG060102,Ijivitari District,PG0601,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60103,60103,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:601,1603:45:16:598:3:60103,Afore Rural LLG,PG060103,Ijivitari District,PG0601,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60104,60104,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:601,1603:45:16:598:3:60104,Popondetta Urban LLG,PG060104,Ijivitari District,PG0601,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60109,60109,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:601,1603:45:16:598:3:60109,Safia Rural LLG,PG060109,Ijivitari District,PG0601,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60205,60205,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:602,1603:45:16:598:3:60205,Kokoda Rural LLG,PG060205,Sohe District,PG0602,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60206,60206,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:602,1603:45:16:598:3:60206,Higaturu Rural LLG,PG060206,Sohe District,PG0602,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60207,60207,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:602,1603:45:16:598:3:60207,Tamata Rural LLG,PG060207,Sohe District,PG0602,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:60208,60208,1603:45:16:598:0,1603:45:16:598:1:6,1603:45:16:598:2:602,1603:45:16:598:3:60208,Kira Rural LLG,PG060208,Sohe District,PG0602,Northern (Oro) Province,PG06,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70101,70101,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:701,1603:45:16:598:3:70101,East Pangia Rural LLG,PG070101,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70102,70102,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:701,1603:45:16:598:3:70102,Ialibu Urban LLG,PG070102,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70103,70103,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:701,1603:45:16:598:3:70103,Kewabi Rural LLG,PG070103,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70104,70104,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:701,1603:45:16:598:3:70104,Wiru Rural LLG,PG070104,Ialibu/Pangia District,PG0701,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70205,70205,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:702,1603:45:16:598:3:70205,Ialibu Basin Rural LLG,PG070205,Imbonggu District,PG0702,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70206,70206,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:702,1603:45:16:598:3:70206,Imbongu Rural LLG,PG070206,Imbonggu District,PG0702,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70207,70207,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:702,1603:45:16:598:3:70207,Lower Mendi Rural LLG,PG070207,Imbonggu District,PG0702,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70308,70308,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:703,1603:45:16:598:3:70308,Erave Rural LLG,PG070308,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70309,70309,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:703,1603:45:16:598:3:70309,Kagua Rural LLG,PG070309,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70310,70310,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:703,1603:45:16:598:3:70310,Kuare Rural LLG,PG070310,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70332,70332,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:703,1603:45:16:598:3:70332,Aiya Rural LLG,PG070332,Kagua/Erave District,PG0703,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70618,70618,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:706,1603:45:16:598:3:70618,Karints Rural LLG,PG070618,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70619,70619,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:706,1603:45:16:598:3:70619,Lai Valley Rural LLG,PG070619,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70620,70620,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:706,1603:45:16:598:3:70620,Mendi Urban LLG,PG070620,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70621,70621,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:706,1603:45:16:598:3:70621,Upper Mendi Rural LLG,PG070621,Mendi/Munihu District,PG0706,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70722,70722,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:707,1603:45:16:598:3:70722,Lake Kutubu Rural LLG,PG070722,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70723,70723,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:707,1603:45:16:598:3:70723,Mt Bosavi Rural LLG,PG070723,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70724,70724,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:707,1603:45:16:598:3:70724,Nembi Plateau Rural LLG,PG070724,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70725,70725,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:707,1603:45:16:598:3:70725,Nipa Rural LLG,PG070725,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:70726,70726,1603:45:16:598:0,1603:45:16:598:1:7,1603:45:16:598:2:707,1603:45:16:598:3:70726,Poroma Rural LLG,PG070726,Nipa/Kutubu District,PG0707,Southern Highlands Province,PG07,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80101,80101,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:801,1603:45:16:598:3:80101,Kandep Rural LLG,PG080101,Kandep District,PG0801,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80102,80102,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:801,1603:45:16:598:3:80102,Wage Rural LLG,PG080102,Kandep District,PG0801,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80203,80203,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:802,1603:45:16:598:3:80203,Ambum Rural LLG,PG080203,Kompiam District,PG0802,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80204,80204,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:802,1603:45:16:598:3:80204,Kompiam Rural LLG,PG080204,Kompiam District,PG0802,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80205,80205,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:802,1603:45:16:598:3:80205,Wapi-Yengis Rural LLG,PG080205,Kompiam District,PG0802,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80306,80306,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:803,1603:45:16:598:3:80306,Lagaip Rural LLG,PG080306,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80307,80307,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:803,1603:45:16:598:3:80307,Maip Muritaka Rural LLG,PG080307,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80308,80308,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:803,1603:45:16:598:3:80308,Paiela/Hewa Rural LLG,PG080308,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80309,80309,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:803,1603:45:16:598:3:80309,Porgera Rural LLG,PG080309,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80315,80315,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:803,1603:45:16:598:3:80315,Pilikambi Rural LLG,PG080315,Lagaip/Pogera District,PG0803,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80410,80410,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:804,1603:45:16:598:3:80410,Wabag Urban LLG,PG080410,Wabag District,PG0804,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
1603:45:16:598:3:80411,80411,1603:45:16:598:0,1603:45:16:598:1:8,1603:45:16:598:2:804,1603:45:16:598:3:80411,Wabag Rural LLG,PG080411,Wabag District,PG0804,Enga Province,PG08,Papua New Guinea,PG,2019-05-10,2019-05-10,
