qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:466:3:30503,30503,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30503,Danderesso,ML030503,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30504,30504,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30504,Dembela,ML030504,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30505,30505,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30505,Dialakoro,ML030505,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30506,30506,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30506,Diomaténé,ML030506,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30507,30507,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30507,Dogoni,ML030507,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30508,30508,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30508,Doumanaba,ML030508,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30509,30509,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30509,Fama,ML030509,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30510,30510,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30510,Farakala,ML030510,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30511,30511,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30511,Finkolo,ML030511,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30512,30512,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30512,Finkolo Ganadougou,ML030512,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30513,30513,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30513,Gongasso,ML030513,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30514,30514,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30514,Kabarasso,ML030514,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30515,30515,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30515,Kaboila,ML030515,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30516,30516,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30516,Kafouziela,ML030516,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30517,30517,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30517,Kapala,ML030517,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30518,30518,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30518,Kapolondougou,ML030518,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30519,30519,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30519,Kignan,ML030519,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30520,30520,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30520,Kléla,ML030520,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30521,30521,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30521,Kofan,ML030521,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30522,30522,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30522,Kolokoba,ML030522,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30523,30523,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30523,Koumankou,ML030523,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30524,30524,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30524,Kouoro,ML030524,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30525,30525,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30525,Kourouma,ML030525,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30526,30526,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30526,Lobougoula,ML030526,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30527,30527,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30527,Miniko,ML030527,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30528,30528,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30528,Miria,ML030528,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30529,30529,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30529,Missirikoro,ML030529,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30530,30530,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30530,Natien,ML030530,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30531,30531,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30531,Niéna,ML030531,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30532,30532,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30532,Nongo-Souala,ML030532,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30533,30533,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30533,N'tjikouna,ML030533,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30534,30534,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30534,Pimperna,ML030534,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30535,30535,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30535,Sanzana,ML030535,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30536,30536,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30536,Sikasso,ML030536,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30537,30537,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30537,Sokourani Missirikoro,ML030537,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30538,30538,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30538,Tella,ML030538,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30539,30539,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30539,Tiankadi,ML030539,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30540,30540,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30540,Waténi,ML030540,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30541,30541,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30541,Zanférébougou,ML030541,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30542,30542,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30542,Zangaradougou,ML030542,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30543,30543,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:305,1603:45:16:466:3:30543,Zaniena,ML030543,Sikasso,ML0305,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30601,30601,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30601,Baya,ML030601,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30602,30602,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30602,Bolo-Fouta,ML030602,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30603,30603,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30603,Djallon-Foula,ML030603,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30604,30604,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30604,Djiguiya De Koloni,ML030604,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30605,30605,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30605,Gouanan,ML030605,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30606,30606,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30606,Gouandiaka,ML030606,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30607,30607,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30607,Koussan,ML030607,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30608,30608,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30608,Sankarani,ML030608,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30609,30609,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30609,Sere Moussa Ani Samo de Siékorolé,ML030609,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30610,30610,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30610,Tagandougou,ML030610,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30611,30611,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30611,Wassoulou Balle,ML030611,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30612,30612,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:306,1603:45:16:466:3:30612,Yallankoro-Soloba,ML030612,Yanfolila,ML0306,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30701,30701,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30701,Boura,ML030701,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30702,30702,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30702,Karangana,ML030702,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30703,30703,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30703,Kiffosso I,ML030703,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30704,30704,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30704,Koumbia,ML030704,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30705,30705,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30705,Koury,ML030705,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30706,30706,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30706,Mahou,ML030706,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30707,30707,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30707,Menamba I,ML030707,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30708,30708,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30708,Ourikela,ML030708,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:30709,30709,1603:45:16:466:0,1603:45:16:466:1:3,1603:45:16:466:2:307,1603:45:16:466:3:30709,Yorosso,ML030709,Yorosso,ML0307,Sikasso,ML03,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40101,40101,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40101,Baraouéli,ML040101,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40102,40102,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40102,Boidié,ML040102,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40103,40103,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40103,Dougoufié,ML040103,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40104,40104,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40104,Gouendo,ML040104,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40105,40105,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40105,Kalake,ML040105,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40106,40106,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40106,Konobougou,ML040106,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40107,40107,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40107,N'gassola,ML040107,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40108,40108,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40108,Sanando,ML040108,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40109,40109,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40109,Somo,ML040109,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40110,40110,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40110,Tamani,ML040110,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40111,40111,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:401,1603:45:16:466:3:40111,Tesserla,ML040111,Baraouéli,ML0401,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40201,40201,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40201,Beguene,ML040201,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40202,40202,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40202,Bla,ML040202,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40203,40203,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40203,Diaramana,ML040203,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40204,40204,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40204,Diena,ML040204,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40205,40205,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40205,Dougouolo,ML040205,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40206,40206,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40206,Falo,ML040206,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40207,40207,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40207,Fani,ML040207,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40208,40208,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40208,Kazangasso,ML040208,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40209,40209,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40209,Kemeni,ML040209,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40210,40210,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40210,Korodougou,ML040210,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40211,40211,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40211,Koulandougou,ML040211,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40212,40212,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40212,Niala,ML040212,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40213,40213,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40213,Samabogo,ML040213,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40214,40214,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40214,Somasso,ML040214,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40215,40215,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40215,Tiemena,ML040215,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40216,40216,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40216,Touna,ML040216,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40217,40217,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:402,1603:45:16:466:3:40217,Yangasso,ML040217,Bla,ML0402,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40301,40301,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40301,Boky Were,ML040301,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40302,40302,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40302,Folomana,ML040302,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40303,40303,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40303,Kokry Centre,ML040303,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40304,40304,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40304,Kolongo,ML040304,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40305,40305,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40305,Macina,ML040305,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40306,40306,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40306,Matomo,ML040306,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40307,40307,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40307,Monimpébougou,ML040307,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40308,40308,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40308,Saloba,ML040308,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40309,40309,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40309,Sana,ML040309,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40310,40310,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40310,Souleye,ML040310,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40311,40311,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:403,1603:45:16:466:3:40311,Tongué,ML040311,Macina,ML0403,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40401,40401,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40401,Diabaly,ML040401,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40402,40402,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40402,Dogofry,ML040402,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40403,40403,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40403,Kala Siguida,ML040403,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40404,40404,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40404,Mariko,ML040404,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40405,40405,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40405,Nampalari,ML040405,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40406,40406,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40406,Niono,ML040406,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40407,40407,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40407,Pogo,ML040407,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40408,40408,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40408,Siribala,ML040408,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
